merchant_id,doc_id
M25417,D035401
M43892,D035402
M47822,D035403
M47627,D035404
M20118,D035405
M00028,D035406
M24846,D035407
M40328,D035408
M24233,D035409
M32446,D035410
M15307,D035411
M07756,D035412
M07025,D035413
M40919,D035414
M05663,D035415
M49680,D035416
M12718,D035417
M46945,D035418
M48222,D035419
M39158,D035420
M02376,D035421
M33977,D035422
M02914,D035423
M28825,D035424
M42139,D035425
M43399,D035426
M40453,D035427
M04891,D035428
M46610,D035429
M15702,D035430
M08042,D035431
M39271,D035432
M07763,D035433
M38468,D035434
M42744,D035435
M45133,D035436
M03217,D035437
M42754,D035438
M10882,D035439
M46563,D035440
M06764,D035441
M38330,D035442
M23809,D035443
M46446,D035444
M12077,D035445
M30441,D035446
M05517,D035447
M42570,D035448
M29701,D035449
M14164,D035450
M43776,D035451
M46705,D035452
M18487,D035453
M25214,D035454
M41981,D035455
M07383,D035456
M46242,D035457
M34421,D035458
M47643,D035459
M40959,D035460
M41957,D035461
M13920,D035462
M47317,D035463
M15287,D035464
M09508,D035465
M32239,D035466
M08272,D035467
M40278,D035468
M12894,D035469
M22881,D035470
M18493,D035471
M30085,D035472
M30902,D035473
M15682,D035474
M09405,D035475
M16902,D035476
M18202,D035477
M38560,D035478
M13457,D035479
M11583,D035480
M43514,D035481
M19250,D035482
M38470,D035483
M10651,D035484
M18843,D035485
M00601,D035486
M13245,D035487
M05949,D035488
M48358,D035489
M40518,D035490
M04086,D035491
M30041,D035492
M26966,D035493
M02615,D035494
M16486,D035495
M14704,D035496
M04641,D035497
M15331,D035498
M39990,D035499
M38095,D035500
M08430,D035501
M25198,D035502
M16497,D035503
M45053,D035504
M38923,D035505
M47652,D035506
M01295,D035507
M19125,D035508
M20881,D035509
M11122,D035510
M09951,D035511
M37805,D035512
M03403,D035513
M03120,D035514
M39192,D035515
M30706,D035516
M00688,D035517
M19184,D035518
M45051,D035519
M47138,D035520
M22815,D035521
M03590,D035522
M03560,D035523
M26662,D035524
M31710,D035525
M36765,D035526
M42386,D035527
M44696,D035528
M01901,D035529
M32710,D035530
M06225,D035531
M04178,D035532
M14493,D035533
M15661,D035534
M38300,D035535
M27230,D035536
M49307,D035537
M42196,D035538
M09556,D035539
M38715,D035540
M07121,D035541
M08532,D035542
M37845,D035543
M39380,D035544
M42479,D035545
M07470,D035546
M10665,D035547
M45219,D035548
M10792,D035549
M22915,D035550
M15763,D035551
M37067,D035552
M18260,D035553
M00740,D035554
M26093,D035555
M02171,D035556
M48530,D035557
M35361,D035558
M24948,D035559
M39039,D035560
M38265,D035561
M47450,D035562
M36018,D035563
M04357,D035564
M28177,D035565
M12837,D035566
M16320,D035567
M27616,D035568
M16741,D035569
M45233,D035570
M21383,D035571
M23767,D035572
M06342,D035573
M10590,D035574
M29836,D035575
M24771,D035576
M26577,D035577
M19580,D035578
M16740,D035579
M04440,D035580
M11335,D035581
M32954,D035582
M35307,D035583
M06106,D035584
M41513,D035585
M13209,D035586
M37835,D035587
M27772,D035588
M29133,D035589
M16180,D035590
M07931,D035591
M18509,D035592
M35781,D035593
M41565,D035594
M48911,D035595
M42682,D035596
M04995,D035597
M32135,D035598
M01285,D035599
M37667,D035600
M03034,D035601
M35308,D035602
M04494,D035603
M46762,D035604
M31132,D035605
M00883,D035606
M22429,D035607
M18837,D035608
M22418,D035609
M22139,D035610
M41817,D035611
M18522,D035612
M21334,D035613
M32408,D035614
M20269,D035615
M12651,D035616
M22025,D035617
M09985,D035618
M31942,D035619
M38351,D035620
M32982,D035621
M22299,D035622
M15273,D035623
M05800,D035624
M15309,D035625
M16465,D035626
M28167,D035627
M02755,D035628
M33982,D035629
M32253,D035630
M39494,D035631
M26186,D035632
M32375,D035633
M40689,D035634
M37913,D035635
M49844,D035636
M05591,D035637
M44039,D035638
M20929,D035639
M18178,D035640
M01154,D035641
M24884,D035642
M11509,D035643
M36362,D035644
M47997,D035645
M28993,D035646
M40113,D035647
M14992,D035648
M08137,D035649
M08900,D035650
M42083,D035651
M18071,D035652
M44067,D035653
M14705,D035654
M46692,D035655
M23763,D035656
M34726,D035657
M46246,D035658
M46190,D035659
M19400,D035660
M00577,D035661
M47929,D035662
M31570,D035663
M00404,D035664
M37651,D035665
M42211,D035666
M04771,D035667
M00819,D035668
M45109,D035669
M17159,D035670
M01802,D035671
M07430,D035672
M17716,D035673
M07532,D035674
M16222,D035675
M10804,D035676
M04026,D035677
M29372,D035678
M45101,D035679
M36113,D035680
M15805,D035681
M37773,D035682
M42921,D035683
M43722,D035684
M17326,D035685
M45847,D035686
M10054,D035687
M44060,D035688
M47451,D035689
M33183,D035690
M32159,D035691
M18131,D035692
M00398,D035693
M26384,D035694
M42502,D035695
M33746,D035696
M10200,D035697
M17953,D035698
M30355,D035699
M18576,D035700
M14985,D035701
M48493,D035702
M44877,D035703
M02556,D035704
M03218,D035705
M39023,D035706
M25853,D035707
M07286,D035708
M34033,D035709
M16313,D035710
M17135,D035711
M35768,D035712
M27219,D035713
M09625,D035714
M32647,D035715
M34706,D035716
M48848,D035717
M42769,D035718
M46050,D035719
M03858,D035720
M33897,D035721
M45004,D035722
M05364,D035723
M05040,D035724
M25370,D035725
M40954,D035726
M02353,D035727
M19638,D035728
M44151,D035729
M11381,D035730
M00622,D035731
M22989,D035732
M15903,D035733
M04050,D035734
M08275,D035735
M16023,D035736
M06213,D035737
M47505,D035738
M26732,D035739
M43633,D035740
M28513,D035741
M31236,D035742
M05431,D035743
M11151,D035744
M32131,D035745
M11441,D035746
M26754,D035747
M32381,D035748
M17511,D035749
M07412,D035750
M27035,D035751
M17150,D035752
M42321,D035753
M21564,D035754
M24774,D035755
M09259,D035756
M17622,D035757
M44164,D035758
M26223,D035759
M01247,D035760
M17830,D035761
M46732,D035762
M15729,D035763
M01638,D035764
M28579,D035765
M06665,D035766
M03194,D035767
M04511,D035768
M46738,D035769
M07800,D035770
M12109,D035771
M27046,D035772
M21715,D035773
M49490,D035774
M26988,D035775
M20842,D035776
M35939,D035777
M27198,D035778
M11073,D035779
M19994,D035780
M02523,D035781
M11803,D035782
M45468,D035783
M04421,D035784
M49386,D035785
M06429,D035786
M36636,D035787
M37654,D035788
M00194,D035789
M12074,D035790
M35417,D035791
M36744,D035792
M17966,D035793
M00905,D035794
M33425,D035795
M11576,D035796
M41463,D035797
M19624,D035798
M22954,D035799
M29275,D035800
M16964,D035801
M29676,D035802
M02030,D035803
M36130,D035804
M20926,D035805
M26241,D035806
M38259,D035807
M22338,D035808
M13480,D035809
M21670,D035810
M43626,D035811
M08439,D035812
M20081,D035813
M12615,D035814
M04280,D035815
M48317,D035816
M28924,D035817
M41935,D035818
M11694,D035819
M24130,D035820
M13949,D035821
M49549,D035822
M44232,D035823
M17354,D035824
M28386,D035825
M06760,D035826
M16497,D035827
M43687,D035828
M45691,D035829
M45244,D035830
M17012,D035831
M35038,D035832
M15590,D035833
M45079,D035834
M38988,D035835
M30894,D035836
M27883,D035837
M17208,D035838
M13724,D035839
M28196,D035840
M18643,D035841
M11880,D035842
M20002,D035843
M08567,D035844
M36723,D035845
M08457,D035846
M30296,D035847
M25813,D035848
M38850,D035849
M06077,D035850
M00763,D035851
M29171,D035852
M49596,D035853
M47431,D035854
M31882,D035855
M25315,D035856
M19661,D035857
M13270,D035858
M34856,D035859
M31928,D035860
M35795,D035861
M16626,D035862
M47495,D035863
M33113,D035864
M42010,D035865
M11909,D035866
M30076,D035867
M06485,D035868
M38925,D035869
M36059,D035870
M30242,D035871
M40521,D035872
M07532,D035873
M41744,D035874
M15736,D035875
M49683,D035876
M30789,D035877
M13952,D035878
M13320,D035879
M22209,D035880
M31934,D035881
M29594,D035882
M27507,D035883
M17439,D035884
M33084,D035885
M16123,D035886
M28549,D035887
M15368,D035888
M32638,D035889
M33522,D035890
M23310,D035891
M24308,D035892
M25715,D035893
M00542,D035894
M34224,D035895
M27382,D035896
M09967,D035897
M15374,D035898
M49769,D035899
M03599,D035900
M16764,D035901
M08877,D035902
M05669,D035903
M22833,D035904
M36137,D035905
M49667,D035906
M06539,D035907
M09126,D035908
M37568,D035909
M40968,D035910
M34116,D035911
M39650,D035912
M38403,D035913
M13985,D035914
M28892,D035915
M18599,D035916
M48585,D035917
M24945,D035918
M23446,D035919
M20013,D035920
M02480,D035921
M29834,D035922
M05222,D035923
M41206,D035924
M47597,D035925
M24980,D035926
M10179,D035927
M12691,D035928
M21735,D035929
M22056,D035930
M45682,D035931
M11930,D035932
M44047,D035933
M19681,D035934
M46637,D035935
M04786,D035936
M28349,D035937
M25736,D035938
M35399,D035939
M22967,D035940
M12566,D035941
M31235,D035942
M25239,D035943
M37579,D035944
M07544,D035945
M29912,D035946
M34233,D035947
M08780,D035948
M28054,D035949
M14497,D035950
M26284,D035951
M46658,D035952
M47717,D035953
M05447,D035954
M36948,D035955
M29836,D035956
M26616,D035957
M30594,D035958
M43963,D035959
M23767,D035960
M14866,D035961
M03504,D035962
M37499,D035963
M39947,D035964
M15873,D035965
M43309,D035966
M22280,D035967
M01413,D035968
M22666,D035969
M36358,D035970
M14065,D035971
M39941,D035972
M05612,D035973
M20226,D035974
M44877,D035975
M00286,D035976
M41391,D035977
M14425,D035978
M24478,D035979
M28031,D035980
M05887,D035981
M40303,D035982
M48204,D035983
M15946,D035984
M15837,D035985
M22461,D035986
M13638,D035987
M35498,D035988
M36614,D035989
M46184,D035990
M41093,D035991
M29847,D035992
M03017,D035993
M20501,D035994
M44996,D035995
M16289,D035996
M42959,D035997
M47595,D035998
M04065,D035999
M06420,D036000
M06263,D036001
M11188,D036002
M05454,D036003
M14949,D036004
M07465,D036005
M42607,D036006
M17027,D036007
M09020,D036008
M12255,D036009
M10095,D036010
M10712,D036011
M49805,D036012
M04315,D036013
M14269,D036014
M46147,D036015
M18122,D036016
M22753,D036017
M25029,D036018
M43956,D036019
M42676,D036020
M19757,D036021
M03715,D036022
M11815,D036023
M40040,D036024
M44297,D036025
M12799,D036026
M11760,D036027
M17049,D036028
M36934,D036029
M11410,D036030
M05006,D036031
M18528,D036032
M47603,D036033
M05819,D036034
M36424,D036035
M12056,D036036
M47117,D036037
M41959,D036038
M10317,D036039
M26072,D036040
M09465,D036041
M12379,D036042
M44509,D036043
M26907,D036044
M08493,D036045
M47805,D036046
M24764,D036047
M45503,D036048
M39335,D036049
M35391,D036050
M01614,D036051
M21107,D036052
M15277,D036053
M43067,D036054
M47598,D036055
M36404,D036056
M38687,D036057
M39355,D036058
M42034,D036059
M46371,D036060
M05135,D036061
M08741,D036062
M42484,D036063
M34728,D036064
M10034,D036065
M43710,D036066
M08051,D036067
M08168,D036068
M46641,D036069
M27949,D036070
M48581,D036071
M48568,D036072
M09087,D036073
M47480,D036074
M12995,D036075
M44328,D036076
M30956,D036077
M39362,D036078
M12908,D036079
M11969,D036080
M00443,D036081
M18397,D036082
M32232,D036083
M19635,D036084
M05817,D036085
M06671,D036086
M40274,D036087
M33155,D036088
M25586,D036089
M19671,D036090
M25071,D036091
M36383,D036092
M06832,D036093
M07295,D036094
M35061,D036095
M37654,D036096
M13350,D036097
M18146,D036098
M18394,D036099
M42243,D036100
M04704,D036101
M41221,D036102
M48306,D036103
M21423,D036104
M00330,D036105
M47119,D036106
M38786,D036107
M28820,D036108
M26410,D036109
M49527,D036110
M13914,D036111
M03625,D036112
M05736,D036113
M43615,D036114
M32021,D036115
M36794,D036116
M34455,D036117
M36682,D036118
M32048,D036119
M46364,D036120
M39748,D036121
M03315,D036122
M37874,D036123
M31425,D036124
M09781,D036125
M25029,D036126
M17425,D036127
M15531,D036128
M44887,D036129
M37688,D036130
M40601,D036131
M01604,D036132
M26543,D036133
M12558,D036134
M02511,D036135
M14250,D036136
M13456,D036137
M23903,D036138
M06133,D036139
M49066,D036140
M27404,D036141
M35686,D036142
M18995,D036143
M10172,D036144
M29771,D036145
M45182,D036146
M38221,D036147
M24524,D036148
M49148,D036149
M14812,D036150
M22362,D036151
M06190,D036152
M21434,D036153
M30347,D036154
M17759,D036155
M25441,D036156
M25872,D036157
M32812,D036158
M18714,D036159
M42146,D036160
M15718,D036161
M39612,D036162
M11550,D036163
M34931,D036164
M13901,D036165
M10438,D036166
M45137,D036167
M49080,D036168
M26465,D036169
M11715,D036170
M33084,D036171
M34859,D036172
M09049,D036173
M04530,D036174
M24655,D036175
M26167,D036176
M21644,D036177
M37252,D036178
M49156,D036179
M45578,D036180
M11306,D036181
M04074,D036182
M32392,D036183
M41013,D036184
M25443,D036185
M32232,D036186
M35738,D036187
M04065,D036188
M26244,D036189
M05390,D036190
M24685,D036191
M34764,D036192
M00280,D036193
M07784,D036194
M11452,D036195
M37047,D036196
M02606,D036197
M44321,D036198
M29675,D036199
M24839,D036200
M13192,D036201
M32585,D036202
M08660,D036203
M00059,D036204
M31713,D036205
M38170,D036206
M37427,D036207
M10995,D036208
M46826,D036209
M11596,D036210
M28187,D036211
M45064,D036212
M35584,D036213
M01313,D036214
M22318,D036215
M34396,D036216
M22919,D036217
M23420,D036218
M01053,D036219
M16704,D036220
M10614,D036221
M31910,D036222
M37108,D036223
M39088,D036224
M48742,D036225
M39620,D036226
M20487,D036227
M08927,D036228
M29522,D036229
M01457,D036230
M19571,D036231
M05614,D036232
M43870,D036233
M42357,D036234
M34001,D036235
M26695,D036236
M26797,D036237
M11272,D036238
M01348,D036239
M34855,D036240
M14372,D036241
M23257,D036242
M36568,D036243
M48828,D036244
M46332,D036245
M23812,D036246
M29490,D036247
M38835,D036248
M40233,D036249
M17116,D036250
M21389,D036251
M02174,D036252
M13614,D036253
M46911,D036254
M33316,D036255
M39049,D036256
M10378,D036257
M36132,D036258
M29864,D036259
M42197,D036260
M41405,D036261
M17070,D036262
M29260,D036263
M26227,D036264
M03934,D036265
M32886,D036266
M43523,D036267
M32716,D036268
M41187,D036269
M29031,D036270
M22494,D036271
M08255,D036272
M06204,D036273
M40282,D036274
M05836,D036275
M07748,D036276
M25504,D036277
M20319,D036278
M22275,D036279
M23834,D036280
M09382,D036281
M22172,D036282
M06239,D036283
M30428,D036284
M36372,D036285
M06245,D036286
M42141,D036287
M15881,D036288
M34609,D036289
M41395,D036290
M29971,D036291
M39669,D036292
M33208,D036293
M33777,D036294
M40076,D036295
M12597,D036296
M03629,D036297
M43924,D036298
M32150,D036299
M27972,D036300
M34380,D036301
M44055,D036302
M43460,D036303
M15034,D036304
M13606,D036305
M40952,D036306
M15432,D036307
M30503,D036308
M08241,D036309
M20653,D036310
M06905,D036311
M13593,D036312
M35765,D036313
M41063,D036314
M34544,D036315
M14985,D036316
M24231,D036317
M45374,D036318
M30476,D036319
M06213,D036320
M10175,D036321
M02523,D036322
M21059,D036323
M13785,D036324
M16315,D036325
M45234,D036326
M15312,D036327
M05544,D036328
M39167,D036329
M35801,D036330
M27264,D036331
M12455,D036332
M47543,D036333
M32474,D036334
M33614,D036335
M25974,D036336
M22024,D036337
M42672,D036338
M20429,D036339
M43990,D036340
M36221,D036341
M10934,D036342
M05768,D036343
M21400,D036344
M46508,D036345
M17158,D036346
M07519,D036347
M38376,D036348
M15685,D036349
M03556,D036350
M48352,D036351
M17815,D036352
M40412,D036353
M13691,D036354
M35602,D036355
M43541,D036356
M33813,D036357
M44360,D036358
M10124,D036359
M36260,D036360
M12946,D036361
M00606,D036362
M48319,D036363
M48744,D036364
M01705,D036365
M25363,D036366
M38875,D036367
M02403,D036368
M22958,D036369
M47583,D036370
M05028,D036371
M09621,D036372
M05708,D036373
M04970,D036374
M39219,D036375
M49388,D036376
M46327,D036377
M34612,D036378
M36887,D036379
M44232,D036380
M07974,D036381
M28015,D036382
M03023,D036383
M40350,D036384
M17853,D036385
M25984,D036386
M34699,D036387
M25106,D036388
M07586,D036389
M34853,D036390
M03506,D036391
M02573,D036392
M28935,D036393
M00344,D036394
M17622,D036395
M41029,D036396
M28807,D036397
M20320,D036398
M30568,D036399
M29475,D036400
M43584,D036401
M26208,D036402
M37014,D036403
M04834,D036404
M38388,D036405
M07653,D036406
M31991,D036407
M35967,D036408
M48409,D036409
M10155,D036410
M30487,D036411
M43625,D036412
M45490,D036413
M41300,D036414
M44395,D036415
M02359,D036416
M02072,D036417
M07858,D036418
M11338,D036419
M36839,D036420
M36838,D036421
M09170,D036422
M37999,D036423
M00474,D036424
M38261,D036425
M17645,D036426
M37153,D036427
M44945,D036428
M07715,D036429
M42084,D036430
M41798,D036431
M45841,D036432
M20252,D036433
M07781,D036434
M12510,D036435
M27672,D036436
M05933,D036437
M40672,D036438
M07830,D036439
M00219,D036440
M15462,D036441
M15912,D036442
M18877,D036443
M02039,D036444
M22086,D036445
M25874,D036446
M02029,D036447
M17050,D036448
M02584,D036449
M22589,D036450
M03143,D036451
M14681,D036452
M05960,D036453
M16616,D036454
M44677,D036455
M12470,D036456
M07379,D036457
M20311,D036458
M49312,D036459
M29774,D036460
M49523,D036461
M40674,D036462
M48318,D036463
M00952,D036464
M35941,D036465
M23448,D036466
M01267,D036467
M38932,D036468
M10313,D036469
M16524,D036470
M43098,D036471
M09748,D036472
M16068,D036473
M28902,D036474
M07735,D036475
M33868,D036476
M33381,D036477
M15413,D036478
M46603,D036479
M41717,D036480
M44461,D036481
M46540,D036482
M35241,D036483
M41942,D036484
M15156,D036485
M21722,D036486
M22135,D036487
M12341,D036488
M01615,D036489
M30752,D036490
M47109,D036491
M48844,D036492
M02418,D036493
M45092,D036494
M33066,D036495
M04812,D036496
M34633,D036497
M03697,D036498
M47031,D036499
M23382,D036500
M30536,D036501
M26718,D036502
M11259,D036503
M08000,D036504
M04479,D036505
M02445,D036506
M06057,D036507
M10002,D036508
M19979,D036509
M38143,D036510
M45905,D036511
M16950,D036512
M46005,D036513
M28559,D036514
M41005,D036515
M40961,D036516
M09832,D036517
M13169,D036518
M09428,D036519
M29283,D036520
M26543,D036521
M33768,D036522
M33104,D036523
M19907,D036524
M10693,D036525
M24175,D036526
M37053,D036527
M20554,D036528
M08850,D036529
M29656,D036530
M03504,D036531
M22704,D036532
M40753,D036533
M09309,D036534
M40041,D036535
M33044,D036536
M20791,D036537
M01120,D036538
M37529,D036539
M18634,D036540
M18133,D036541
M08648,D036542
M16640,D036543
M11869,D036544
M12875,D036545
M24969,D036546
M20974,D036547
M40290,D036548
M04040,D036549
M02194,D036550
M47255,D036551
M40853,D036552
M34495,D036553
M30968,D036554
M24529,D036555
M15371,D036556
M04270,D036557
M06750,D036558
M10089,D036559
M30378,D036560
M39982,D036561
M00743,D036562
M04218,D036563
M23519,D036564
M34620,D036565
M27655,D036566
M29199,D036567
M01532,D036568
M48773,D036569
M29638,D036570
M48880,D036571
M04344,D036572
M26123,D036573
M09881,D036574
M03473,D036575
M31004,D036576
M35480,D036577
M02778,D036578
M26298,D036579
M39456,D036580
M14293,D036581
M41063,D036582
M48080,D036583
M08205,D036584
M25323,D036585
M29969,D036586
M36986,D036587
M29126,D036588
M38342,D036589
M37615,D036590
M28611,D036591
M48000,D036592
M06350,D036593
M10550,D036594
M07857,D036595
M10708,D036596
M36034,D036597
M38231,D036598
M37725,D036599
M46688,D036600
M45491,D036601
M07738,D036602
M07439,D036603
M39791,D036604
M22611,D036605
M45781,D036606
M01210,D036607
M47693,D036608
M17887,D036609
M26230,D036610
M21218,D036611
M40737,D036612
M25204,D036613
M19128,D036614
M26768,D036615
M05184,D036616
M36943,D036617
M35661,D036618
M46637,D036619
M09497,D036620
M06477,D036621
M36748,D036622
M24825,D036623
M26683,D036624
M42899,D036625
M16624,D036626
M21758,D036627
M44600,D036628
M15651,D036629
M44162,D036630
M05274,D036631
M13354,D036632
M35596,D036633
M08133,D036634
M09658,D036635
M41394,D036636
M36153,D036637
M31825,D036638
M33758,D036639
M13698,D036640
M37442,D036641
M45869,D036642
M24654,D036643
M26937,D036644
M19258,D036645
M06189,D036646
M31834,D036647
M02191,D036648
M03712,D036649
M18584,D036650
M24063,D036651
M44833,D036652
M32998,D036653
M25542,D036654
M19414,D036655
M05655,D036656
M13538,D036657
M37138,D036658
M31552,D036659
M26488,D036660
M49846,D036661
M10017,D036662
M01143,D036663
M33320,D036664
M38575,D036665
M03304,D036666
M21593,D036667
M15349,D036668
M12475,D036669
M35253,D036670
M17456,D036671
M19055,D036672
M15759,D036673
M24277,D036674
M09157,D036675
M30769,D036676
M15938,D036677
M34105,D036678
M24769,D036679
M35186,D036680
M47199,D036681
M29274,D036682
M03318,D036683
M16440,D036684
M14034,D036685
M43044,D036686
M29681,D036687
M03046,D036688
M13077,D036689
M17261,D036690
M06053,D036691
M46494,D036692
M41434,D036693
M43564,D036694
M15554,D036695
M24766,D036696
M13675,D036697
M20943,D036698
M31298,D036699
M43436,D036700
M31238,D036701
M37533,D036702
M01686,D036703
M18805,D036704
M09641,D036705
M29531,D036706
M40537,D036707
M01544,D036708
M34950,D036709
M32418,D036710
M08082,D036711
M44833,D036712
M47365,D036713
M23693,D036714
M05398,D036715
M07611,D036716
M18030,D036717
M15623,D036718
M29183,D036719
M22484,D036720
M47778,D036721
M34980,D036722
M49221,D036723
M14552,D036724
M06102,D036725
M25676,D036726
M29541,D036727
M47523,D036728
M32633,D036729
M29935,D036730
M13464,D036731
M20176,D036732
M47768,D036733
M30310,D036734
M07641,D036735
M02757,D036736
M19730,D036737
M47818,D036738
M03483,D036739
M45915,D036740
M22366,D036741
M06881,D036742
M15989,D036743
M21133,D036744
M37557,D036745
M33251,D036746
M22723,D036747
M35162,D036748
M25416,D036749
M46659,D036750
M30541,D036751
M13129,D036752
M02582,D036753
M03400,D036754
M07152,D036755
M08588,D036756
M11882,D036757
M25502,D036758
M30324,D036759
M47494,D036760
M47487,D036761
M09350,D036762
M05583,D036763
M28331,D036764
M26115,D036765
M20095,D036766
M20876,D036767
M39141,D036768
M18385,D036769
M07164,D036770
M33858,D036771
M22052,D036772
M15242,D036773
M35311,D036774
M29802,D036775
M27853,D036776
M07248,D036777
M07970,D036778
M06390,D036779
M32076,D036780
M38125,D036781
M03004,D036782
M13721,D036783
M11731,D036784
M35718,D036785
M00484,D036786
M32048,D036787
M12366,D036788
M33442,D036789
M40766,D036790
M09835,D036791
M03820,D036792
M01071,D036793
M47925,D036794
M33968,D036795
M05293,D036796
M00989,D036797
M44883,D036798
M08188,D036799
M01982,D036800
M00091,D036801
M14445,D036802
M15073,D036803
M33577,D036804
M18472,D036805
M01883,D036806
M05144,D036807
M08500,D036808
M48395,D036809
M01541,D036810
M25652,D036811
M09437,D036812
M13189,D036813
M23532,D036814
M40638,D036815
M44730,D036816
M45408,D036817
M29691,D036818
M48229,D036819
M14249,D036820
M24223,D036821
M14682,D036822
M48890,D036823
M04334,D036824
M02232,D036825
M25114,D036826
M47269,D036827
M37085,D036828
M21162,D036829
M02884,D036830
M00097,D036831
M49244,D036832
M22697,D036833
M05440,D036834
M01063,D036835
M04735,D036836
M27643,D036837
M35082,D036838
M11747,D036839
M01408,D036840
M16392,D036841
M13814,D036842
M43113,D036843
M44921,D036844
M43515,D036845
M07886,D036846
M42214,D036847
M07805,D036848
M28387,D036849
M10471,D036850
M10442,D036851
M01087,D036852
M25308,D036853
M45399,D036854
M02096,D036855
M13084,D036856
M29545,D036857
M11682,D036858
M11409,D036859
M35628,D036860
M49144,D036861
M19556,D036862
M37506,D036863
M32657,D036864
M41045,D036865
M37051,D036866
M28308,D036867
M20544,D036868
M49364,D036869
M49531,D036870
M24391,D036871
M32033,D036872
M40733,D036873
M05349,D036874
M00914,D036875
M25002,D036876
M40682,D036877
M19063,D036878
M41631,D036879
M32451,D036880
M01150,D036881
M39341,D036882
M31133,D036883
M34220,D036884
M38068,D036885
M12194,D036886
M12037,D036887
M17470,D036888
M12733,D036889
M35173,D036890
M09619,D036891
M22091,D036892
M36811,D036893
M47583,D036894
M38108,D036895
M19584,D036896
M44733,D036897
M22458,D036898
M35916,D036899
M38552,D036900
M15377,D036901
M01952,D036902
M41835,D036903
M02476,D036904
M26001,D036905
M44567,D036906
M06901,D036907
M10762,D036908
M22449,D036909
M14907,D036910
M26196,D036911
M39485,D036912
M34121,D036913
M41234,D036914
M13817,D036915
M19869,D036916
M15747,D036917
M30189,D036918
M19654,D036919
M03583,D036920
M39373,D036921
M32853,D036922
M20410,D036923
M02539,D036924
M23430,D036925
M17951,D036926
M44817,D036927
M47259,D036928
M03856,D036929
M26411,D036930
M25809,D036931
M46496,D036932
M41697,D036933
M01919,D036934
M36529,D036935
M13104,D036936
M31559,D036937
M09638,D036938
M04368,D036939
M17066,D036940
M33436,D036941
M48444,D036942
M24225,D036943
M32383,D036944
M44461,D036945
M44422,D036946
M28310,D036947
M19634,D036948
M10144,D036949
M01332,D036950
M03170,D036951
M24336,D036952
M37377,D036953
M43335,D036954
M03001,D036955
M43136,D036956
M11749,D036957
M01237,D036958
M16860,D036959
M04174,D036960
M42699,D036961
M11316,D036962
M24120,D036963
M23429,D036964
M34311,D036965
M27706,D036966
M03288,D036967
M31431,D036968
M23815,D036969
M17063,D036970
M14426,D036971
M19430,D036972
M20636,D036973
M04000,D036974
M06206,D036975
M04565,D036976
M41937,D036977
M05961,D036978
M12471,D036979
M23385,D036980
M12833,D036981
M11421,D036982
M25816,D036983
M03430,D036984
M11790,D036985
M43298,D036986
M11091,D036987
M39893,D036988
M04191,D036989
M49058,D036990
M38919,D036991
M05926,D036992
M42442,D036993
M33440,D036994
M19055,D036995
M14970,D036996
M17043,D036997
M18245,D036998
M42450,D036999
M03372,D037000
M12191,D037001
M12149,D037002
M29662,D037003
M05215,D037004
M44101,D037005
M18350,D037006
M25663,D037007
M27139,D037008
M25052,D037009
M41634,D037010
M12183,D037011
M03933,D037012
M23985,D037013
M11000,D037014
M14294,D037015
M14824,D037016
M31902,D037017
M06075,D037018
M25271,D037019
M40009,D037020
M10047,D037021
M35283,D037022
M03377,D037023
M03182,D037024
M41089,D037025
M04798,D037026
M48283,D037027
M05194,D037028
M21993,D037029
M19217,D037030
M33882,D037031
M10348,D037032
M42861,D037033
M13364,D037034
M25896,D037035
M49942,D037036
M44104,D037037
M30164,D037038
M46995,D037039
M04038,D037040
M39590,D037041
M40015,D037042
M13068,D037043
M01844,D037044
M34972,D037045
M33788,D037046
M04537,D037047
M10189,D037048
M00861,D037049
M44944,D037050
M08489,D037051
M04714,D037052
M10700,D037053
M13329,D037054
M40485,D037055
M38350,D037056
M14276,D037057
M33060,D037058
M04518,D037059
M21628,D037060
M29345,D037061
M49591,D037062
M42999,D037063
M11529,D037064
M32294,D037065
M41787,D037066
M12474,D037067
M31927,D037068
M06849,D037069
M06448,D037070
M03577,D037071
M33384,D037072
M36267,D037073
M26128,D037074
M03098,D037075
M47360,D037076
M16242,D037077
M43106,D037078
M46131,D037079
M49724,D037080
M22231,D037081
M32135,D037082
M39841,D037083
M26875,D037084
M04038,D037085
M41051,D037086
M14014,D037087
M47352,D037088
M49542,D037089
M49250,D037090
M17778,D037091
M34251,D037092
M27807,D037093
M47245,D037094
M44037,D037095
M33838,D037096
M04967,D037097
M46705,D037098
M41682,D037099
M39224,D037100
M36711,D037101
M49105,D037102
M21739,D037103
M45260,D037104
M18280,D037105
M10631,D037106
M33756,D037107
M08099,D037108
M30496,D037109
M27401,D037110
M30526,D037111
M29433,D037112
M02491,D037113
M14891,D037114
M30127,D037115
M12923,D037116
M20807,D037117
M17866,D037118
M32287,D037119
M07774,D037120
M36668,D037121
M10135,D037122
M27073,D037123
M02901,D037124
M25133,D037125
M48218,D037126
M03922,D037127
M33078,D037128
M34208,D037129
M49485,D037130
M13971,D037131
M27938,D037132
M08378,D037133
M24374,D037134
M00289,D037135
M01223,D037136
M13332,D037137
M43990,D037138
M22005,D037139
M03526,D037140
M42718,D037141
M29253,D037142
M43094,D037143
M30816,D037144
M10200,D037145
M26182,D037146
M31143,D037147
M03253,D037148
