merchant_id,application_id
M20534,A045686
M20535,A019814
M20536,A000440
M20537,A011631
M20538,A007876
M20539,A040936
M20540,A031955
M20541,A030118
M20542,A019995
M20543,A047479
M20544,A043748
M20545,A041590
M20546,A011967
M20547,A027628
M20548,A021482
M20549,A037181
M20550,A048210
M20551,A042381
M20552,A013540
M20553,A032890
M20554,A027003
M20555,A040362
M20556,A045743
M20557,A025754
M20558,A034739
M20559,A010050
M20560,A033896
M20561,A019869
M20562,A026724
M20563,A035851
M20564,A015526
M20565,A033946
M20566,A013934
M20567,A021530
M20568,A040842
M20569,A039289
M20570,A005672
M20571,A014108
M20572,A037576
M20573,A017878
M20574,A028778
M20575,A042976
M20576,A003864
M20577,A012333
M20578,A027645
M20579,A047447
M20580,A023693
M20581,A000691
M20582,A022865
M20583,A002572
M20584,A048173
M20585,A032901
M20586,A001082
M20587,A039137
M20588,A046748
M20589,A027107
M20590,A041947
M20591,A002100
M20592,A049459
M20593,A019221
M20594,A036038
M20595,A005646
M20596,A019411
M20597,A024500
M20598,A043716
M20599,A006086
M20600,A035102
M20601,A029095
M20602,A019393
M20603,A006308
M20604,A037239
M20605,A003778
M20606,A023158
M20607,A034473
M20608,A007837
M20609,A008512
M20610,A031268
M20611,A048687
M20612,A005078
M20613,A021755
M20614,A046428
M20615,A015957
M20616,A016005
M20617,A037814
M20618,A033361
M20619,A048547
M20620,A009775
M20621,A038282
M20622,A038420
M20623,A025191
M20624,A041291
M20625,A039175
M20626,A012151
M20627,A013264
M20628,A012695
M20629,A027604
M20630,A047175
M20631,A032474
M20632,A028249
M20633,A039907
M20634,A007962
M20635,A001997
M20636,A001601
M20637,A020107
M20638,A030072
M20639,A028924
M20640,A021582
M20641,A028223
M20642,A045037
M20643,A044452
M20644,A002304
M20645,A047723
M20646,A030204
M20647,A002532
M20648,A042807
M20649,A015996
M20650,A006604
M20651,A029983
M20652,A015555
M20653,A030837
M20654,A010453
M20655,A005710
M20656,A012487
M20657,A016294
M20658,A009770
M20659,A011306
M20660,A033765
M20661,A049891
M20662,A049640
M20663,A043278
M20664,A016714
M20665,A030991
M20666,A025338
M20667,A034819
M20668,A004788
M20669,A002744
M20670,A037586
M20671,A027991
M20672,A046725
M20673,A034370
M20674,A021509
M20675,A040680
M20676,A020707
M20677,A042477
M20678,A035178
M20679,A010955
M20680,A004721
M20681,A023967
M20682,A016636
M20683,A040315
M20684,A023152
M20685,A006118
M20686,A037354
M20687,A010015
M20688,A012651
M20689,A029374
M20690,A033701
M20691,A011603
M20692,A003869
M20693,A047587
M20694,A000051
M20695,A021156
M20696,A021440
M20697,A026952
M20698,A001693
M20699,A045943
M20700,A006694
M20701,A045308
M20702,A033582
M20703,A020344
M20704,A034627
M20705,A045928
M20706,A009220
M20707,A022429
M20708,A032787
M20709,A001429
M20710,A002935
M20711,A005848
M20712,A007624
M20713,A036515
M20714,A001211
M20715,A048364
M20716,A045377
M20717,A030933
M20718,A040126
M20719,A032460
M20720,A015964
M20721,A038299
M20722,A038972
M20723,A019383
M20724,A040440
M20725,A016689
M20726,A048436
M20727,A008125
M20728,A014665
M20729,A011296
M20730,A006968
M20731,A043764
M20732,A046176
M20733,A044840
M20734,A021340
M20735,A045117
M20736,A047234
M20737,A012045
M20738,A011554
M20739,A033142
M20740,A006943
M20741,A039921
M20742,A026405
M20743,A008905
M20744,A016016
M20745,A015877
M20746,A001207
M20747,A019626
M20748,A029150
M20749,A021016
M20750,A010548
M20751,A029458
M20752,A033406
M20753,A045809
M20754,A009445
M20755,A042495
M20756,A048047
M20757,A023467
M20758,A028993
M20759,A024050
M20760,A007637
M20761,A036076
M20762,A004409
M20763,A020124
M20764,A038880
M20765,A020580
M20766,A004258
M20767,A001806
M20768,A017115
M20769,A024719
M20770,A047461
M20771,A043348
M20772,A022353
M20773,A027394
M20774,A014106
M20775,A010702
M20776,A018126
M20777,A035282
M20778,A021494
M20779,A021482
M20780,A008843
M20781,A003103
M20782,A011557
M20783,A042514
M20784,A024111
M20785,A045449
M20786,A034510
M20787,A018959
M20788,A046555
M20789,A030132
M20790,A001056
M20791,A012308
M20792,A043424
M20793,A035002
M20794,A003900
M20795,A043366
M20796,A043361
M20797,A014355
M20798,A005641
M20799,A026439
M20800,A022763
M20801,A047784
M20802,A000784
M20803,A010532
M20804,A036970
M20805,A035143
M20806,A029194
M20807,A012108
M20808,A038433
M20809,A034242
M20810,A039083
M20811,A040738
M20812,A019213
M20813,A038889
M20814,A038145
M20815,A005927
M20816,A016664
M20817,A013631
M20818,A011608
M20819,A021337
M20820,A034669
M20821,A009534
M20822,A011422
M20823,A011752
M20824,A044327
M20825,A034769
M20826,A044677
M20827,A037972
M20828,A019140
M20829,A016793
M20830,A023904
M20831,A025653
M20832,A038097
M20833,A003295
M20834,A021935
M20835,A047860
M20836,A014617
M20837,A041287
M20838,A046790
M20839,A000429
M20840,A007807
M20841,A007264
M20842,A045652
M20843,A013800
M20844,A024325
M20845,A015165
M20846,A037692
M20847,A003689
M20848,A016108
M20849,A016832
M20850,A045505
M20851,A035779
M20852,A042984
M20853,A018858
M20854,A001881
M20855,A015188
M20856,A006079
M20857,A048737
M20858,A010097
M20859,A032450
M20860,A004985
M20861,A035096
M20862,A003871
M20863,A033134
M20864,A030611
M20865,A004341
M20866,A032089
M20867,A030107
M20868,A040284
M20869,A016018
M20870,A001343
M20871,A017355
M20872,A046430
M20873,A037244
M20874,A011036
M20875,A001174
M20876,A009749
M20877,A049065
M20878,A040484
M20879,A003757
M20880,A000465
M20881,A021772
M20882,A007106
M20883,A031561
M20884,A004206
M20885,A016512
M20886,A032664
M20887,A001359
M20888,A024159
M20889,A034815
M20890,A004843
M20891,A032405
M20892,A042102
M20893,A044002
M20894,A012853
M20895,A043769
M20896,A047448
M20897,A034658
M20898,A026948
M20899,A032801
M20900,A031208
M20901,A038380
M20902,A031938
M20903,A033211
M20904,A010866
M20905,A035064
M20906,A001599
M20907,A048955
M20908,A004469
M20909,A015321
M20910,A026413
M20911,A018137
M20912,A000432
M20913,A046703
M20914,A020356
M20915,A007681
M20916,A041867
M20917,A034862
M20918,A009106
M20919,A013096
M20920,A047180
M20921,A045776
M20922,A021600
M20923,A000920
M20924,A005349
M20925,A027387
M20926,A041977
M20927,A030774
M20928,A037357
M20929,A040312
M20930,A035786
M20931,A040283
M20932,A039628
M20933,A009977
M20934,A004674
M20935,A028405
M20936,A030837
M20937,A028239
M20938,A012588
M20939,A001407
M20940,A024020
M20941,A032066
M20942,A015804
M20943,A047376
M20944,A023342
M20945,A041088
M20946,A035846
M20947,A013144
M20948,A010224
M20949,A018882
M20950,A043734
M20951,A038592
M20952,A000470
M20953,A037369
M20954,A035901
M20955,A049305
M20956,A019394
M20957,A027099
M20958,A005715
M20959,A043807
M20960,A004147
M20961,A038136
M20962,A038609
M20963,A020478
M20964,A018808
M20965,A018744
M20966,A036740
M20967,A044479
M20968,A027945
M20969,A022641
M20970,A040112
M20971,A005640
M20972,A031019
M20973,A036024
M20974,A025451
M20975,A001295
M20976,A012714
M20977,A017264
M20978,A011259
M20979,A029290
M20980,A039124
M20981,A045497
M20982,A013343
M20983,A004240
M20984,A043469
M20985,A039868
M20986,A020794
M20987,A022024
M20988,A040731
M20989,A004398
M20990,A015520
M20991,A018204
M20992,A004083
M20993,A013215
M20994,A004077
M20995,A030707
M20996,A023047
M20997,A028580
M20998,A040274
M20999,A047880
M21000,A018070
M21001,A007333
M21002,A044141
M21003,A015055
M21004,A025833
M21005,A046977
M21006,A026657
M21007,A048429
M21008,A036839
M21009,A048726
M21010,A012767
M21011,A048203
M21012,A028371
M21013,A039917
M21014,A034506
M21015,A020509
M21016,A034630
M21017,A035007
M21018,A016966
M21019,A027061
M21020,A018709
M21021,A027814
M21022,A005304
M21023,A030323
M21024,A019162
M21025,A034082
M21026,A000001
M21027,A001651
M21028,A042400
M21029,A035314
M21030,A013679
M21031,A037979
M21032,A009010
M21033,A026440
M21034,A009165
M21035,A044901
M21036,A007884
M21037,A044105
M21038,A005604
M21039,A031015
M21040,A017095
M21041,A011876
M21042,A012570
M21043,A000966
M21044,A006430
M21045,A023285
M21046,A039678
M21047,A000772
M21048,A039634
M21049,A031808
M21050,A022198
M21051,A011441
M21052,A034706
M21053,A015712
M21054,A022631
M21055,A011530
M21056,A009595
M21057,A008905
M21058,A016463
M21059,A031865
M21060,A025749
M21061,A033338
M21062,A026794
M21063,A044511
M21064,A037797
M21065,A029337
M21066,A002748
M21067,A029191
M21068,A035507
M21069,A023225
M21070,A025138
M21071,A014300
M21072,A033899
M21073,A008591
M21074,A010374
M21075,A019980
M21076,A046756
M21077,A022664
M21078,A011210
M21079,A020448
M21080,A025297
M21081,A009724
M21082,A038772
M21083,A029570
M21084,A018550
M21085,A034873
M21086,A037905
M21087,A026193
M21088,A033153
M21089,A000232
M21090,A029835
M21091,A025943
M21092,A005369
M21093,A015956
M21094,A024747
M21095,A025929
M21096,A029487
M21097,A047129
M21098,A037251
M21099,A022734
M21100,A045748
M21101,A043958
M21102,A049708
M21103,A036587
M21104,A007040
M21105,A047210
M21106,A018906
M21107,A037025
M21108,A036842
M21109,A009755
M21110,A002874
M21111,A041124
M21112,A038683
M21113,A010557
M21114,A025521
M21115,A021903
M21116,A038460
M21117,A024780
M21118,A012947
M21119,A025423
M21120,A048989
M21121,A035899
M21122,A032113
M21123,A043812
M21124,A049190
M21125,A026467
M21126,A043585
M21127,A039046
M21128,A041695
M21129,A027495
M21130,A012493
M21131,A037806
M21132,A006911
M21133,A007298
M21134,A024586
M21135,A033711
M21136,A002942
M21137,A045625
M21138,A000484
M21139,A011441
M21140,A019952
M21141,A030945
M21142,A018731
M21143,A008757
M21144,A042677
M21145,A028750
M21146,A006059
M21147,A002721
M21148,A049494
M21149,A003620
M21150,A026852
M21151,A017488
M21152,A025510
M21153,A007940
M21154,A001659
M21155,A014419
M21156,A038478
M21157,A040493
M21158,A028820
M21159,A026461
M21160,A017554
M21161,A039731
M21162,A002033
M21163,A008569
M21164,A022129
M21165,A031602
M21166,A012739
M21167,A021517
M21168,A010498
M21169,A006937
M21170,A014962
M21171,A034823
M21172,A031567
M21173,A035064
M21174,A032693
M21175,A002055
M21176,A003357
M21177,A046757
M21178,A015394
M21179,A017369
M21180,A021236
M21181,A034257
M21182,A039397
M21183,A024193
M21184,A016401
M21185,A027458
M21186,A025818
M21187,A018857
M21188,A036525
M21189,A048548
M21190,A049679
M21191,A016722
M21192,A016723
M21193,A033888
M21194,A005447
M21195,A047644
M21196,A017717
M21197,A030627
M21198,A000736
M21199,A011579
M21200,A000749
M21201,A032701
M21202,A002841
M21203,A001226
M21204,A017529
M21205,A005565
M21206,A002688
M21207,A045461
M21208,A002831
M21209,A031341
M21210,A024507
M21211,A005115
M21212,A043840
M21213,A001742
M21214,A017250
M21215,A041304
M21216,A048915
M21217,A009662
M21218,A046463
M21219,A013594
M21220,A038387
M21221,A030121
M21222,A007437
M21223,A026964
M21224,A049092
M21225,A038329
M21226,A045438
M21227,A029265
M21228,A036620
M21229,A044199
M21230,A006402
M21231,A017731
M21232,A030983
M21233,A047341
M21234,A027336
M21235,A020330
M21236,A025136
M21237,A027711
M21238,A042134
M21239,A030866
M21240,A008985
M21241,A016670
M21242,A005463
M21243,A030888
M21244,A031219
M21245,A032805
M21246,A044692
M21247,A030717
M21248,A027010
M21249,A038525
M21250,A029996
M21251,A042162
M21252,A008494
M21253,A023008
M21254,A023273
M21255,A000214
M21256,A013890
M21257,A003751
M21258,A043281
M21259,A024328
M21260,A033979
M21261,A012487
M21262,A010347
M21263,A002022
M21264,A030754
M21265,A045843
M21266,A046757
M21267,A029562
M21268,A018244
M21269,A045824
M21270,A046341
M21271,A008264
M21272,A043210
M21273,A035392
M21274,A045094
M21275,A045272
M21276,A045805
M21277,A017090
M21278,A043680
M21279,A028301
M21280,A006137
M21281,A032255
M21282,A026633
M21283,A013830
M21284,A049056
M21285,A047007
M21286,A007029
M21287,A047352
M21288,A022516
M21289,A047948
M21290,A006058
M21291,A003601
M21292,A048110
M21293,A011197
M21294,A048170
M21295,A019377
M21296,A032873
M21297,A030155
M21298,A045190
M21299,A025676
M21300,A048515
M21301,A019351
M21302,A001355
M21303,A014735
M21304,A022159
M21305,A000082
M21306,A012705
M21307,A006456
M21308,A049334
M21309,A000249
M21310,A005881
M21311,A002615
M21312,A020721
M21313,A047962
M21314,A021266
M21315,A039608
M21316,A025662
M21317,A048002
M21318,A023521
M21319,A034473
M21320,A006562
M21321,A027571
M21322,A044686
M21323,A041387
M21324,A014263
M21325,A036252
M21326,A011633
M21327,A049048
M21328,A019288
M21329,A025820
M21330,A020384
M21331,A047036
M21332,A034237
M21333,A037936
M21334,A026416
M21335,A000252
M21336,A047279
M21337,A049314
M21338,A008839
M21339,A028913
M21340,A038688
M21341,A003172
M21342,A045508
M21343,A025445
M21344,A005709
M21345,A047537
M21346,A020168
M21347,A030887
M21348,A039825
M21349,A048451
M21350,A001137
M21351,A020712
M21352,A008392
M21353,A016327
M21354,A024033
M21355,A031114
M21356,A048535
M21357,A047364
M21358,A039234
M21359,A048520
M21360,A014047
M21361,A009280
M21362,A031825
M21363,A039809
M21364,A006246
M21365,A032139
M21366,A031971
M21367,A028988
M21368,A006787
M21369,A005827
M21370,A025886
M21371,A005189
M21372,A041270
M21373,A017152
M21374,A015759
M21375,A049816
M21376,A009495
M21377,A001136
M21378,A034445
M21379,A004405
M21380,A017238
M21381,A001119
M21382,A025952
M21383,A042029
M21384,A046821
M21385,A033346
M21386,A009045
M21387,A002324
M21388,A048183
M21389,A016707
M21390,A013420
M21391,A007298
M21392,A045775
M21393,A017369
M21394,A003808
M21395,A009241
M21396,A014051
M21397,A014068
M21398,A009384
M21399,A007149
M21400,A006905
M21401,A041225
M21402,A043734
M21403,A024573
M21404,A026059
M21405,A000789
M21406,A028899
M21407,A015453
M21408,A005984
M21409,A049156
M21410,A046749
M21411,A017339
M21412,A002940
M21413,A037119
M21414,A048913
M21415,A035741
M21416,A047364
M21417,A022309
M21418,A002748
M21419,A018354
M21420,A016207
M21421,A018080
M21422,A029484
M21423,A014773
M21424,A003202
M21425,A042639
M21426,A010613
M21427,A005753
M21428,A028634
M21429,A041923
M21430,A045870
M21431,A018849
M21432,A019370
M21433,A046959
M21434,A008216
M21435,A027801
M21436,A039275
M21437,A018537
M21438,A031923
M21439,A008218
M21440,A007029
M21441,A047859
M21442,A038503
M21443,A024287
M21444,A033710
M21445,A033055
M21446,A047072
M21447,A027674
M21448,A023379
M21449,A024632
M21450,A048595
M21451,A044916
M21452,A019080
M21453,A008263
M21454,A013005
M21455,A001839
M21456,A016642
M21457,A028788
M21458,A027142
M21459,A013703
M21460,A020854
M21461,A042222
M21462,A038201
M21463,A045100
M21464,A032322
M21465,A021522
M21466,A019290
M21467,A024967
M21468,A004152
M21469,A043868
M21470,A029088
M21471,A017370
M21472,A008592
M21473,A025292
M21474,A043799
M21475,A033345
M21476,A037987
M21477,A013299
M21478,A016403
M21479,A005593
M21480,A002660
M21481,A042202
M21482,A032110
M21483,A010607
M21484,A008681
M21485,A021891
M21486,A047829
M21487,A021595
M21488,A011392
M21489,A028285
M21490,A047089
M21491,A046875
M21492,A001811
M21493,A011996
M21494,A010316
M21495,A034285
M21496,A047469
M21497,A025989
M21498,A044345
M21499,A025996
M21500,A008789
M21501,A031122
M21502,A011660
M21503,A012930
M21504,A029853
M21505,A021932
M21506,A047661
M21507,A035777
M21508,A018186
M21509,A044645
M21510,A031505
M21511,A017592
M21512,A044079
M21513,A042187
M21514,A022943
M21515,A015016
M21516,A015315
M21517,A013686
M21518,A019444
M21519,A035977
M21520,A023012
M21521,A026950
M21522,A025141
M21523,A048991
M21524,A044839
M21525,A042861
M21526,A007866
M21527,A043969
M21528,A039185
M21529,A000848
M21530,A007131
M21531,A027762
M21532,A037173
M21533,A005821
M21534,A040155
M21535,A025802
M21536,A048444
M21537,A001496
M21538,A021791
M21539,A001064
M21540,A031177
M21541,A032238
M21542,A040255
M21543,A001178
M21544,A002256
M21545,A002349
M21546,A022863
M21547,A003805
M21548,A020995
M21549,A031939
M21550,A038736
M21551,A042021
M21552,A003104
M21553,A048620
M21554,A005150
M21555,A006518
M21556,A023463
M21557,A042313
M21558,A020137
M21559,A037401
M21560,A006884
M21561,A000069
M21562,A037577
M21563,A020006
M21564,A037523
M21565,A040220
M21566,A016705
M21567,A033725
M21568,A035699
M21569,A013225
M21570,A038542
M21571,A015600
M21572,A039902
M21573,A047486
M21574,A037585
M21575,A013855
M21576,A031081
M21577,A005129
M21578,A011177
M21579,A035771
M21580,A000660
M21581,A026525
M21582,A035782
M21583,A012811
M21584,A029768
M21585,A034552
M21586,A020177
M21587,A035876
M21588,A017811
M21589,A027926
M21590,A010563
M21591,A020918
M21592,A007048
M21593,A008799
M21594,A009484
M21595,A024107
M21596,A020163
M21597,A001929
M21598,A006441
M21599,A017995
M21600,A002053
M21601,A033252
M21602,A033153
M21603,A033031
M21604,A020989
M21605,A044417
M21606,A021461
M21607,A004551
M21608,A004091
M21609,A047627
M21610,A047064
M21611,A014028
M21612,A047186
M21613,A021525
M21614,A019089
M21615,A045165
M21616,A015067
M21617,A043348
M21618,A026250
M21619,A019944
M21620,A045549
M21621,A011241
M21622,A027195
M21623,A013753
M21624,A018624
M21625,A043034
M21626,A036577
M21627,A005490
M21628,A033685
M21629,A017629
M21630,A002148
M21631,A015582
M21632,A049156
M21633,A017559
M21634,A049729
M21635,A004555
M21636,A002423
M21637,A046152
M21638,A037186
M21639,A049662
M21640,A003306
M21641,A014037
M21642,A027652
M21643,A035440
M21644,A007433
M21645,A019059
M21646,A034090
M21647,A002233
M21648,A017680
M21649,A031124
M21650,A026849
M21651,A025048
M21652,A015235
M21653,A030969
M21654,A044033
M21655,A001696
M21656,A009622
M21657,A018499
M21658,A018391
M21659,A038862
M21660,A003901
M21661,A005581
M21662,A031736
M21663,A008554
M21664,A023574
M21665,A012384
M21666,A027166
M21667,A029602
M21668,A044653
M21669,A023445
M21670,A009330
M21671,A005095
M21672,A010730
M21673,A031098
M21674,A014048
M21675,A020427
M21676,A016430
M21677,A004449
M21678,A022818
M21679,A037261
M21680,A027547
M21681,A003165
M21682,A034786
M21683,A026524
M21684,A013778
M21685,A011709
M21686,A016941
M21687,A040344
M21688,A014326
M21689,A039522
M21690,A004133
M21691,A021288
M21692,A047122
M21693,A040769
M21694,A000119
M21695,A025106
M21696,A005322
M21697,A049385
M21698,A014633
M21699,A023675
M21700,A012920
M21701,A023347
M21702,A038616
M21703,A001989
M21704,A000320
M21705,A027812
M21706,A022482
M21707,A007766
M21708,A029263
M21709,A045710
M21710,A015046
M21711,A037802
M21712,A027344
M21713,A016850
M21714,A044361
M21715,A012742
M21716,A028909
M21717,A044904
M21718,A047576
M21719,A047572
M21720,A035958
M21721,A043305
M21722,A011793
M21723,A037038
M21724,A022474
M21725,A046234
M21726,A022859
M21727,A009564
M21728,A000158
M21729,A046776
M21730,A027622
M21731,A024357
M21732,A002771
M21733,A018255
M21734,A022094
M21735,A033854
M21736,A023285
M21737,A027622
M21738,A005144
M21739,A045346
M21740,A049060
M21741,A048782
M21742,A032782
M21743,A037535
M21744,A023382
M21745,A025179
M21746,A024382
M21747,A039516
M21748,A029679
M21749,A032753
M21750,A018049
M21751,A010594
M21752,A019151
M21753,A035481
M21754,A049315
M21755,A000006
M21756,A035792
M21757,A030021
M21758,A027589
M21759,A015902
M21760,A010500
M21761,A009191
M21762,A034586
M21763,A005842
M21764,A012833
M21765,A026300
M21766,A048379
M21767,A025892
M21768,A029838
M21769,A040442
M21770,A027438
M21771,A031327
M21772,A032773
M21773,A027567
M21774,A007304
M21775,A019338
M21776,A022615
M21777,A016897
M21778,A011783
M21779,A038105
M21780,A011595
M21781,A049228
M21782,A019562
M21783,A046813
M21784,A007545
M21785,A025072
M21786,A012264
M21787,A041355
M21788,A029189
M21789,A004178
M21790,A017098
M21791,A036546
M21792,A019428
M21793,A013264
M21794,A032918
M21795,A032354
M21796,A019495
M21797,A036243
M21798,A029009
M21799,A016525
M21800,A007920
M21801,A018711
M21802,A018180
M21803,A033233
M21804,A028976
M21805,A027113
M21806,A028939
M21807,A042546
M21808,A008809
M21809,A012782
M21810,A003240
M21811,A043420
M21812,A048375
M21813,A026814
M21814,A013470
M21815,A003797
M21816,A017305
M21817,A009524
M21818,A037089
M21819,A045536
M21820,A016668
M21821,A047347
M21822,A020835
M21823,A008183
M21824,A025036
M21825,A026998
M21826,A006634
M21827,A005237
M21828,A024403
M21829,A025199
M21830,A042160
M21831,A017010
M21832,A042794
M21833,A025781
M21834,A018968
M21835,A027663
M21836,A014015
M21837,A025509
M21838,A002679
M21839,A037399
M21840,A005014
M21841,A044550
M21842,A030846
M21843,A037920
M21844,A047840
M21845,A018014
M21846,A045583
M21847,A025777
M21848,A004121
M21849,A022964
M21850,A026594
M21851,A043807
M21852,A023191
M21853,A000414
M21854,A034127
M21855,A009331
M21856,A009140
M21857,A040442
M21858,A029966
M21859,A034274
M21860,A044174
M21861,A046524
M21862,A018574
M21863,A013565
M21864,A039758
M21865,A022858
M21866,A041615
M21867,A038256
M21868,A008194
M21869,A046948
M21870,A001342
M21871,A027607
M21872,A047555
M21873,A039129
M21874,A042339
M21875,A013737
M21876,A004145
M21877,A011961
M21878,A004180
M21879,A017543
M21880,A022131
M21881,A035273
M21882,A019658
M21883,A026730
M21884,A025745
M21885,A046484
M21886,A017530
M21887,A040154
M21888,A014272
M21889,A017642
M21890,A008411
M21891,A032686
M21892,A049012
M21893,A043605
M21894,A026603
M21895,A009421
M21896,A031952
M21897,A039959
M21898,A039041
M21899,A019908
M21900,A037607
M21901,A012165
M21902,A013698
M21903,A024686
M21904,A034596
M21905,A026029
M21906,A009302
M21907,A018155
M21908,A023721
M21909,A018452
M21910,A046297
M21911,A029465
M21912,A022893
M21913,A040903
M21914,A042506
M21915,A021422
M21916,A015353
M21917,A042382
M21918,A018685
M21919,A026218
M21920,A012662
M21921,A008628
M21922,A011093
M21923,A009112
M21924,A024206
M21925,A037445
M21926,A020082
M21927,A003608
M21928,A009611
M21929,A021364
M21930,A021168
M21931,A049912
M21932,A041569
M21933,A022573
M21934,A004593
M21935,A004702
M21936,A011240
M21937,A045738
M21938,A040492
M21939,A024628
M21940,A036029
M21941,A025160
M21942,A016775
M21943,A006981
M21944,A016028
M21945,A030222
M21946,A019772
M21947,A020579
M21948,A028248
M21949,A002372
M21950,A011206
M21951,A015317
M21952,A014220
M21953,A043037
M21954,A026464
M21955,A009383
M21956,A007778
M21957,A003034
M21958,A027553
M21959,A006519
M21960,A022309
M21961,A009743
M21962,A044247
M21963,A005967
M21964,A028329
M21965,A017078
M21966,A047088
M21967,A049222
M21968,A039179
M21969,A041048
M21970,A045586
M21971,A012182
M21972,A029044
M21973,A037949
M21974,A000795
M21975,A046263
M21976,A038954
M21977,A034580
M21978,A016299
M21979,A000553
M21980,A039247
M21981,A034246
M21982,A020518
M21983,A039450
M21984,A028229
M21985,A011877
M21986,A035951
M21987,A018136
M21988,A029019
M21989,A001293
M21990,A032079
M21991,A026274
M21992,A015846
M21993,A034674
M21994,A037387
M21995,A006469
M21996,A041401
M21997,A016489
M21998,A011111
M21999,A012793
M22000,A018409
M22001,A007450
M22002,A040645
M22003,A013347
M22004,A016502
M22005,A027039
M22006,A045567
M22007,A018084
M22008,A045555
M22009,A033687
M22010,A001983
M22011,A039467
M22012,A042388
M22013,A004417
M22014,A011119
M22015,A049882
M22016,A029405
M22017,A041289
M22018,A040597
M22019,A036083
M22020,A035847
M22021,A014593
M22022,A032222
M22023,A013973
M22024,A020356
M22025,A032243
M22026,A029073
M22027,A029164
M22028,A030580
M22029,A028086
M22030,A039694
M22031,A004072
M22032,A029386
M22033,A021216
M22034,A001995
M22035,A029442
M22036,A032334
M22037,A032713
M22038,A024342
M22039,A045763
M22040,A014747
M22041,A014493
M22042,A003227
M22043,A042524
M22044,A028884
M22045,A006222
M22046,A019480
M22047,A039680
M22048,A001631
M22049,A040394
M22050,A029177
M22051,A028916
M22052,A018322
M22053,A037505
M22054,A021124
M22055,A038499
M22056,A017989
M22057,A045950
M22058,A022436
M22059,A041359
M22060,A011048
M22061,A041735
M22062,A005032
M22063,A042102
M22064,A031415
M22065,A045615
M22066,A023608
M22067,A008337
M22068,A012755
M22069,A026848
M22070,A041266
M22071,A025361
M22072,A041457
M22073,A008672
M22074,A023086
M22075,A049361
M22076,A035460
M22077,A040257
M22078,A002978
M22079,A012003
M22080,A049976
M22081,A014880
M22082,A013339
M22083,A035421
M22084,A028277
M22085,A013086
M22086,A008228
M22087,A049410
M22088,A043813
M22089,A020070
M22090,A008575
M22091,A046291
M22092,A001294
M22093,A020416
M22094,A014053
M22095,A043619
M22096,A033864
M22097,A025611
M22098,A037706
M22099,A019354
M22100,A013498
M22101,A039670
M22102,A047949
M22103,A020288
M22104,A035064
M22105,A020365
M22106,A009332
M22107,A008752
M22108,A039383
M22109,A047345
M22110,A024775
M22111,A018654
M22112,A005391
M22113,A006877
M22114,A029166
M22115,A016174
M22116,A010829
M22117,A035247
M22118,A004268
M22119,A023084
M22120,A042212
M22121,A048042
M22122,A045899
M22123,A030630
M22124,A011945
M22125,A049252
M22126,A038424
M22127,A011586
M22128,A048500
M22129,A016890
M22130,A012602
M22131,A030847
M22132,A041431
M22133,A017327
M22134,A048878
M22135,A025407
M22136,A020104
M22137,A014373
M22138,A008454
M22139,A033879
M22140,A016186
M22141,A049296
M22142,A039025
M22143,A018691
M22144,A040168
M22145,A019385
M22146,A034588
M22147,A038134
M22148,A013895
M22149,A025436
M22150,A016134
M22151,A033548
M22152,A004939
M22153,A035314
M22154,A028573
M22155,A043623
M22156,A043452
M22157,A039499
M22158,A005262
M22159,A026540
M22160,A034751
M22161,A045045
M22162,A010907
M22163,A016131
M22164,A023336
M22165,A022821
M22166,A044916
M22167,A032487
M22168,A014221
M22169,A040037
M22170,A013253
M22171,A000111
M22172,A007525
M22173,A035463
M22174,A006430
M22175,A006578
M22176,A016308
M22177,A023749
M22178,A021948
M22179,A003428
M22180,A040374
M22181,A000910
M22182,A015342
M22183,A014335
M22184,A005637
M22185,A009358
M22186,A016402
M22187,A042257
M22188,A021004
M22189,A027652
M22190,A003354
M22191,A045084
M22192,A010293
M22193,A030594
M22194,A023123
M22195,A028370
M22196,A042072
M22197,A008253
M22198,A014580
M22199,A026247
M22200,A047189
M22201,A007663
M22202,A002248
M22203,A021482
M22204,A039725
M22205,A009363
M22206,A041310
M22207,A039039
M22208,A048590
M22209,A000824
M22210,A039457
M22211,A014421
M22212,A026400
M22213,A009264
M22214,A024935
M22215,A031914
M22216,A018529
M22217,A015801
M22218,A003835
M22219,A020628
M22220,A020946
M22221,A027277
M22222,A046004
M22223,A031727
M22224,A017810
M22225,A021718
M22226,A044913
M22227,A047804
M22228,A038062
M22229,A018725
M22230,A006014
M22231,A035941
M22232,A048120
M22233,A013264
M22234,A035061
M22235,A017297
M22236,A019986
M22237,A045486
M22238,A010876
M22239,A041371
M22240,A044977
M22241,A015834
M22242,A006332
M22243,A040936
M22244,A028601
M22245,A000382
M22246,A012144
M22247,A015509
M22248,A017101
M22249,A003539
M22250,A004403
M22251,A028620
M22252,A038857
M22253,A024988
M22254,A048486
M22255,A036459
M22256,A025781
M22257,A021715
M22258,A045668
M22259,A008399
M22260,A034754
M22261,A001891
M22262,A025935
M22263,A015360
M22264,A034060
M22265,A018052
M22266,A049552
M22267,A003518
M22268,A019179
M22269,A035592
M22270,A037335
M22271,A017211
M22272,A037488
M22273,A034564
M22274,A045730
M22275,A005299
M22276,A009747
M22277,A047336
M22278,A006739
M22279,A012041
M22280,A023928
M22281,A042662
