merchant_id,bank_id
M20754,B073
M20755,B090
M20756,B094
M20757,B015
M20758,B090
M20759,B038
M20760,B078
M20761,B049
M20762,B079
M20763,B056
M20764,B051
M20765,B013
M20766,B004
M20767,B037
M20768,B050
M20769,B080
M20770,B011
M20771,B060
M20772,B054
M20773,B018
M20774,B076
M20775,B078
M20776,B022
M20777,B033
M20778,B095
M20779,B083
M20780,B071
M20781,B074
M20782,B031
M20783,B094
M20784,B035
M20785,B071
M20786,B008
M20787,B060
M20788,B019
M20789,B069
M20790,B090
M20791,B067
M20792,B054
M20793,B054
M20794,B040
M20795,B040
M20796,B052
M20797,B012
M20798,B041
M20799,B040
M20800,B083
M20801,B061
M20802,B054
M20803,B070
M20804,B019
M20805,B099
M20806,B049
M20807,B025
M20808,B054
M20809,B046
M20810,B099
M20811,B029
M20812,B014
M20813,B097
M20814,B006
M20815,B090
M20816,B064
M20817,B081
M20818,B010
M20819,B014
M20820,B089
M20821,B072
M20822,B044
M20823,B019
M20824,B066
M20825,B037
M20826,B001
M20827,B017
M20828,B005
M20829,B032
M20830,B055
M20831,B071
M20832,B058
M20833,B076
M20834,B009
M20835,B011
M20836,B015
M20837,B097
M20838,B067
M20839,B096
M20840,B024
M20841,B059
M20842,B046
M20843,B077
M20844,B085
M20845,B031
M20846,B082
M20847,B004
M20848,B042
M20849,B097
M20850,B029
M20851,B044
M20852,B062
M20853,B074
M20854,B065
M20855,B009
M20856,B041
M20857,B066
M20858,B055
M20859,B048
M20860,B042
M20861,B024
M20862,B004
M20863,B097
M20864,B016
M20865,B024
M20866,B055
M20867,B034
M20868,B026
M20869,B048
M20870,B070
M20871,B080
M20872,B085
M20873,B010
M20874,B096
M20875,B093
M20876,B072
M20877,B089
M20878,B007
M20879,B016
M20880,B064
M20881,B056
M20882,B098
M20883,B001
M20884,B099
M20885,B055
M20886,B100
M20887,B043
M20888,B059
M20889,B001
M20890,B042
M20891,B039
M20892,B025
M20893,B088
M20894,B053
M20895,B087
M20896,B002
M20897,B090
M20898,B066
M20899,B070
M20900,B031
M20901,B060
M20902,B026
M20903,B002
M20904,B076
M20905,B097
M20906,B085
M20907,B083
M20908,B009
M20909,B011
M20910,B020
M20911,B066
M20912,B077
M20913,B087
M20914,B037
M20915,B100
M20916,B004
M20917,B085
M20918,B010
M20919,B004
M20920,B085
M20921,B015
M20922,B008
M20923,B079
M20924,B031
M20925,B072
M20926,B014
M20927,B063
M20928,B038
M20929,B064
M20930,B044
M20931,B017
M20932,B099
M20933,B082
M20934,B007
M20935,B049
M20936,B063
M20937,B041
M20938,B067
M20939,B038
M20940,B088
M20941,B031
M20942,B063
M20943,B004
M20944,B055
M20945,B019
M20946,B063
M20947,B060
M20948,B040
M20949,B050
M20950,B048
M20951,B094
M20952,B095
M20953,B053
M20954,B097
M20955,B067
M20956,B041
M20957,B050
M20958,B025
M20959,B050
M20960,B057
M20961,B090
M20962,B095
M20963,B080
M20964,B049
M20965,B013
M20966,B087
M20967,B036
M20968,B016
M20969,B086
M20970,B018
M20971,B045
M20972,B077
M20973,B011
M20974,B024
M20975,B016
M20976,B088
M20977,B046
M20978,B095
M20979,B086
M20980,B047
M20981,B013
M20982,B056
M20983,B095
M20984,B036
M20985,B001
M20986,B026
M20987,B063
M20988,B055
M20989,B021
M20990,B041
M20991,B065
M20992,B050
M20993,B045
M20994,B061
M20995,B001
M20996,B002
M20997,B078
M20998,B076
M20999,B080
M21000,B008
M21001,B019
M21002,B019
M21003,B078
M21004,B030
M21005,B006
M21006,B013
M21007,B092
M21008,B062
M21009,B026
M21010,B076
M21011,B054
M21012,B072
M21013,B054
M21014,B079
M21015,B090
M21016,B023
M21017,B025
M21018,B079
M21019,B087
M21020,B093
M21021,B070
M21022,B091
M21023,B049
M21024,B081
M21025,B099
M21026,B034
M21027,B008
M21028,B038
M21029,B033
M21030,B096
M21031,B002
M21032,B062
M21033,B008
M21034,B098
M21035,B018
M21036,B066
M21037,B080
M21038,B010
M21039,B053
M21040,B093
M21041,B028
M21042,B010
M21043,B065
M21044,B078
M21045,B045
M21046,B042
M21047,B020
M21048,B048
M21049,B015
M21050,B033
M21051,B082
M21052,B006
M21053,B034
M21054,B083
M21055,B060
M21056,B001
M21057,B047
M21058,B067
M21059,B061
M21060,B022
M21061,B041
M21062,B011
M21063,B023
M21064,B030
M21065,B083
M21066,B023
M21067,B062
M21068,B039
M21069,B064
M21070,B090
M21071,B088
M21072,B092
M21073,B013
M21074,B050
M21075,B010
M21076,B024
M21077,B039
M21078,B091
M21079,B096
M21080,B040
M21081,B098
M21082,B065
M21083,B038
M21084,B096
M21085,B018
M21086,B011
M21087,B003
M21088,B062
M21089,B003
M21090,B096
M21091,B023
M21092,B019
M21093,B100
M21094,B008
M21095,B037
M21096,B068
M21097,B070
M21098,B001
M21099,B047
M21100,B070
M21101,B094
M21102,B030
M21103,B025
M21104,B054
M21105,B030
M21106,B034
M21107,B039
M21108,B082
M21109,B025
M21110,B032
M21111,B098
M21112,B096
M21113,B070
M21114,B011
M21115,B077
M21116,B041
M21117,B056
M21118,B023
M21119,B018
M21120,B052
M21121,B069
M21122,B038
M21123,B014
M21124,B049
M21125,B090
M21126,B009
M21127,B055
M21128,B031
M21129,B038
M21130,B012
M21131,B088
M21132,B031
M21133,B040
M21134,B044
M21135,B062
M21136,B053
M21137,B092
M21138,B054
M21139,B094
M21140,B068
M21141,B095
M21142,B097
M21143,B082
M21144,B050
M21145,B063
M21146,B051
M21147,B069
M21148,B047
M21149,B095
M21150,B049
M21151,B025
M21152,B080
M21153,B100
M21154,B031
M21155,B007
M21156,B019
M21157,B034
M21158,B016
M21159,B050
M21160,B067
M21161,B076
M21162,B035
M21163,B050
M21164,B094
M21165,B096
M21166,B080
M21167,B042
M21168,B063
M21169,B073
M21170,B087
M21171,B081
M21172,B029
M21173,B067
M21174,B017
M21175,B077
M21176,B001
M21177,B086
M21178,B057
M21179,B083
M21180,B017
M21181,B045
M21182,B043
M21183,B036
M21184,B074
M21185,B040
M21186,B084
M21187,B025
M21188,B070
M21189,B048
M21190,B029
M21191,B035
M21192,B007
M21193,B096
M21194,B098
M21195,B066
M21196,B007
M21197,B100
M21198,B060
M21199,B058
M21200,B002
M21201,B004
M21202,B009
M21203,B007
M21204,B071
M21205,B056
M21206,B090
M21207,B039
M21208,B096
M21209,B039
M21210,B019
M21211,B045
M21212,B001
M21213,B017
M21214,B086
M21215,B012
M21216,B041
M21217,B016
M21218,B073
M21219,B051
M21220,B042
M21221,B052
M21222,B068
M21223,B065
M21224,B092
M21225,B070
M21226,B043
M21227,B082
M21228,B032
M21229,B012
M21230,B062
M21231,B082
M21232,B096
M21233,B024
M21234,B038
M21235,B032
M21236,B063
M21237,B058
M21238,B016
M21239,B003
M21240,B005
M21241,B052
M21242,B070
M21243,B054
M21244,B054
M21245,B052
M21246,B037
M21247,B004
M21248,B023
M21249,B014
M21250,B037
M21251,B042
M21252,B068
M21253,B090
M21254,B010
M21255,B029
M21256,B014
M21257,B009
M21258,B089
M21259,B039
M21260,B054
M21261,B089
M21262,B025
M21263,B034
M21264,B039
M21265,B091
M21266,B037
M21267,B086
M21268,B043
M21269,B026
M21270,B029
M21271,B023
M21272,B094
M21273,B075
M21274,B004
M21275,B076
M21276,B020
M21277,B067
M21278,B045
M21279,B072
M21280,B080
M21281,B018
M21282,B039
M21283,B021
M21284,B096
M21285,B040
M21286,B016
M21287,B013
M21288,B078
M21289,B027
M21290,B039
M21291,B024
M21292,B019
M21293,B051
M21294,B020
M21295,B035
M21296,B065
M21297,B034
M21298,B023
M21299,B070
M21300,B005
M21301,B012
M21302,B079
M21303,B046
M21304,B010
M21305,B039
M21306,B088
M21307,B085
M21308,B051
M21309,B017
M21310,B004
M21311,B079
M21312,B048
M21313,B095
M21314,B008
M21315,B023
M21316,B095
M21317,B007
M21318,B040
M21319,B036
M21320,B070
M21321,B045
M21322,B064
M21323,B077
M21324,B042
M21325,B062
M21326,B009
M21327,B081
M21328,B030
M21329,B039
M21330,B098
M21331,B091
M21332,B043
M21333,B089
M21334,B086
M21335,B028
M21336,B053
M21337,B010
M21338,B006
M21339,B094
M21340,B014
M21341,B019
M21342,B080
M21343,B088
M21344,B072
M21345,B086
M21346,B065
M21347,B050
M21348,B014
M21349,B084
M21350,B096
M21351,B072
M21352,B038
M21353,B036
M21354,B044
M21355,B048
M21356,B076
M21357,B063
M21358,B076
M21359,B054
M21360,B086
M21361,B021
M21362,B098
M21363,B013
M21364,B043
M21365,B071
M21366,B015
M21367,B027
M21368,B004
M21369,B037
M21370,B042
M21371,B016
M21372,B070
M21373,B031
M21374,B070
M21375,B068
M21376,B100
M21377,B011
M21378,B023
M21379,B047
M21380,B079
M21381,B074
M21382,B004
M21383,B019
M21384,B009
M21385,B045
M21386,B067
M21387,B088
M21388,B071
M21389,B056
M21390,B003
M21391,B076
M21392,B065
M21393,B088
M21394,B054
M21395,B088
M21396,B017
M21397,B098
M21398,B100
M21399,B056
M21400,B093
M21401,B029
M21402,B099
M21403,B037
M21404,B025
M21405,B034
M21406,B059
M21407,B018
M21408,B066
M21409,B032
M21410,B077
M21411,B019
M21412,B081
M21413,B059
M21414,B002
M21415,B014
M21416,B024
M21417,B014
M21418,B014
M21419,B100
M21420,B022
M21421,B078
M21422,B071
M21423,B062
M21424,B072
M21425,B003
M21426,B044
M21427,B026
M21428,B087
M21429,B063
M21430,B069
M21431,B003
M21432,B081
M21433,B021
M21434,B011
M21435,B092
M21436,B079
M21437,B093
M21438,B092
M21439,B062
M21440,B095
M21441,B016
M21442,B081
M21443,B053
M21444,B015
M21445,B089
M21446,B060
M21447,B075
M21448,B043
M21449,B028
M21450,B002
M21451,B074
M21452,B051
M21453,B096
M21454,B081
M21455,B020
M21456,B038
M21457,B020
M21458,B009
M21459,B055
M21460,B011
M21461,B073
M21462,B058
M21463,B025
M21464,B017
M21465,B052
M21466,B062
M21467,B100
M21468,B023
M21469,B042
M21470,B042
M21471,B078
M21472,B071
M21473,B056
M21474,B094
M21475,B072
M21476,B074
M21477,B087
M21478,B084
M21479,B008
M21480,B034
M21481,B054
M21482,B089
M21483,B041
M21484,B008
M21485,B011
M21486,B071
M21487,B054
M21488,B031
M21489,B078
M21490,B074
M21491,B031
M21492,B063
M21493,B038
M21494,B068
M21495,B010
M21496,B042
M21497,B092
M21498,B029
M21499,B010
M21500,B054
M21501,B099
M21502,B012
M21503,B045
M21504,B075
M21505,B042
M21506,B075
M21507,B057
M21508,B016
M21509,B042
M21510,B075
M21511,B072
M21512,B028
M21513,B074
M21514,B100
M21515,B088
M21516,B001
M21517,B031
M21518,B015
M21519,B037
M21520,B096
M21521,B027
M21522,B003
M21523,B074
M21524,B081
M21525,B061
M21526,B033
M21527,B064
M21528,B024
M21529,B026
M21530,B003
M21531,B028
M21532,B082
M21533,B014
M21534,B065
M21535,B027
M21536,B063
M21537,B011
M21538,B095
M21539,B094
M21540,B022
M21541,B055
M21542,B015
M21543,B098
M21544,B089
M21545,B086
M21546,B048
M21547,B052
M21548,B055
M21549,B002
M21550,B092
M21551,B039
M21552,B012
M21553,B081
M21554,B014
M21555,B001
M21556,B015
M21557,B016
M21558,B056
M21559,B014
M21560,B037
M21561,B023
M21562,B018
M21563,B083
M21564,B002
M21565,B068
M21566,B026
M21567,B034
M21568,B007
M21569,B052
M21570,B006
M21571,B070
M21572,B079
M21573,B077
M21574,B021
M21575,B072
M21576,B065
M21577,B003
M21578,B069
M21579,B024
M21580,B057
M21581,B012
M21582,B044
M21583,B030
M21584,B066
M21585,B090
M21586,B090
M21587,B016
M21588,B056
M21589,B072
M21590,B089
M21591,B092
M21592,B074
M21593,B070
M21594,B028
M21595,B096
M21596,B027
M21597,B080
M21598,B088
M21599,B076
M21600,B041
M21601,B032
M21602,B083
M21603,B063
M21604,B034
M21605,B094
M21606,B038
M21607,B021
M21608,B016
M21609,B065
M21610,B062
M21611,B087
M21612,B017
M21613,B075
M21614,B094
M21615,B042
M21616,B013
M21617,B004
M21618,B043
M21619,B078
M21620,B014
M21621,B099
M21622,B013
M21623,B083
M21624,B048
M21625,B026
M21626,B052
M21627,B092
M21628,B021
M21629,B085
M21630,B083
M21631,B077
M21632,B080
M21633,B097
M21634,B017
M21635,B022
M21636,B054
M21637,B060
M21638,B062
M21639,B051
M21640,B063
M21641,B085
M21642,B095
M21643,B015
M21644,B041
M21645,B043
M21646,B076
M21647,B005
M21648,B096
M21649,B042
M21650,B010
M21651,B080
M21652,B083
M21653,B081
M21654,B083
M21655,B020
M21656,B011
M21657,B080
M21658,B005
M21659,B003
M21660,B060
M21661,B028
M21662,B098
M21663,B088
M21664,B051
M21665,B001
M21666,B048
M21667,B054
M21668,B013
M21669,B026
M21670,B056
M21671,B023
M21672,B078
M21673,B078
M21674,B066
M21675,B033
M21676,B007
M21677,B084
M21678,B088
M21679,B017
M21680,B002
M21681,B032
M21682,B059
M21683,B039
M21684,B074
M21685,B097
M21686,B048
M21687,B097
M21688,B008
M21689,B012
M21690,B060
M21691,B048
M21692,B003
M21693,B024
M21694,B046
M21695,B055
M21696,B038
M21697,B015
M21698,B088
M21699,B044
M21700,B033
M21701,B050
M21702,B093
M21703,B026
M21704,B031
M21705,B081
M21706,B008
M21707,B021
M21708,B035
M21709,B095
M21710,B024
M21711,B006
M21712,B046
M21713,B089
M21714,B068
M21715,B016
M21716,B024
M21717,B072
M21718,B038
M21719,B061
M21720,B072
M21721,B074
M21722,B002
M21723,B053
M21724,B008
M21725,B099
M21726,B025
M21727,B047
M21728,B081
M21729,B023
M21730,B093
M21731,B027
M21732,B004
M21733,B010
M21734,B040
M21735,B051
M21736,B003
M21737,B080
M21738,B064
M21739,B063
M21740,B068
M21741,B003
M21742,B024
M21743,B021
M21744,B049
M21745,B094
M21746,B033
M21747,B011
M21748,B038
M21749,B014
M21750,B062
M21751,B034
M21752,B059
M21753,B038
M21754,B057
M21755,B082
M21756,B090
M21757,B089
M21758,B054
M21759,B041
M21760,B086
M21761,B043
M21762,B044
M21763,B078
M21764,B072
M21765,B023
M21766,B076
M21767,B030
M21768,B013
M21769,B086
M21770,B057
M21771,B065
M21772,B066
M21773,B069
M21774,B047
M21775,B068
M21776,B080
M21777,B053
M21778,B069
M21779,B047
M21780,B041
M21781,B069
M21782,B096
M21783,B059
M21784,B084
M21785,B066
M21786,B016
M21787,B087
M21788,B042
M21789,B090
M21790,B085
M21791,B059
M21792,B085
M21793,B005
M21794,B093
M21795,B045
M21796,B049
M21797,B045
M21798,B027
M21799,B049
M21800,B044
M21801,B054
M21802,B053
M21803,B073
M21804,B042
M21805,B005
M21806,B065
M21807,B065
M21808,B006
M21809,B087
M21810,B070
M21811,B081
M21812,B033
M21813,B021
M21814,B090
M21815,B010
M21816,B070
M21817,B047
M21818,B095
M21819,B096
M21820,B065
M21821,B087
M21822,B050
M21823,B022
M21824,B035
M21825,B029
M21826,B093
M21827,B066
M21828,B012
M21829,B069
M21830,B062
M21831,B096
M21832,B089
M21833,B080
M21834,B064
M21835,B015
M21836,B010
M21837,B066
M21838,B068
M21839,B057
M21840,B054
M21841,B090
M21842,B082
M21843,B013
M21844,B002
M21845,B059
M21846,B049
M21847,B032
M21848,B004
M21849,B014
M21850,B032
M21851,B053
M21852,B036
M21853,B005
M21854,B100
M21855,B047
M21856,B039
M21857,B053
M21858,B035
M21859,B063
M21860,B032
M21861,B015
M21862,B039
M21863,B014
M21864,B026
M21865,B003
M21866,B074
M21867,B014
M21868,B044
M21869,B008
M21870,B087
M21871,B027
M21872,B099
M21873,B006
M21874,B007
M21875,B064
M21876,B007
M21877,B016
M21878,B058
M21879,B075
M21880,B043
M21881,B096
M21882,B020
M21883,B052
M21884,B098
M21885,B094
M21886,B046
M21887,B060
M21888,B019
M21889,B031
M21890,B022
M21891,B087
M21892,B020
M21893,B068
M21894,B092
M21895,B015
M21896,B091
M21897,B092
M21898,B020
M21899,B021
M21900,B096
M21901,B093
M21902,B006
M21903,B042
M21904,B053
M21905,B028
M21906,B056
M21907,B014
M21908,B072
M21909,B084
M21910,B074
M21911,B004
M21912,B069
M21913,B100
M21914,B046
M21915,B047
M21916,B046
M21917,B037
M21918,B060
M21919,B027
M21920,B037
M21921,B020
M21922,B064
M21923,B072
M21924,B015
M21925,B013
M21926,B009
M21927,B081
M21928,B070
M21929,B097
M21930,B027
M21931,B016
M21932,B005
M21933,B012
M21934,B027
M21935,B047
M21936,B067
M21937,B086
M21938,B091
M21939,B016
M21940,B084
M21941,B089
M21942,B041
M21943,B029
M21944,B014
M21945,B048
M21946,B049
M21947,B072
M21948,B034
M21949,B049
M21950,B044
M21951,B086
M21952,B061
M21953,B021
M21954,B005
M21955,B008
M21956,B075
M21957,B075
M21958,B004
M21959,B007
M21960,B045
M21961,B079
M21962,B051
M21963,B087
M21964,B016
M21965,B067
M21966,B094
M21967,B035
M21968,B034
M21969,B033
M21970,B091
M21971,B060
M21972,B085
M21973,B087
M21974,B036
M21975,B061
M21976,B096
M21977,B097
M21978,B074
M21979,B012
M21980,B057
M21981,B082
M21982,B050
M21983,B067
M21984,B052
M21985,B093
M21986,B010
M21987,B070
M21988,B048
M21989,B023
M21990,B031
M21991,B029
M21992,B009
M21993,B045
M21994,B009
M21995,B084
M21996,B007
M21997,B009
M21998,B028
M21999,B093
M22000,B093
M22001,B077
M22002,B073
M22003,B089
M22004,B007
M22005,B083
M22006,B044
M22007,B095
M22008,B089
M22009,B096
M22010,B089
M22011,B021
M22012,B012
M22013,B064
M22014,B003
M22015,B082
M22016,B031
M22017,B090
M22018,B068
M22019,B053
M22020,B020
M22021,B018
M22022,B025
M22023,B049
M22024,B023
M22025,B032
M22026,B094
M22027,B035
M22028,B051
M22029,B051
M22030,B074
M22031,B021
M22032,B016
M22033,B037
M22034,B014
M22035,B064
M22036,B100
M22037,B044
M22038,B043
M22039,B056
M22040,B038
M22041,B041
M22042,B098
M22043,B046
M22044,B029
M22045,B033
M22046,B062
M22047,B034
M22048,B071
M22049,B081
M22050,B049
M22051,B083
M22052,B080
M22053,B031
M22054,B051
M22055,B099
M22056,B090
M22057,B032
M22058,B073
M22059,B035
M22060,B069
M22061,B055
M22062,B012
M22063,B079
M22064,B052
M22065,B065
M22066,B046
M22067,B095
M22068,B045
M22069,B063
M22070,B028
M22071,B015
M22072,B044
M22073,B055
M22074,B083
M22075,B014
M22076,B020
M22077,B088
M22078,B075
M22079,B080
M22080,B013
M22081,B086
M22082,B051
M22083,B004
M22084,B043
M22085,B069
M22086,B069
M22087,B087
M22088,B087
M22089,B054
M22090,B027
M22091,B074
M22092,B009
M22093,B004
M22094,B020
M22095,B096
M22096,B003
M22097,B017
M22098,B041
M22099,B095
M22100,B076
M22101,B020
M22102,B029
M22103,B056
M22104,B020
M22105,B023
M22106,B063
M22107,B032
M22108,B040
M22109,B041
M22110,B088
M22111,B041
M22112,B071
M22113,B085
M22114,B016
M22115,B079
M22116,B035
M22117,B066
M22118,B084
M22119,B081
M22120,B007
M22121,B009
M22122,B045
M22123,B072
M22124,B009
M22125,B097
M22126,B003
M22127,B091
M22128,B039
M22129,B001
M22130,B072
M22131,B055
M22132,B008
M22133,B032
M22134,B031
M22135,B076
M22136,B028
M22137,B030
M22138,B096
M22139,B070
M22140,B051
M22141,B080
M22142,B043
M22143,B010
M22144,B074
M22145,B078
M22146,B061
M22147,B065
M22148,B051
M22149,B057
M22150,B059
M22151,B011
M22152,B068
M22153,B033
M22154,B054
M22155,B024
M22156,B021
M22157,B014
M22158,B067
M22159,B001
M22160,B049
M22161,B046
M22162,B036
M22163,B026
M22164,B022
M22165,B004
M22166,B043
M22167,B075
M22168,B037
M22169,B066
M22170,B082
M22171,B052
M22172,B036
M22173,B011
M22174,B005
M22175,B024
M22176,B002
M22177,B043
M22178,B010
M22179,B007
M22180,B011
M22181,B092
M22182,B003
M22183,B088
M22184,B002
M22185,B020
M22186,B045
M22187,B032
M22188,B086
M22189,B029
M22190,B079
M22191,B022
M22192,B054
M22193,B066
M22194,B005
M22195,B023
M22196,B048
M22197,B081
M22198,B036
M22199,B053
M22200,B039
M22201,B032
M22202,B049
M22203,B043
M22204,B084
M22205,B082
M22206,B039
M22207,B047
M22208,B074
M22209,B025
M22210,B016
M22211,B025
M22212,B082
M22213,B032
M22214,B057
M22215,B033
M22216,B032
M22217,B030
M22218,B059
M22219,B043
M22220,B010
M22221,B058
M22222,B090
M22223,B053
M22224,B072
M22225,B058
M22226,B062
M22227,B005
M22228,B059
M22229,B050
M22230,B093
M22231,B054
M22232,B001
M22233,B084
M22234,B056
M22235,B040
M22236,B096
M22237,B068
M22238,B048
M22239,B011
M22240,B080
M22241,B025
M22242,B038
M22243,B058
M22244,B044
M22245,B004
M22246,B057
M22247,B028
M22248,B040
M22249,B086
M22250,B091
M22251,B026
M22252,B059
M22253,B029
M22254,B082
M22255,B034
M22256,B088
M22257,B034
M22258,B075
M22259,B083
M22260,B055
M22261,B034
M22262,B037
M22263,B068
M22264,B083
M22265,B047
M22266,B092
M22267,B038
M22268,B013
M22269,B042
M22270,B008
M22271,B009
M22272,B076
M22273,B013
M22274,B069
M22275,B074
M22276,B088
M22277,B032
M22278,B080
M22279,B012
M22280,B003
M22281,B080
M22282,B024
M22283,B032
M22284,B005
M22285,B074
M22286,B028
M22287,B093
M22288,B090
M22289,B064
M22290,B043
M22291,B069
M22292,B018
M22293,B002
M22294,B071
M22295,B082
M22296,B040
M22297,B036
M22298,B060
M22299,B095
M22300,B066
M22301,B020
M22302,B066
M22303,B025
M22304,B011
M22305,B029
M22306,B054
M22307,B082
M22308,B099
M22309,B079
M22310,B072
M22311,B018
M22312,B071
M22313,B050
M22314,B046
M22315,B079
M22316,B020
M22317,B006
M22318,B024
M22319,B097
M22320,B082
M22321,B050
M22322,B042
M22323,B044
M22324,B079
M22325,B091
M22326,B064
M22327,B069
M22328,B073
M22329,B030
M22330,B079
M22331,B015
M22332,B071
M22333,B094
M22334,B001
M22335,B082
M22336,B052
M22337,B028
M22338,B037
M22339,B008
M22340,B010
M22341,B089
M22342,B086
M22343,B064
M22344,B083
M22345,B013
M22346,B096
M22347,B017
M22348,B019
M22349,B042
M22350,B034
M22351,B029
M22352,B045
M22353,B052
M22354,B079
M22355,B072
M22356,B050
M22357,B031
M22358,B059
M22359,B027
M22360,B084
M22361,B028
M22362,B087
M22363,B090
M22364,B048
M22365,B081
M22366,B029
M22367,B005
M22368,B035
M22369,B076
M22370,B024
M22371,B074
M22372,B093
M22373,B098
M22374,B025
M22375,B069
M22376,B065
M22377,B009
M22378,B098
M22379,B088
M22380,B092
M22381,B037
M22382,B063
M22383,B082
M22384,B016
M22385,B087
M22386,B090
M22387,B073
M22388,B056
M22389,B038
M22390,B031
M22391,B047
M22392,B029
M22393,B030
M22394,B051
M22395,B025
M22396,B058
M22397,B020
M22398,B057
M22399,B084
M22400,B078
M22401,B010
M22402,B061
M22403,B048
M22404,B049
M22405,B036
M22406,B056
M22407,B098
M22408,B005
M22409,B017
M22410,B044
M22411,B050
M22412,B062
M22413,B005
M22414,B026
M22415,B012
M22416,B046
M22417,B013
M22418,B053
M22419,B095
M22420,B095
M22421,B074
M22422,B015
M22423,B090
M22424,B100
M22425,B092
M22426,B093
M22427,B062
M22428,B063
M22429,B089
M22430,B019
M22431,B061
M22432,B052
M22433,B042
M22434,B027
M22435,B044
M22436,B003
M22437,B027
M22438,B084
M22439,B060
M22440,B037
M22441,B088
M22442,B013
M22443,B076
M22444,B050
M22445,B043
M22446,B076
M22447,B084
M22448,B004
M22449,B063
M22450,B040
M22451,B043
M22452,B029
M22453,B098
M22454,B093
M22455,B060
M22456,B035
M22457,B096
M22458,B071
M22459,B066
M22460,B013
M22461,B044
M22462,B013
M22463,B068
M22464,B030
M22465,B020
M22466,B092
M22467,B030
M22468,B020
M22469,B037
M22470,B053
M22471,B082
M22472,B035
M22473,B029
M22474,B038
M22475,B029
M22476,B090
M22477,B031
M22478,B053
M22479,B098
M22480,B032
M22481,B022
M22482,B097
M22483,B087
M22484,B094
M22485,B080
M22486,B032
M22487,B046
M22488,B025
M22489,B049
M22490,B095
M22491,B048
M22492,B061
M22493,B060
M22494,B011
M22495,B025
M22496,B072
M22497,B068
M22498,B075
M22499,B085
M22500,B052
M22501,B035
M22502,B025
M22503,B084
M22504,B012
M22505,B039
M22506,B065
M22507,B032
M22508,B037
M22509,B007
M22510,B052
M22511,B071
M22512,B072
M22513,B040
M22514,B052
M22515,B088
M22516,B007
M22517,B031
M22518,B009
M22519,B048
M22520,B092
M22521,B006
M22522,B067
M22523,B023
M22524,B076
M22525,B027
M22526,B088
M22527,B093
M22528,B073
M22529,B018
M22530,B072
M22531,B031
M22532,B085
M22533,B042
M22534,B026
M22535,B017
M22536,B061
M22537,B028
M22538,B055
M22539,B018
M22540,B033
M22541,B079
M22542,B089
M22543,B093
M22544,B100
M22545,B027
M22546,B082
M22547,B077
M22548,B016
M22549,B007
M22550,B093
M22551,B050
M22552,B073
M22553,B064
M22554,B054
M22555,B060
M22556,B044
M22557,B021
M22558,B066
M22559,B092
M22560,B037
M22561,B067
M22562,B027
M22563,B062
M22564,B095
M22565,B028
M22566,B068
M22567,B042
M22568,B022
M22569,B055
M22570,B037
M22571,B013
M22572,B073
M22573,B071
M22574,B068
M22575,B087
M22576,B004
M22577,B041
M22578,B100
M22579,B006
M22580,B055
M22581,B091
M22582,B049
M22583,B057
M22584,B055
M22585,B049
M22586,B081
M22587,B026
M22588,B013
M22589,B001
M22590,B047
M22591,B060
M22592,B010
M22593,B077
M22594,B036
M22595,B008
M22596,B025
M22597,B078
M22598,B033
M22599,B040
M22600,B006
M22601,B047
M22602,B057
M22603,B036
M22604,B050
M22605,B030
M22606,B011
M22607,B095
M22608,B031
M22609,B014
M22610,B058
M22611,B009
M22612,B087
M22613,B087
M22614,B083
M22615,B067
M22616,B091
M22617,B050
M22618,B020
M22619,B067
M22620,B064
M22621,B080
M22622,B056
M22623,B018
M22624,B051
M22625,B042
M22626,B043
M22627,B023
M22628,B006
M22629,B089
M22630,B059
M22631,B030
M22632,B090
M22633,B021
M22634,B048
M22635,B006
M22636,B064
M22637,B073
M22638,B036
M22639,B037
M22640,B048
M22641,B029
M22642,B025
M22643,B005
M22644,B020
M22645,B066
M22646,B016
M22647,B064
M22648,B022
M22649,B010
M22650,B013
M22651,B076
M22652,B013
M22653,B007
M22654,B078
M22655,B075
M22656,B049
M22657,B040
M22658,B092
M22659,B087
M22660,B097
M22661,B077
M22662,B040
M22663,B005
M22664,B004
M22665,B043
M22666,B091
M22667,B057
M22668,B011
M22669,B079
M22670,B070
M22671,B063
M22672,B055
M22673,B067
M22674,B081
M22675,B070
M22676,B093
M22677,B003
M22678,B093
M22679,B053
M22680,B003
M22681,B017
M22682,B022
M22683,B095
M22684,B086
M22685,B074
M22686,B070
M22687,B084
M22688,B076
M22689,B061
M22690,B075
M22691,B018
M22692,B095
M22693,B002
M22694,B071
M22695,B034
M22696,B054
M22697,B010
M22698,B037
M22699,B034
M22700,B009
M22701,B030
M22702,B060
M22703,B042
M22704,B065
M22705,B071
M22706,B092
M22707,B055
M22708,B003
M22709,B045
M22710,B094
M22711,B055
M22712,B071
M22713,B031
M22714,B036
M22715,B076
M22716,B015
M22717,B038
M22718,B089
M22719,B019
M22720,B072
M22721,B046
M22722,B049
M22723,B011
M22724,B088
M22725,B078
M22726,B090
M22727,B063
M22728,B072
M22729,B082
M22730,B013
M22731,B073
M22732,B061
M22733,B099
M22734,B094
M22735,B073
M22736,B010
M22737,B087
M22738,B050
M22739,B017
M22740,B089
M22741,B081
M22742,B043
M22743,B007
M22744,B070
M22745,B065
M22746,B097
M22747,B018
M22748,B077
M22749,B097
M22750,B076
M22751,B007
