doc_id,officer_id
D035148,C0303
D035149,C0449
D035150,C0346
D035151,C0043
D035152,C0362
D035153,C0215
D035154,C0223
D035155,C0435
D035156,C0322
D035157,C0228
D035158,C0394
D035159,C0255
D035160,C0161
D035161,C0239
D035162,C0210
D035163,C0361
D035164,C0128
D035165,C0201
D035166,C0362
D035167,C0110
D035168,C0301
D035169,C0132
D035170,C0371
D035171,C0379
D035172,C0356
D035173,C0251
D035174,C0194
D035175,C0137
D035176,C0407
D035177,C0284
D035178,C0329
D035179,C0252
D035180,C0179
D035181,C0161
D035182,C0434
D035183,C0160
D035184,C0206
D035185,C0028
D035186,C0007
D035187,C0056
D035188,C0322
D035189,C0205
D035190,C0452
D035191,C0094
D035192,C0250
D035193,C0098
D035194,C0355
D035195,C0178
D035196,C0244
D035197,C0059
D035198,C0224
D035199,C0133
D035200,C0139
D035201,C0456
D035202,C0013
D035203,C0356
D035204,C0395
D035205,C0009
D035206,C0312
D035207,C0391
D035208,C0255
D035209,C0292
D035210,C0398
D035211,C0374
D035212,C0363
D035213,C0471
D035214,C0087
D035215,C0169
D035216,C0081
D035217,C0417
D035218,C0374
D035219,C0119
D035220,C0210
D035221,C0019
D035222,C0475
D035223,C0423
D035224,C0143
D035225,C0440
D035226,C0447
D035227,C0085
D035228,C0360
D035229,C0381
D035230,C0187
D035231,C0377
D035232,C0483
D035233,C0074
D035234,C0172
D035235,C0144
D035236,C0393
D035237,C0037
D035238,C0104
D035239,C0302
D035240,C0404
D035241,C0118
D035242,C0034
D035243,C0089
D035244,C0156
D035245,C0378
D035246,C0333
D035247,C0287
D035248,C0340
D035249,C0126
D035250,C0108
D035251,C0289
D035252,C0355
D035253,C0383
D035254,C0240
D035255,C0407
D035256,C0315
D035257,C0241
D035258,C0234
D035259,C0304
D035260,C0495
D035261,C0271
D035262,C0435
D035263,C0309
D035264,C0228
D035265,C0319
D035266,C0225
D035267,C0031
D035268,C0196
D035269,C0228
D035270,C0295
D035271,C0387
D035272,C0082
D035273,C0022
D035274,C0448
D035275,C0205
D035276,C0431
D035277,C0026
D035278,C0247
D035279,C0249
D035280,C0149
D035281,C0023
D035282,C0389
D035283,C0349
D035284,C0107
D035285,C0299
D035286,C0217
D035287,C0193
D035288,C0462
D035289,C0218
D035290,C0437
D035291,C0247
D035292,C0333
D035293,C0339
D035294,C0290
D035295,C0396
D035296,C0037
D035297,C0297
D035298,C0188
D035299,C0145
D035300,C0351
D035301,C0124
D035302,C0191
D035303,C0216
D035304,C0141
D035305,C0338
D035306,C0440
D035307,C0038
D035308,C0280
D035309,C0034
D035310,C0312
D035311,C0041
D035312,C0120
D035313,C0228
D035314,C0058
D035315,C0243
D035316,C0152
D035317,C0249
D035318,C0157
D035319,C0353
D035320,C0046
D035321,C0012
D035322,C0146
D035323,C0107
D035324,C0228
D035325,C0316
D035326,C0166
D035327,C0405
D035328,C0132
D035329,C0427
D035330,C0256
D035331,C0057
D035332,C0044
D035333,C0002
D035334,C0242
D035335,C0250
D035336,C0211
D035337,C0342
D035338,C0112
D035339,C0487
D035340,C0309
D035341,C0149
D035342,C0318
D035343,C0080
D035344,C0188
D035345,C0036
D035346,C0111
D035347,C0336
D035348,C0316
D035349,C0265
D035350,C0374
D035351,C0264
D035352,C0214
D035353,C0443
D035354,C0473
D035355,C0467
D035356,C0178
D035357,C0122
D035358,C0391
D035359,C0144
D035360,C0165
D035361,C0153
D035362,C0315
D035363,C0356
D035364,C0215
D035365,C0420
D035366,C0451
D035367,C0454
D035368,C0165
D035369,C0443
D035370,C0416
D035371,C0168
D035372,C0217
D035373,C0086
D035374,C0037
D035375,C0299
D035376,C0416
D035377,C0418
D035378,C0275
D035379,C0402
D035380,C0252
D035381,C0163
D035382,C0005
D035383,C0339
D035384,C0244
D035385,C0344
D035386,C0090
D035387,C0303
D035388,C0093
D035389,C0051
D035390,C0144
D035391,C0098
D035392,C0346
D035393,C0225
D035394,C0066
D035395,C0030
D035396,C0197
D035397,C0382
D035398,C0225
D035399,C0103
D035400,C0165
D035401,C0098
D035402,C0029
D035403,C0022
D035404,C0259
D035405,C0129
D035406,C0041
D035407,C0075
D035408,C0387
D035409,C0091
D035410,C0474
D035411,C0347
D035412,C0426
D035413,C0375
D035414,C0380
D035415,C0438
D035416,C0003
D035417,C0221
D035418,C0266
D035419,C0408
D035420,C0254
D035421,C0230
D035422,C0382
D035423,C0008
D035424,C0114
D035425,C0347
D035426,C0343
D035427,C0367
D035428,C0165
D035429,C0395
D035430,C0289
D035431,C0384
D035432,C0128
D035433,C0404
D035434,C0058
D035435,C0219
D035436,C0331
D035437,C0149
D035438,C0169
D035439,C0213
D035440,C0399
D035441,C0318
D035442,C0377
D035443,C0197
D035444,C0464
D035445,C0068
D035446,C0122
D035447,C0114
D035448,C0476
D035449,C0095
D035450,C0261
D035451,C0044
D035452,C0424
D035453,C0165
D035454,C0022
D035455,C0247
D035456,C0220
D035457,C0351
D035458,C0018
D035459,C0338
D035460,C0307
D035461,C0407
D035462,C0080
D035463,C0036
D035464,C0424
D035465,C0493
D035466,C0066
D035467,C0333
D035468,C0476
D035469,C0201
D035470,C0092
D035471,C0455
D035472,C0250
D035473,C0274
D035474,C0164
D035475,C0298
D035476,C0248
D035477,C0008
D035478,C0226
D035479,C0358
D035480,C0364
D035481,C0270
D035482,C0092
D035483,C0487
D035484,C0338
D035485,C0345
D035486,C0326
D035487,C0066
D035488,C0457
D035489,C0274
D035490,C0012
D035491,C0412
D035492,C0430
D035493,C0392
D035494,C0022
D035495,C0331
D035496,C0131
D035497,C0307
D035498,C0486
D035499,C0179
D035500,C0199
D035501,C0001
D035502,C0212
D035503,C0404
D035504,C0073
D035505,C0122
D035506,C0273
D035507,C0276
D035508,C0363
D035509,C0055
D035510,C0297
D035511,C0423
D035512,C0181
D035513,C0246
D035514,C0016
D035515,C0083
D035516,C0027
D035517,C0430
D035518,C0245
D035519,C0230
D035520,C0347
D035521,C0004
D035522,C0167
D035523,C0326
D035524,C0408
D035525,C0277
D035526,C0206
D035527,C0221
D035528,C0341
D035529,C0311
D035530,C0282
D035531,C0427
D035532,C0155
D035533,C0418
D035534,C0312
D035535,C0154
D035536,C0084
D035537,C0282
D035538,C0324
D035539,C0185
D035540,C0435
D035541,C0366
D035542,C0343
D035543,C0148
D035544,C0398
D035545,C0276
D035546,C0441
D035547,C0392
D035548,C0243
D035549,C0018
D035550,C0394
D035551,C0018
D035552,C0200
D035553,C0185
D035554,C0423
D035555,C0020
D035556,C0187
D035557,C0142
D035558,C0209
D035559,C0305
D035560,C0127
D035561,C0260
D035562,C0427
D035563,C0462
D035564,C0364
D035565,C0492
D035566,C0498
D035567,C0154
D035568,C0056
D035569,C0448
D035570,C0179
D035571,C0224
D035572,C0035
D035573,C0417
D035574,C0407
D035575,C0123
D035576,C0478
D035577,C0135
D035578,C0226
D035579,C0051
D035580,C0230
D035581,C0365
D035582,C0017
D035583,C0069
D035584,C0143
D035585,C0473
D035586,C0032
D035587,C0364
D035588,C0010
D035589,C0292
D035590,C0360
D035591,C0088
D035592,C0390
D035593,C0109
D035594,C0343
D035595,C0067
D035596,C0434
D035597,C0358
D035598,C0379
D035599,C0217
D035600,C0446
D035601,C0261
D035602,C0476
D035603,C0454
D035604,C0459
D035605,C0207
D035606,C0330
D035607,C0386
D035608,C0401
D035609,C0162
D035610,C0113
D035611,C0472
D035612,C0141
D035613,C0263
D035614,C0064
D035615,C0342
D035616,C0358
D035617,C0174
D035618,C0403
D035619,C0392
D035620,C0250
D035621,C0490
D035622,C0387
D035623,C0059
D035624,C0159
D035625,C0235
D035626,C0096
D035627,C0454
D035628,C0215
D035629,C0352
D035630,C0024
D035631,C0077
D035632,C0405
D035633,C0090
D035634,C0158
D035635,C0053
D035636,C0117
D035637,C0366
D035638,C0028
D035639,C0461
D035640,C0035
D035641,C0089
D035642,C0281
D035643,C0375
D035644,C0275
D035645,C0052
D035646,C0409
D035647,C0394
D035648,C0413
D035649,C0145
D035650,C0467
D035651,C0151
D035652,C0156
D035653,C0038
D035654,C0216
D035655,C0495
D035656,C0400
D035657,C0004
D035658,C0297
D035659,C0087
D035660,C0204
D035661,C0333
D035662,C0060
D035663,C0420
D035664,C0241
D035665,C0404
D035666,C0077
D035667,C0449
D035668,C0349
D035669,C0163
D035670,C0478
D035671,C0491
D035672,C0191
D035673,C0467
D035674,C0361
D035675,C0151
D035676,C0185
D035677,C0268
D035678,C0264
D035679,C0192
D035680,C0381
D035681,C0047
D035682,C0046
D035683,C0125
D035684,C0019
D035685,C0120
D035686,C0093
D035687,C0023
D035688,C0208
D035689,C0417
D035690,C0005
D035691,C0074
D035692,C0154
D035693,C0181
D035694,C0116
D035695,C0100
D035696,C0095
D035697,C0013
D035698,C0332
D035699,C0191
D035700,C0260
D035701,C0459
D035702,C0488
D035703,C0399
D035704,C0368
D035705,C0071
D035706,C0144
D035707,C0497
D035708,C0105
D035709,C0181
D035710,C0163
D035711,C0309
D035712,C0448
D035713,C0007
D035714,C0041
D035715,C0049
D035716,C0195
D035717,C0380
D035718,C0211
D035719,C0471
D035720,C0078
D035721,C0341
D035722,C0047
D035723,C0412
D035724,C0178
D035725,C0264
D035726,C0326
D035727,C0032
D035728,C0294
D035729,C0208
D035730,C0086
D035731,C0253
D035732,C0402
D035733,C0167
D035734,C0054
D035735,C0285
D035736,C0132
D035737,C0071
D035738,C0214
D035739,C0422
D035740,C0274
D035741,C0152
D035742,C0239
D035743,C0322
D035744,C0085
D035745,C0383
D035746,C0230
D035747,C0458
D035748,C0481
D035749,C0437
D035750,C0391
D035751,C0080
D035752,C0369
D035753,C0442
D035754,C0139
D035755,C0092
D035756,C0320
D035757,C0466
D035758,C0051
D035759,C0496
D035760,C0218
D035761,C0309
D035762,C0264
D035763,C0281
D035764,C0201
D035765,C0149
D035766,C0306
D035767,C0086
D035768,C0428
D035769,C0435
D035770,C0311
D035771,C0291
D035772,C0420
D035773,C0493
D035774,C0321
D035775,C0465
D035776,C0469
D035777,C0497
D035778,C0243
D035779,C0446
D035780,C0077
D035781,C0483
D035782,C0468
D035783,C0005
D035784,C0261
D035785,C0006
D035786,C0226
D035787,C0280
D035788,C0425
D035789,C0306
D035790,C0154
D035791,C0394
D035792,C0105
D035793,C0438
D035794,C0071
D035795,C0238
D035796,C0473
D035797,C0173
D035798,C0297
D035799,C0030
D035800,C0320
D035801,C0284
D035802,C0274
D035803,C0321
D035804,C0187
D035805,C0259
D035806,C0346
D035807,C0408
D035808,C0323
D035809,C0118
D035810,C0260
D035811,C0054
D035812,C0339
D035813,C0319
D035814,C0196
D035815,C0013
D035816,C0306
D035817,C0394
D035818,C0123
D035819,C0485
D035820,C0036
D035821,C0407
D035822,C0449
D035823,C0325
D035824,C0215
D035825,C0350
D035826,C0284
D035827,C0373
D035828,C0081
D035829,C0231
D035830,C0371
D035831,C0101
D035832,C0452
D035833,C0385
D035834,C0134
D035835,C0369
D035836,C0483
D035837,C0260
D035838,C0099
D035839,C0079
D035840,C0436
D035841,C0057
D035842,C0321
D035843,C0169
D035844,C0472
D035845,C0494
D035846,C0362
D035847,C0215
D035848,C0098
D035849,C0480
D035850,C0477
D035851,C0404
D035852,C0051
D035853,C0194
D035854,C0302
D035855,C0412
D035856,C0074
D035857,C0436
D035858,C0116
D035859,C0489
D035860,C0314
D035861,C0030
D035862,C0386
D035863,C0397
D035864,C0371
D035865,C0033
D035866,C0209
D035867,C0368
D035868,C0207
D035869,C0132
D035870,C0156
D035871,C0257
D035872,C0340
D035873,C0206
D035874,C0358
D035875,C0248
D035876,C0142
D035877,C0126
D035878,C0085
D035879,C0499
D035880,C0011
D035881,C0057
D035882,C0138
D035883,C0239
D035884,C0422
D035885,C0252
D035886,C0027
D035887,C0161
D035888,C0301
D035889,C0224
D035890,C0474
D035891,C0094
D035892,C0389
D035893,C0174
D035894,C0446
D035895,C0131
D035896,C0132
D035897,C0250
D035898,C0393
D035899,C0156
D035900,C0149
D035901,C0491
D035902,C0312
D035903,C0027
D035904,C0297
D035905,C0030
D035906,C0159
D035907,C0488
D035908,C0007
D035909,C0416
D035910,C0173
D035911,C0489
D035912,C0109
D035913,C0204
D035914,C0213
D035915,C0375
D035916,C0491
D035917,C0310
D035918,C0140
D035919,C0220
D035920,C0126
D035921,C0489
D035922,C0465
D035923,C0092
D035924,C0189
D035925,C0331
D035926,C0440
D035927,C0081
D035928,C0399
D035929,C0458
D035930,C0233
D035931,C0075
D035932,C0065
D035933,C0092
D035934,C0474
D035935,C0084
D035936,C0183
D035937,C0017
D035938,C0363
D035939,C0118
D035940,C0276
D035941,C0300
D035942,C0102
D035943,C0442
D035944,C0481
D035945,C0474
D035946,C0173
D035947,C0126
D035948,C0325
D035949,C0394
D035950,C0021
D035951,C0309
D035952,C0362
D035953,C0392
D035954,C0218
D035955,C0131
D035956,C0175
D035957,C0147
D035958,C0076
D035959,C0240
D035960,C0155
D035961,C0420
D035962,C0257
D035963,C0202
D035964,C0092
D035965,C0392
D035966,C0049
D035967,C0315
D035968,C0453
D035969,C0222
D035970,C0498
D035971,C0015
D035972,C0357
D035973,C0365
D035974,C0451
D035975,C0447
D035976,C0406
D035977,C0145
D035978,C0241
D035979,C0085
D035980,C0495
D035981,C0108
D035982,C0191
D035983,C0180
D035984,C0377
D035985,C0454
D035986,C0243
D035987,C0362
D035988,C0242
D035989,C0098
D035990,C0107
D035991,C0306
D035992,C0030
D035993,C0295
D035994,C0474
D035995,C0066
D035996,C0201
D035997,C0055
D035998,C0460
D035999,C0241
D036000,C0426
D036001,C0181
D036002,C0123
D036003,C0416
D036004,C0196
D036005,C0426
D036006,C0303
D036007,C0422
D036008,C0067
D036009,C0388
D036010,C0268
D036011,C0495
D036012,C0490
D036013,C0143
D036014,C0382
D036015,C0297
D036016,C0408
D036017,C0464
D036018,C0497
D036019,C0121
D036020,C0460
D036021,C0065
D036022,C0032
D036023,C0253
D036024,C0469
D036025,C0390
D036026,C0031
D036027,C0412
D036028,C0201
D036029,C0047
D036030,C0177
D036031,C0180
D036032,C0370
D036033,C0477
D036034,C0411
D036035,C0375
D036036,C0220
D036037,C0370
D036038,C0260
D036039,C0217
D036040,C0404
D036041,C0459
D036042,C0198
D036043,C0342
D036044,C0375
D036045,C0101
D036046,C0474
D036047,C0020
D036048,C0073
D036049,C0119
D036050,C0282
D036051,C0370
D036052,C0433
D036053,C0346
D036054,C0042
D036055,C0456
D036056,C0380
D036057,C0357
D036058,C0261
D036059,C0114
D036060,C0154
D036061,C0079
D036062,C0491
D036063,C0077
D036064,C0171
D036065,C0430
D036066,C0092
D036067,C0489
D036068,C0087
D036069,C0413
D036070,C0383
D036071,C0442
D036072,C0416
D036073,C0071
D036074,C0045
D036075,C0329
D036076,C0488
D036077,C0243
D036078,C0352
D036079,C0193
D036080,C0223
D036081,C0259
D036082,C0209
D036083,C0327
D036084,C0095
D036085,C0358
D036086,C0182
D036087,C0311
D036088,C0077
D036089,C0064
D036090,C0261
D036091,C0299
D036092,C0020
D036093,C0343
D036094,C0410
D036095,C0441
D036096,C0373
D036097,C0430
D036098,C0334
D036099,C0196
D036100,C0488
D036101,C0008
D036102,C0129
D036103,C0208
D036104,C0468
D036105,C0077
D036106,C0231
D036107,C0281
D036108,C0079
D036109,C0092
D036110,C0297
D036111,C0316
D036112,C0139
D036113,C0254
D036114,C0205
D036115,C0196
D036116,C0386
D036117,C0159
D036118,C0267
D036119,C0190
D036120,C0165
D036121,C0185
D036122,C0243
D036123,C0437
D036124,C0289
D036125,C0328
D036126,C0171
D036127,C0180
D036128,C0427
D036129,C0201
D036130,C0232
D036131,C0274
D036132,C0390
D036133,C0263
D036134,C0209
D036135,C0279
D036136,C0388
D036137,C0077
D036138,C0085
D036139,C0441
D036140,C0011
D036141,C0421
D036142,C0420
D036143,C0360
D036144,C0151
D036145,C0093
D036146,C0204
D036147,C0286
D036148,C0173
D036149,C0330
D036150,C0133
D036151,C0130
D036152,C0322
D036153,C0495
D036154,C0453
D036155,C0293
D036156,C0365
D036157,C0270
D036158,C0191
D036159,C0473
D036160,C0095
D036161,C0160
D036162,C0184
D036163,C0225
D036164,C0249
D036165,C0167
D036166,C0120
D036167,C0163
D036168,C0141
D036169,C0003
D036170,C0037
D036171,C0341
D036172,C0321
D036173,C0189
D036174,C0095
D036175,C0188
D036176,C0146
D036177,C0481
D036178,C0120
D036179,C0096
D036180,C0328
D036181,C0190
D036182,C0405
D036183,C0255
D036184,C0097
D036185,C0262
D036186,C0121
D036187,C0290
D036188,C0015
D036189,C0108
D036190,C0466
D036191,C0185
D036192,C0500
D036193,C0338
D036194,C0397
D036195,C0428
D036196,C0425
D036197,C0165
D036198,C0036
D036199,C0459
D036200,C0406
D036201,C0317
D036202,C0222
D036203,C0083
D036204,C0234
D036205,C0173
D036206,C0184
D036207,C0470
D036208,C0367
D036209,C0451
D036210,C0468
D036211,C0130
D036212,C0269
D036213,C0101
D036214,C0302
D036215,C0047
D036216,C0386
D036217,C0470
D036218,C0230
D036219,C0500
D036220,C0129
D036221,C0092
D036222,C0455
D036223,C0386
D036224,C0500
D036225,C0483
D036226,C0088
D036227,C0017
D036228,C0025
D036229,C0302
D036230,C0323
D036231,C0264
D036232,C0332
D036233,C0371
D036234,C0047
D036235,C0027
D036236,C0411
D036237,C0006
D036238,C0457
D036239,C0441
D036240,C0063
D036241,C0105
D036242,C0186
D036243,C0421
D036244,C0027
D036245,C0028
D036246,C0110
D036247,C0181
D036248,C0293
D036249,C0143
D036250,C0008
D036251,C0424
D036252,C0426
D036253,C0358
D036254,C0443
D036255,C0423
D036256,C0342
D036257,C0184
D036258,C0428
D036259,C0037
D036260,C0365
D036261,C0170
D036262,C0086
D036263,C0155
D036264,C0408
D036265,C0435
D036266,C0125
D036267,C0345
D036268,C0447
D036269,C0452
D036270,C0138
D036271,C0134
D036272,C0035
D036273,C0302
D036274,C0041
D036275,C0174
D036276,C0064
D036277,C0446
D036278,C0449
D036279,C0165
D036280,C0175
D036281,C0344
D036282,C0059
D036283,C0396
D036284,C0472
D036285,C0423
D036286,C0412
D036287,C0233
D036288,C0138
D036289,C0049
D036290,C0407
D036291,C0083
D036292,C0058
D036293,C0483
D036294,C0263
D036295,C0102
D036296,C0085
D036297,C0186
D036298,C0119
D036299,C0353
D036300,C0263
D036301,C0377
D036302,C0292
D036303,C0453
D036304,C0018
D036305,C0253
D036306,C0288
D036307,C0142
D036308,C0448
D036309,C0451
D036310,C0018
D036311,C0196
D036312,C0383
D036313,C0207
D036314,C0107
D036315,C0148
D036316,C0489
D036317,C0434
D036318,C0361
D036319,C0304
D036320,C0148
D036321,C0113
D036322,C0297
D036323,C0067
D036324,C0075
D036325,C0367
D036326,C0252
D036327,C0156
D036328,C0267
D036329,C0350
D036330,C0461
D036331,C0123
D036332,C0109
D036333,C0277
D036334,C0043
D036335,C0336
D036336,C0195
D036337,C0099
D036338,C0496
D036339,C0340
D036340,C0379
D036341,C0037
D036342,C0204
D036343,C0029
D036344,C0463
D036345,C0121
D036346,C0062
D036347,C0351
D036348,C0475
D036349,C0454
D036350,C0047
D036351,C0238
D036352,C0165
D036353,C0248
D036354,C0041
D036355,C0223
D036356,C0128
D036357,C0113
D036358,C0231
D036359,C0278
D036360,C0417
D036361,C0282
D036362,C0270
D036363,C0209
D036364,C0070
D036365,C0085
D036366,C0253
D036367,C0192
D036368,C0392
D036369,C0063
D036370,C0157
D036371,C0262
D036372,C0226
D036373,C0371
D036374,C0313
D036375,C0042
D036376,C0308
D036377,C0248
D036378,C0041
D036379,C0410
D036380,C0427
D036381,C0450
D036382,C0247
D036383,C0145
D036384,C0066
D036385,C0063
D036386,C0337
D036387,C0363
D036388,C0225
D036389,C0005
D036390,C0244
D036391,C0044
D036392,C0339
D036393,C0267
D036394,C0396
D036395,C0196
D036396,C0227
D036397,C0223
D036398,C0433
D036399,C0305
D036400,C0095
D036401,C0465
D036402,C0267
D036403,C0226
D036404,C0394
D036405,C0423
D036406,C0493
D036407,C0339
D036408,C0135
D036409,C0496
D036410,C0029
D036411,C0033
D036412,C0054
D036413,C0349
D036414,C0144
D036415,C0103
D036416,C0070
D036417,C0468
D036418,C0280
D036419,C0155
D036420,C0435
D036421,C0145
D036422,C0079
D036423,C0425
D036424,C0243
D036425,C0333
D036426,C0463
D036427,C0027
D036428,C0110
D036429,C0073
D036430,C0248
D036431,C0480
D036432,C0034
D036433,C0433
D036434,C0142
D036435,C0326
D036436,C0179
D036437,C0282
D036438,C0216
D036439,C0039
D036440,C0151
D036441,C0409
D036442,C0386
D036443,C0460
D036444,C0394
D036445,C0082
D036446,C0273
D036447,C0113
D036448,C0215
D036449,C0391
D036450,C0008
D036451,C0028
D036452,C0213
D036453,C0467
D036454,C0107
D036455,C0028
D036456,C0118
D036457,C0282
D036458,C0043
D036459,C0013
D036460,C0435
D036461,C0413
D036462,C0453
D036463,C0105
D036464,C0308
D036465,C0187
D036466,C0034
D036467,C0007
D036468,C0394
D036469,C0299
D036470,C0207
D036471,C0308
D036472,C0211
D036473,C0308
D036474,C0417
D036475,C0320
D036476,C0489
D036477,C0041
D036478,C0435
D036479,C0266
D036480,C0267
D036481,C0206
D036482,C0107
D036483,C0226
D036484,C0394
D036485,C0326
D036486,C0412
D036487,C0417
D036488,C0143
D036489,C0491
D036490,C0273
D036491,C0330
D036492,C0082
D036493,C0139
D036494,C0188
D036495,C0117
D036496,C0141
D036497,C0451
D036498,C0406
D036499,C0251
D036500,C0231
D036501,C0374
D036502,C0177
D036503,C0378
D036504,C0436
D036505,C0450
D036506,C0345
D036507,C0275
D036508,C0290
D036509,C0088
D036510,C0354
D036511,C0439
D036512,C0348
D036513,C0321
D036514,C0404
D036515,C0353
D036516,C0289
D036517,C0035
D036518,C0258
D036519,C0101
D036520,C0329
D036521,C0276
D036522,C0246
D036523,C0153
D036524,C0471
D036525,C0364
D036526,C0439
D036527,C0479
D036528,C0022
D036529,C0464
D036530,C0433
D036531,C0079
D036532,C0370
D036533,C0344
D036534,C0414
D036535,C0023
D036536,C0122
D036537,C0243
D036538,C0032
D036539,C0097
D036540,C0179
D036541,C0288
D036542,C0400
D036543,C0234
D036544,C0497
D036545,C0448
D036546,C0128
D036547,C0047
D036548,C0139
D036549,C0092
D036550,C0360
D036551,C0377
D036552,C0167
D036553,C0130
D036554,C0430
D036555,C0365
D036556,C0493
D036557,C0075
D036558,C0408
D036559,C0437
D036560,C0405
D036561,C0077
D036562,C0077
D036563,C0382
D036564,C0382
D036565,C0100
D036566,C0399
D036567,C0184
D036568,C0213
D036569,C0105
D036570,C0242
D036571,C0437
D036572,C0325
D036573,C0319
D036574,C0486
D036575,C0174
D036576,C0134
D036577,C0217
D036578,C0307
D036579,C0114
D036580,C0077
D036581,C0091
D036582,C0441
D036583,C0114
D036584,C0129
D036585,C0361
D036586,C0130
D036587,C0072
D036588,C0101
D036589,C0278
D036590,C0038
D036591,C0223
D036592,C0407
D036593,C0062
D036594,C0123
D036595,C0187
D036596,C0492
D036597,C0413
D036598,C0121
D036599,C0042
D036600,C0339
D036601,C0412
D036602,C0197
D036603,C0204
D036604,C0093
D036605,C0450
D036606,C0434
D036607,C0486
D036608,C0042
D036609,C0192
D036610,C0321
D036611,C0201
D036612,C0496
D036613,C0192
D036614,C0063
D036615,C0205
D036616,C0202
D036617,C0217
D036618,C0157
D036619,C0146
D036620,C0370
D036621,C0070
D036622,C0225
D036623,C0152
D036624,C0146
D036625,C0393
D036626,C0165
D036627,C0042
D036628,C0174
D036629,C0336
D036630,C0309
D036631,C0156
D036632,C0240
D036633,C0163
D036634,C0085
D036635,C0235
D036636,C0037
D036637,C0339
D036638,C0028
D036639,C0451
D036640,C0134
D036641,C0339
D036642,C0046
D036643,C0475
D036644,C0446
D036645,C0092
D036646,C0466
D036647,C0336
D036648,C0476
D036649,C0485
D036650,C0113
D036651,C0328
D036652,C0494
D036653,C0478
D036654,C0438
D036655,C0051
D036656,C0214
D036657,C0190
D036658,C0258
D036659,C0145
D036660,C0207
D036661,C0329
D036662,C0305
D036663,C0130
D036664,C0167
D036665,C0203
D036666,C0009
D036667,C0453
D036668,C0354
D036669,C0145
D036670,C0100
D036671,C0295
D036672,C0204
D036673,C0403
D036674,C0303
D036675,C0298
D036676,C0108
D036677,C0108
D036678,C0142
D036679,C0341
D036680,C0256
D036681,C0036
D036682,C0420
D036683,C0478
D036684,C0369
D036685,C0287
D036686,C0144
D036687,C0358
D036688,C0239
D036689,C0325
D036690,C0252
D036691,C0027
D036692,C0116
D036693,C0393
D036694,C0371
D036695,C0350
D036696,C0187
D036697,C0242
D036698,C0435
D036699,C0441
D036700,C0352
D036701,C0252
D036702,C0117
D036703,C0118
D036704,C0238
D036705,C0156
D036706,C0155
D036707,C0496
D036708,C0178
D036709,C0216
D036710,C0018
D036711,C0390
D036712,C0286
D036713,C0450
D036714,C0405
D036715,C0265
D036716,C0232
D036717,C0273
D036718,C0490
D036719,C0347
D036720,C0377
D036721,C0017
D036722,C0165
D036723,C0257
D036724,C0075
D036725,C0324
D036726,C0441
D036727,C0329
D036728,C0079
D036729,C0169
D036730,C0096
D036731,C0307
D036732,C0074
D036733,C0065
D036734,C0302
D036735,C0401
D036736,C0295
D036737,C0474
D036738,C0329
D036739,C0243
D036740,C0094
D036741,C0240
D036742,C0308
D036743,C0240
D036744,C0443
D036745,C0268
D036746,C0117
D036747,C0296
D036748,C0317
D036749,C0436
D036750,C0360
D036751,C0270
D036752,C0124
D036753,C0158
D036754,C0065
D036755,C0254
D036756,C0126
D036757,C0185
D036758,C0040
D036759,C0062
D036760,C0219
D036761,C0196
D036762,C0383
D036763,C0187
D036764,C0486
D036765,C0400
D036766,C0257
D036767,C0421
D036768,C0018
D036769,C0471
D036770,C0467
D036771,C0300
D036772,C0224
D036773,C0051
D036774,C0271
D036775,C0197
D036776,C0011
D036777,C0488
D036778,C0456
D036779,C0369
D036780,C0377
D036781,C0445
D036782,C0353
D036783,C0075
D036784,C0042
D036785,C0226
D036786,C0444
D036787,C0101
D036788,C0481
D036789,C0090
D036790,C0119
D036791,C0452
D036792,C0259
D036793,C0366
D036794,C0087
D036795,C0456
D036796,C0291
D036797,C0396
D036798,C0453
D036799,C0118
D036800,C0261
D036801,C0093
D036802,C0329
D036803,C0405
D036804,C0427
D036805,C0007
D036806,C0094
D036807,C0287
D036808,C0135
D036809,C0430
D036810,C0490
D036811,C0452
D036812,C0245
D036813,C0021
D036814,C0407
D036815,C0318
D036816,C0211
D036817,C0154
D036818,C0217
D036819,C0186
D036820,C0491
D036821,C0014
D036822,C0452
D036823,C0488
D036824,C0099
D036825,C0189
D036826,C0108
D036827,C0044
D036828,C0040
D036829,C0499
D036830,C0036
D036831,C0446
D036832,C0404
D036833,C0444
D036834,C0028
D036835,C0361
D036836,C0260
D036837,C0205
D036838,C0316
D036839,C0308
D036840,C0310
D036841,C0075
D036842,C0269
D036843,C0415
D036844,C0211
D036845,C0292
D036846,C0311
D036847,C0099
D036848,C0465
D036849,C0070
D036850,C0024
D036851,C0181
D036852,C0359
D036853,C0250
D036854,C0033
D036855,C0252
D036856,C0456
D036857,C0133
D036858,C0271
D036859,C0197
D036860,C0022
D036861,C0283
D036862,C0295
D036863,C0020
D036864,C0482
D036865,C0076
D036866,C0063
D036867,C0135
D036868,C0411
D036869,C0314
D036870,C0087
D036871,C0246
D036872,C0397
D036873,C0432
D036874,C0405
D036875,C0350
D036876,C0391
D036877,C0156
D036878,C0319
D036879,C0480
D036880,C0233
D036881,C0446
D036882,C0353
D036883,C0124
D036884,C0305
D036885,C0165
D036886,C0197
D036887,C0352
D036888,C0289
D036889,C0252
D036890,C0108
D036891,C0292
D036892,C0001
D036893,C0160
D036894,C0249
D036895,C0492
