merchant_id,risk_id
M19600,R001
M19601,R003
M19602,R003
M19603,R001
M19604,R003
M19605,R003
M19606,R002
M19607,R003
M19608,R003
M19609,R003
M19610,R001
M19611,R001
M19612,R003
M19613,R003
M19614,R002
M19615,R003
M19616,R001
M19617,R003
M19618,R001
M19619,R003
M19620,R001
M19621,R003
M19622,R001
M19623,R001
M19624,R002
M19625,R001
M19626,R003
M19627,R002
M19628,R003
M19629,R001
M19630,R002
M19631,R002
M19632,R001
M19633,R002
M19634,R002
M19635,R001
M19636,R001
M19637,R002
M19638,R002
M19639,R002
M19640,R002
M19641,R002
M19642,R003
M19643,R001
M19644,R003
M19645,R003
M19646,R002
M19647,R003
M19648,R001
M19649,R002
M19650,R001
M19651,R001
M19652,R002
M19653,R002
M19654,R001
M19655,R001
M19656,R001
M19657,R002
M19658,R003
M19659,R002
M19660,R002
M19661,R002
M19662,R002
M19663,R002
M19664,R002
M19665,R001
M19666,R001
M19667,R001
M19668,R003
M19669,R002
M19670,R002
M19671,R003
M19672,R003
M19673,R002
M19674,R002
M19675,R003
M19676,R001
M19677,R001
M19678,R001
M19679,R002
M19680,R001
M19681,R002
M19682,R002
M19683,R001
M19684,R001
M19685,R001
M19686,R002
M19687,R003
M19688,R002
M19689,R003
M19690,R001
M19691,R001
M19692,R003
M19693,R001
M19694,R003
M19695,R002
M19696,R001
M19697,R003
M19698,R002
M19699,R003
M19700,R001
M19701,R001
M19702,R001
M19703,R002
M19704,R003
M19705,R002
M19706,R001
M19707,R002
M19708,R001
M19709,R002
M19710,R003
M19711,R003
M19712,R002
M19713,R002
M19714,R001
M19715,R003
M19716,R001
M19717,R002
M19718,R003
M19719,R002
M19720,R001
M19721,R003
M19722,R001
M19723,R003
M19724,R003
M19725,R002
M19726,R001
M19727,R001
M19728,R001
M19729,R003
M19730,R002
M19731,R001
M19732,R003
M19733,R001
M19734,R001
M19735,R002
M19736,R001
M19737,R001
M19738,R002
M19739,R002
M19740,R001
M19741,R001
M19742,R002
M19743,R001
M19744,R002
M19745,R002
M19746,R003
M19747,R003
M19748,R002
M19749,R001
M19750,R003
M19751,R002
M19752,R001
M19753,R001
M19754,R002
M19755,R003
M19756,R002
M19757,R001
M19758,R003
M19759,R001
M19760,R001
M19761,R003
M19762,R003
M19763,R001
M19764,R003
M19765,R001
M19766,R003
M19767,R003
M19768,R003
M19769,R003
M19770,R001
M19771,R002
M19772,R003
M19773,R003
M19774,R001
M19775,R001
M19776,R002
M19777,R001
M19778,R002
M19779,R001
M19780,R001
M19781,R001
M19782,R002
M19783,R003
M19784,R001
M19785,R001
M19786,R001
M19787,R003
M19788,R003
M19789,R002
M19790,R001
M19791,R003
M19792,R003
M19793,R001
M19794,R002
M19795,R002
M19796,R001
M19797,R003
M19798,R002
M19799,R003
M19800,R003
M19801,R002
M19802,R003
M19803,R001
M19804,R001
M19805,R002
M19806,R001
M19807,R003
M19808,R003
M19809,R002
M19810,R001
M19811,R003
M19812,R002
M19813,R001
M19814,R003
M19815,R003
M19816,R003
M19817,R003
M19818,R003
M19819,R003
M19820,R001
M19821,R002
M19822,R002
M19823,R002
M19824,R002
M19825,R002
M19826,R001
M19827,R001
M19828,R001
M19829,R002
M19830,R002
M19831,R002
M19832,R002
M19833,R001
M19834,R001
M19835,R001
M19836,R001
M19837,R002
M19838,R002
M19839,R003
M19840,R002
M19841,R002
M19842,R003
M19843,R002
M19844,R002
M19845,R002
M19846,R003
M19847,R003
M19848,R001
M19849,R002
M19850,R002
M19851,R002
M19852,R003
M19853,R003
M19854,R001
M19855,R002
M19856,R001
M19857,R003
M19858,R001
M19859,R002
M19860,R002
M19861,R002
M19862,R003
M19863,R003
M19864,R001
M19865,R003
M19866,R002
M19867,R001
M19868,R003
M19869,R001
M19870,R001
M19871,R001
M19872,R003
M19873,R001
M19874,R001
M19875,R003
M19876,R003
M19877,R003
M19878,R001
M19879,R002
M19880,R002
M19881,R002
M19882,R001
M19883,R003
M19884,R001
M19885,R001
M19886,R003
M19887,R002
M19888,R002
M19889,R003
M19890,R001
M19891,R002
M19892,R001
M19893,R001
M19894,R002
M19895,R001
M19896,R003
M19897,R001
M19898,R001
M19899,R002
M19900,R002
M19901,R002
M19902,R003
M19903,R003
M19904,R003
M19905,R003
M19906,R003
M19907,R002
M19908,R002
M19909,R002
M19910,R003
M19911,R002
M19912,R003
M19913,R001
M19914,R001
M19915,R002
M19916,R001
M19917,R002
M19918,R001
M19919,R001
M19920,R002
M19921,R003
M19922,R003
M19923,R002
M19924,R001
M19925,R003
M19926,R002
M19927,R001
M19928,R001
M19929,R003
M19930,R003
M19931,R001
M19932,R001
M19933,R002
M19934,R001
M19935,R001
M19936,R002
M19937,R002
M19938,R001
M19939,R002
M19940,R001
M19941,R002
M19942,R002
M19943,R002
M19944,R002
M19945,R001
M19946,R002
M19947,R001
M19948,R003
M19949,R003
M19950,R002
M19951,R002
M19952,R003
M19953,R001
M19954,R003
M19955,R003
M19956,R003
M19957,R001
M19958,R002
M19959,R001
M19960,R002
M19961,R003
M19962,R002
M19963,R002
M19964,R002
M19965,R003
M19966,R002
M19967,R002
M19968,R001
M19969,R002
M19970,R003
M19971,R001
M19972,R002
M19973,R003
M19974,R001
M19975,R002
M19976,R003
M19977,R002
M19978,R002
M19979,R003
M19980,R002
M19981,R003
M19982,R001
M19983,R003
M19984,R002
M19985,R001
M19986,R001
M19987,R003
M19988,R002
M19989,R002
M19990,R001
M19991,R003
M19992,R003
M19993,R001
M19994,R002
M19995,R001
M19996,R001
M19997,R003
M19998,R003
M19999,R002
M20000,R001
M20001,R002
M20002,R001
M20003,R001
M20004,R001
M20005,R003
M20006,R003
M20007,R003
M20008,R002
M20009,R003
M20010,R001
M20011,R001
M20012,R003
M20013,R002
M20014,R001
M20015,R003
M20016,R002
M20017,R003
M20018,R003
M20019,R001
M20020,R003
M20021,R002
M20022,R003
M20023,R003
M20024,R003
M20025,R001
M20026,R003
M20027,R003
M20028,R002
M20029,R002
M20030,R001
M20031,R001
M20032,R001
M20033,R003
M20034,R001
M20035,R001
M20036,R003
M20037,R003
M20038,R003
M20039,R001
M20040,R002
M20041,R001
M20042,R002
M20043,R002
M20044,R003
M20045,R001
M20046,R002
M20047,R001
M20048,R003
M20049,R001
M20050,R002
M20051,R001
M20052,R003
M20053,R002
M20054,R001
M20055,R003
M20056,R003
M20057,R001
M20058,R003
M20059,R001
M20060,R002
M20061,R003
M20062,R002
M20063,R003
M20064,R002
M20065,R001
M20066,R002
M20067,R003
M20068,R003
M20069,R002
M20070,R001
M20071,R003
M20072,R002
M20073,R001
M20074,R003
M20075,R003
M20076,R003
M20077,R003
M20078,R002
M20079,R002
M20080,R002
M20081,R002
M20082,R001
M20083,R002
M20084,R002
M20085,R001
M20086,R002
M20087,R002
M20088,R002
M20089,R002
M20090,R003
M20091,R001
M20092,R002
M20093,R002
M20094,R003
M20095,R003
M20096,R003
M20097,R002
M20098,R001
M20099,R003
M20100,R003
M20101,R003
M20102,R001
M20103,R003
M20104,R002
M20105,R003
M20106,R003
M20107,R003
M20108,R003
M20109,R001
M20110,R001
M20111,R003
M20112,R003
M20113,R001
M20114,R003
M20115,R001
M20116,R003
M20117,R002
M20118,R002
M20119,R003
M20120,R003
M20121,R003
M20122,R003
M20123,R001
M20124,R001
M20125,R001
M20126,R003
M20127,R002
M20128,R003
M20129,R003
M20130,R002
M20131,R002
M20132,R003
M20133,R001
M20134,R001
M20135,R003
M20136,R002
M20137,R001
M20138,R003
M20139,R003
M20140,R001
M20141,R002
M20142,R002
M20143,R003
M20144,R003
M20145,R003
M20146,R001
M20147,R003
M20148,R002
M20149,R001
M20150,R003
M20151,R003
M20152,R001
M20153,R002
M20154,R002
M20155,R001
M20156,R001
M20157,R002
M20158,R002
M20159,R003
M20160,R002
M20161,R002
M20162,R001
M20163,R002
M20164,R001
M20165,R002
M20166,R002
M20167,R002
M20168,R001
M20169,R002
M20170,R003
M20171,R001
M20172,R003
M20173,R002
M20174,R002
M20175,R002
M20176,R001
M20177,R001
M20178,R001
M20179,R002
M20180,R001
M20181,R003
M20182,R002
M20183,R002
M20184,R001
M20185,R001
M20186,R002
M20187,R001
M20188,R001
M20189,R002
M20190,R003
M20191,R003
M20192,R002
M20193,R003
M20194,R002
M20195,R002
M20196,R002
M20197,R002
M20198,R003
M20199,R001
M20200,R003
M20201,R002
M20202,R002
M20203,R003
M20204,R002
M20205,R003
M20206,R003
M20207,R003
M20208,R002
M20209,R001
M20210,R002
M20211,R002
M20212,R002
M20213,R001
M20214,R002
M20215,R001
M20216,R002
M20217,R001
M20218,R002
M20219,R001
M20220,R003
M20221,R002
M20222,R003
M20223,R001
M20224,R003
M20225,R002
M20226,R001
M20227,R003
M20228,R001
M20229,R002
M20230,R003
M20231,R003
M20232,R001
M20233,R001
M20234,R002
M20235,R003
M20236,R001
M20237,R001
M20238,R001
M20239,R002
M20240,R002
M20241,R002
M20242,R002
M20243,R001
M20244,R001
M20245,R003
M20246,R002
M20247,R002
M20248,R003
M20249,R002
M20250,R001
M20251,R001
M20252,R003
M20253,R002
M20254,R002
M20255,R002
M20256,R001
M20257,R003
M20258,R003
M20259,R002
M20260,R002
M20261,R002
M20262,R003
M20263,R002
M20264,R002
M20265,R001
M20266,R002
M20267,R002
M20268,R003
M20269,R003
M20270,R003
M20271,R002
M20272,R001
M20273,R002
M20274,R001
M20275,R002
M20276,R002
M20277,R003
M20278,R001
M20279,R001
M20280,R001
M20281,R002
M20282,R002
M20283,R001
M20284,R001
M20285,R003
M20286,R001
M20287,R001
M20288,R002
M20289,R001
M20290,R002
M20291,R002
M20292,R001
M20293,R001
M20294,R002
M20295,R001
M20296,R001
M20297,R001
M20298,R001
M20299,R001
M20300,R003
M20301,R003
M20302,R002
M20303,R003
M20304,R002
M20305,R003
M20306,R002
M20307,R002
M20308,R001
M20309,R002
M20310,R003
M20311,R002
M20312,R002
M20313,R002
M20314,R002
M20315,R003
M20316,R002
M20317,R002
M20318,R003
M20319,R003
M20320,R003
M20321,R001
M20322,R003
M20323,R003
M20324,R003
M20325,R001
M20326,R003
M20327,R003
M20328,R003
M20329,R003
M20330,R001
M20331,R002
M20332,R002
M20333,R003
M20334,R003
M20335,R001
M20336,R003
M20337,R002
M20338,R003
M20339,R003
M20340,R001
M20341,R001
M20342,R003
M20343,R001
M20344,R003
M20345,R003
M20346,R003
M20347,R001
M20348,R003
M20349,R001
M20350,R002
M20351,R002
M20352,R001
M20353,R001
M20354,R003
M20355,R002
M20356,R002
M20357,R001
M20358,R001
M20359,R001
M20360,R003
M20361,R003
M20362,R002
M20363,R002
M20364,R001
M20365,R003
M20366,R001
M20367,R001
M20368,R003
M20369,R002
M20370,R003
M20371,R001
M20372,R002
M20373,R003
M20374,R003
M20375,R002
M20376,R003
M20377,R002
M20378,R003
M20379,R002
M20380,R003
M20381,R003
M20382,R003
M20383,R003
M20384,R002
M20385,R002
M20386,R002
M20387,R001
M20388,R003
M20389,R002
M20390,R002
M20391,R001
M20392,R001
M20393,R002
M20394,R001
M20395,R001
M20396,R002
M20397,R001
M20398,R001
M20399,R003
M20400,R003
M20401,R002
M20402,R001
M20403,R002
M20404,R003
M20405,R003
M20406,R002
M20407,R003
M20408,R003
M20409,R002
M20410,R001
M20411,R001
M20412,R002
M20413,R003
M20414,R002
M20415,R002
M20416,R001
M20417,R003
M20418,R003
M20419,R001
M20420,R002
M20421,R003
M20422,R001
M20423,R001
M20424,R003
M20425,R002
M20426,R002
M20427,R002
M20428,R001
M20429,R001
M20430,R002
M20431,R001
M20432,R001
M20433,R002
M20434,R001
M20435,R002
M20436,R002
M20437,R002
M20438,R002
M20439,R001
M20440,R002
M20441,R001
M20442,R002
M20443,R003
M20444,R003
M20445,R001
M20446,R002
M20447,R003
M20448,R002
M20449,R002
M20450,R003
M20451,R001
M20452,R001
M20453,R002
M20454,R002
M20455,R001
M20456,R003
M20457,R001
M20458,R003
M20459,R003
M20460,R001
M20461,R002
M20462,R003
M20463,R003
M20464,R002
M20465,R003
M20466,R003
M20467,R003
M20468,R003
M20469,R001
M20470,R002
M20471,R002
M20472,R002
M20473,R002
M20474,R001
M20475,R001
M20476,R003
M20477,R002
M20478,R001
M20479,R003
M20480,R001
M20481,R001
M20482,R002
M20483,R001
M20484,R002
M20485,R002
M20486,R003
M20487,R003
M20488,R002
M20489,R002
M20490,R001
M20491,R003
M20492,R002
M20493,R003
M20494,R003
M20495,R002
M20496,R003
M20497,R003
M20498,R003
M20499,R001
M20500,R002
M20501,R003
M20502,R001
M20503,R003
M20504,R003
M20505,R003
M20506,R001
M20507,R002
M20508,R001
M20509,R003
M20510,R002
M20511,R003
M20512,R001
M20513,R002
M20514,R001
M20515,R001
M20516,R001
M20517,R003
M20518,R002
M20519,R003
M20520,R003
M20521,R003
M20522,R003
M20523,R001
M20524,R001
M20525,R002
M20526,R001
M20527,R002
M20528,R001
M20529,R001
M20530,R001
M20531,R002
M20532,R001
M20533,R001
M20534,R003
M20535,R001
M20536,R003
M20537,R002
M20538,R001
M20539,R002
M20540,R003
M20541,R002
M20542,R002
M20543,R001
M20544,R003
M20545,R001
M20546,R003
M20547,R002
M20548,R002
M20549,R002
M20550,R002
M20551,R002
M20552,R003
M20553,R002
M20554,R002
M20555,R003
M20556,R002
M20557,R002
M20558,R003
M20559,R003
M20560,R002
M20561,R001
M20562,R002
M20563,R003
M20564,R002
M20565,R003
M20566,R001
M20567,R003
M20568,R001
M20569,R003
M20570,R003
M20571,R002
M20572,R002
M20573,R001
M20574,R001
M20575,R003
M20576,R003
M20577,R002
M20578,R003
M20579,R001
M20580,R002
M20581,R003
M20582,R003
M20583,R003
M20584,R002
M20585,R003
M20586,R001
M20587,R001
M20588,R002
M20589,R001
M20590,R001
M20591,R001
M20592,R002
M20593,R001
M20594,R003
M20595,R001
M20596,R001
M20597,R002
M20598,R001
M20599,R003
M20600,R003
M20601,R001
M20602,R003
M20603,R002
M20604,R002
M20605,R003
M20606,R003
M20607,R003
M20608,R001
M20609,R002
M20610,R002
M20611,R003
M20612,R002
M20613,R002
M20614,R003
M20615,R003
M20616,R003
M20617,R001
M20618,R001
M20619,R002
M20620,R003
M20621,R002
M20622,R003
M20623,R003
M20624,R003
M20625,R003
M20626,R001
M20627,R001
M20628,R003
M20629,R001
M20630,R003
M20631,R002
M20632,R003
M20633,R003
M20634,R002
M20635,R001
M20636,R002
M20637,R002
M20638,R001
M20639,R001
M20640,R001
M20641,R002
M20642,R003
M20643,R002
M20644,R002
M20645,R002
M20646,R001
M20647,R003
M20648,R001
M20649,R001
M20650,R003
M20651,R002
M20652,R003
M20653,R002
M20654,R003
M20655,R001
M20656,R001
M20657,R002
M20658,R003
M20659,R003
M20660,R002
M20661,R001
M20662,R003
M20663,R003
M20664,R002
M20665,R001
M20666,R003
M20667,R003
M20668,R002
M20669,R001
M20670,R002
M20671,R003
M20672,R003
M20673,R001
M20674,R003
M20675,R002
M20676,R002
M20677,R001
M20678,R003
M20679,R001
M20680,R002
M20681,R003
M20682,R003
M20683,R001
M20684,R001
M20685,R001
M20686,R002
M20687,R002
M20688,R003
M20689,R002
M20690,R003
M20691,R002
M20692,R003
M20693,R002
M20694,R003
M20695,R001
M20696,R002
M20697,R003
M20698,R002
M20699,R002
M20700,R003
M20701,R001
M20702,R001
M20703,R003
M20704,R002
M20705,R003
M20706,R003
M20707,R003
M20708,R003
M20709,R001
M20710,R003
M20711,R001
M20712,R002
M20713,R002
M20714,R003
M20715,R003
M20716,R001
M20717,R003
M20718,R003
M20719,R001
M20720,R001
M20721,R003
M20722,R002
M20723,R003
M20724,R003
M20725,R002
M20726,R002
M20727,R003
M20728,R003
M20729,R001
M20730,R002
M20731,R001
M20732,R002
M20733,R003
M20734,R003
M20735,R003
M20736,R001
M20737,R003
M20738,R003
M20739,R003
M20740,R001
M20741,R001
M20742,R001
M20743,R001
M20744,R001
M20745,R001
M20746,R003
M20747,R002
M20748,R002
M20749,R003
M20750,R001
M20751,R001
M20752,R001
M20753,R003
M20754,R003
M20755,R003
M20756,R001
M20757,R001
M20758,R003
M20759,R003
M20760,R002
M20761,R001
M20762,R001
M20763,R001
M20764,R003
M20765,R002
M20766,R002
M20767,R001
M20768,R001
M20769,R003
M20770,R001
M20771,R001
M20772,R002
M20773,R003
M20774,R001
M20775,R002
M20776,R002
M20777,R001
M20778,R003
M20779,R001
M20780,R002
M20781,R001
M20782,R002
M20783,R001
M20784,R003
M20785,R002
M20786,R001
M20787,R002
M20788,R002
M20789,R002
M20790,R002
M20791,R003
M20792,R002
M20793,R002
M20794,R003
M20795,R001
M20796,R002
M20797,R003
M20798,R002
M20799,R001
M20800,R001
M20801,R001
M20802,R003
M20803,R002
M20804,R003
M20805,R003
M20806,R001
M20807,R001
M20808,R003
M20809,R001
M20810,R002
M20811,R003
M20812,R001
M20813,R003
M20814,R001
M20815,R002
M20816,R001
M20817,R001
M20818,R002
M20819,R001
M20820,R002
M20821,R002
M20822,R001
M20823,R002
M20824,R002
M20825,R001
M20826,R002
M20827,R003
M20828,R003
M20829,R003
M20830,R002
M20831,R003
M20832,R001
M20833,R003
M20834,R002
M20835,R002
M20836,R002
M20837,R003
M20838,R003
M20839,R003
M20840,R003
M20841,R002
M20842,R002
M20843,R001
M20844,R002
M20845,R003
M20846,R003
M20847,R001
M20848,R001
M20849,R002
M20850,R002
M20851,R003
M20852,R001
M20853,R001
M20854,R003
M20855,R002
M20856,R001
M20857,R003
M20858,R001
M20859,R003
M20860,R002
M20861,R001
M20862,R001
M20863,R002
M20864,R002
M20865,R003
M20866,R001
M20867,R002
M20868,R002
M20869,R003
M20870,R001
M20871,R001
M20872,R001
M20873,R003
M20874,R003
M20875,R001
M20876,R002
M20877,R003
M20878,R002
M20879,R003
M20880,R003
M20881,R002
M20882,R002
M20883,R003
M20884,R002
M20885,R003
M20886,R002
M20887,R003
M20888,R002
M20889,R003
M20890,R001
M20891,R001
M20892,R002
M20893,R002
M20894,R002
M20895,R002
M20896,R003
M20897,R003
M20898,R002
M20899,R003
M20900,R003
M20901,R001
M20902,R003
M20903,R002
M20904,R001
M20905,R001
M20906,R001
M20907,R003
M20908,R003
M20909,R003
M20910,R001
M20911,R003
M20912,R003
M20913,R003
M20914,R003
M20915,R002
M20916,R003
M20917,R003
M20918,R003
M20919,R003
M20920,R002
M20921,R003
M20922,R001
M20923,R001
M20924,R003
M20925,R003
M20926,R001
M20927,R002
M20928,R001
M20929,R001
M20930,R003
M20931,R003
M20932,R001
M20933,R002
M20934,R003
M20935,R003
M20936,R002
M20937,R001
M20938,R003
M20939,R001
M20940,R002
M20941,R001
M20942,R001
M20943,R002
M20944,R003
M20945,R001
M20946,R003
M20947,R002
M20948,R002
M20949,R002
M20950,R002
M20951,R001
M20952,R001
M20953,R002
M20954,R001
M20955,R002
M20956,R002
M20957,R002
M20958,R002
M20959,R001
M20960,R003
M20961,R002
M20962,R001
M20963,R002
M20964,R003
M20965,R003
M20966,R002
M20967,R002
M20968,R003
M20969,R003
M20970,R002
M20971,R001
M20972,R003
M20973,R003
M20974,R003
M20975,R002
M20976,R001
M20977,R001
M20978,R003
M20979,R002
M20980,R002
M20981,R001
M20982,R001
M20983,R002
M20984,R002
M20985,R002
M20986,R001
M20987,R003
M20988,R001
M20989,R003
M20990,R003
M20991,R003
M20992,R003
M20993,R001
M20994,R003
M20995,R002
M20996,R002
M20997,R003
M20998,R001
M20999,R002
M21000,R003
M21001,R001
M21002,R001
M21003,R001
M21004,R001
M21005,R001
M21006,R001
M21007,R001
M21008,R001
M21009,R002
M21010,R001
M21011,R003
M21012,R002
M21013,R002
M21014,R003
M21015,R002
M21016,R003
M21017,R001
M21018,R002
M21019,R001
M21020,R001
M21021,R001
M21022,R001
M21023,R002
M21024,R002
M21025,R001
M21026,R001
M21027,R001
M21028,R003
M21029,R003
M21030,R002
M21031,R003
M21032,R001
M21033,R002
M21034,R003
M21035,R002
M21036,R001
M21037,R002
M21038,R002
M21039,R003
M21040,R003
M21041,R003
M21042,R001
M21043,R001
M21044,R001
M21045,R001
M21046,R001
M21047,R001
M21048,R002
M21049,R002
M21050,R001
M21051,R002
M21052,R003
M21053,R002
M21054,R003
M21055,R002
M21056,R002
M21057,R001
M21058,R003
M21059,R002
M21060,R003
M21061,R002
M21062,R003
M21063,R002
M21064,R001
M21065,R001
M21066,R002
M21067,R003
M21068,R002
M21069,R002
M21070,R001
M21071,R002
M21072,R003
M21073,R003
M21074,R003
M21075,R002
M21076,R003
M21077,R002
M21078,R003
M21079,R001
M21080,R002
M21081,R001
M21082,R003
M21083,R003
M21084,R002
M21085,R001
M21086,R003
M21087,R002
M21088,R001
M21089,R001
M21090,R001
M21091,R002
M21092,R002
M21093,R001
M21094,R003
M21095,R003
M21096,R003
M21097,R001
M21098,R001
M21099,R001
M21100,R003
M21101,R001
M21102,R002
M21103,R001
M21104,R001
M21105,R002
M21106,R002
M21107,R003
M21108,R003
M21109,R003
M21110,R001
M21111,R003
M21112,R001
M21113,R001
M21114,R002
M21115,R003
M21116,R002
M21117,R003
M21118,R002
M21119,R001
M21120,R002
M21121,R003
M21122,R001
M21123,R003
M21124,R003
M21125,R001
M21126,R002
M21127,R002
M21128,R003
M21129,R002
M21130,R003
M21131,R003
M21132,R001
M21133,R001
M21134,R001
M21135,R001
M21136,R003
M21137,R001
M21138,R002
M21139,R003
M21140,R001
M21141,R002
M21142,R002
M21143,R002
M21144,R001
M21145,R001
M21146,R002
M21147,R002
M21148,R002
M21149,R002
M21150,R002
M21151,R002
M21152,R003
M21153,R002
M21154,R003
M21155,R001
M21156,R001
M21157,R003
M21158,R001
M21159,R003
M21160,R003
M21161,R001
M21162,R003
M21163,R001
M21164,R002
M21165,R002
M21166,R003
M21167,R003
M21168,R002
M21169,R003
M21170,R002
M21171,R002
M21172,R002
M21173,R002
M21174,R003
M21175,R001
M21176,R002
M21177,R001
M21178,R002
M21179,R003
M21180,R002
M21181,R003
M21182,R001
M21183,R003
M21184,R002
M21185,R003
M21186,R003
M21187,R003
M21188,R003
M21189,R001
M21190,R001
M21191,R002
M21192,R002
M21193,R003
M21194,R002
M21195,R003
M21196,R003
M21197,R002
M21198,R001
M21199,R001
M21200,R001
M21201,R001
M21202,R001
M21203,R001
M21204,R003
M21205,R002
M21206,R003
M21207,R001
M21208,R002
M21209,R001
M21210,R001
M21211,R003
M21212,R002
M21213,R003
M21214,R003
M21215,R003
M21216,R002
M21217,R001
M21218,R002
M21219,R001
M21220,R003
M21221,R001
M21222,R003
M21223,R002
M21224,R002
M21225,R002
M21226,R003
M21227,R002
M21228,R002
M21229,R002
M21230,R001
M21231,R001
M21232,R001
M21233,R003
M21234,R001
M21235,R001
M21236,R001
M21237,R003
M21238,R002
M21239,R002
M21240,R001
M21241,R001
M21242,R003
M21243,R003
M21244,R001
M21245,R002
M21246,R003
M21247,R003
M21248,R003
M21249,R002
M21250,R002
M21251,R003
M21252,R002
M21253,R002
M21254,R002
M21255,R003
M21256,R003
M21257,R003
M21258,R002
M21259,R002
M21260,R002
M21261,R003
M21262,R003
M21263,R003
M21264,R003
M21265,R003
M21266,R001
M21267,R002
M21268,R003
M21269,R002
M21270,R003
M21271,R003
M21272,R002
M21273,R002
M21274,R003
M21275,R001
M21276,R001
M21277,R002
M21278,R003
M21279,R003
M21280,R003
M21281,R001
M21282,R001
M21283,R001
M21284,R002
M21285,R002
M21286,R001
M21287,R002
M21288,R002
M21289,R003
M21290,R001
M21291,R002
M21292,R003
M21293,R003
M21294,R001
M21295,R003
M21296,R003
M21297,R003
M21298,R001
M21299,R002
M21300,R001
M21301,R003
M21302,R002
M21303,R002
M21304,R002
M21305,R001
M21306,R003
M21307,R001
M21308,R001
M21309,R001
M21310,R003
M21311,R001
M21312,R003
M21313,R001
M21314,R003
M21315,R002
M21316,R002
M21317,R002
M21318,R003
M21319,R002
M21320,R001
M21321,R003
M21322,R002
M21323,R001
M21324,R001
M21325,R002
M21326,R003
M21327,R003
M21328,R002
M21329,R002
M21330,R001
M21331,R002
M21332,R001
M21333,R002
M21334,R002
M21335,R001
M21336,R002
M21337,R001
M21338,R003
M21339,R002
M21340,R001
M21341,R003
M21342,R003
M21343,R003
M21344,R001
M21345,R002
M21346,R002
M21347,R001
M21348,R001
M21349,R003
M21350,R001
M21351,R002
M21352,R001
M21353,R003
M21354,R001
M21355,R001
M21356,R001
M21357,R001
M21358,R003
M21359,R001
M21360,R003
M21361,R002
M21362,R001
M21363,R002
M21364,R002
M21365,R002
M21366,R001
M21367,R001
M21368,R001
M21369,R003
M21370,R002
M21371,R001
M21372,R003
M21373,R003
M21374,R001
M21375,R002
M21376,R001
M21377,R002
M21378,R002
M21379,R001
M21380,R002
M21381,R002
M21382,R002
M21383,R001
M21384,R003
M21385,R002
M21386,R002
M21387,R002
M21388,R002
M21389,R002
M21390,R001
M21391,R003
M21392,R001
M21393,R001
M21394,R002
M21395,R002
M21396,R002
M21397,R003
M21398,R003
M21399,R002
M21400,R001
M21401,R002
M21402,R003
M21403,R002
M21404,R003
M21405,R001
M21406,R002
M21407,R003
M21408,R003
M21409,R003
M21410,R001
M21411,R002
M21412,R003
M21413,R003
M21414,R002
M21415,R002
M21416,R003
M21417,R001
M21418,R002
M21419,R002
M21420,R003
M21421,R002
M21422,R002
M21423,R001
M21424,R001
M21425,R003
M21426,R001
M21427,R003
M21428,R002
M21429,R002
M21430,R003
M21431,R003
M21432,R003
M21433,R002
M21434,R001
M21435,R002
M21436,R002
M21437,R001
M21438,R001
M21439,R001
M21440,R003
M21441,R003
M21442,R002
M21443,R002
M21444,R001
M21445,R001
M21446,R002
M21447,R001
M21448,R001
M21449,R002
M21450,R001
M21451,R003
M21452,R001
M21453,R003
M21454,R002
M21455,R002
M21456,R002
M21457,R002
M21458,R001
M21459,R003
M21460,R003
M21461,R002
M21462,R003
M21463,R001
M21464,R003
M21465,R003
M21466,R001
M21467,R001
M21468,R003
M21469,R002
M21470,R001
M21471,R003
M21472,R003
M21473,R003
M21474,R001
M21475,R002
M21476,R001
M21477,R002
M21478,R001
M21479,R001
M21480,R003
M21481,R003
M21482,R002
M21483,R003
M21484,R002
M21485,R001
M21486,R001
M21487,R002
M21488,R002
M21489,R003
M21490,R002
M21491,R001
M21492,R001
M21493,R003
M21494,R001
M21495,R003
M21496,R002
M21497,R003
M21498,R002
M21499,R001
M21500,R002
M21501,R002
M21502,R001
M21503,R002
M21504,R002
M21505,R001
M21506,R001
M21507,R003
M21508,R002
M21509,R001
M21510,R003
M21511,R003
M21512,R001
M21513,R003
M21514,R003
M21515,R001
M21516,R003
M21517,R001
M21518,R001
M21519,R001
M21520,R001
M21521,R003
M21522,R002
M21523,R002
M21524,R001
M21525,R001
M21526,R002
M21527,R002
M21528,R001
M21529,R001
M21530,R001
M21531,R001
M21532,R001
M21533,R003
M21534,R001
M21535,R001
M21536,R002
M21537,R002
M21538,R001
M21539,R002
M21540,R001
M21541,R001
M21542,R001
M21543,R001
M21544,R002
M21545,R003
M21546,R003
M21547,R003
M21548,R002
M21549,R003
M21550,R001
M21551,R003
M21552,R003
M21553,R001
M21554,R002
M21555,R003
M21556,R002
M21557,R001
M21558,R003
M21559,R002
M21560,R001
M21561,R002
M21562,R002
M21563,R003
M21564,R003
M21565,R001
M21566,R001
M21567,R003
M21568,R002
M21569,R003
M21570,R002
M21571,R003
M21572,R002
M21573,R003
M21574,R002
M21575,R001
M21576,R003
M21577,R002
M21578,R001
M21579,R002
M21580,R001
M21581,R002
M21582,R002
M21583,R002
M21584,R003
M21585,R002
M21586,R003
M21587,R002
M21588,R003
M21589,R003
M21590,R001
M21591,R001
M21592,R003
M21593,R001
M21594,R002
M21595,R003
M21596,R002
M21597,R001
