application_id,approval_id
A023395,AP009970
A023396,AP045868
A023397,AP039752
A023398,AP008186
A023399,AP042565
A023400,AP045640
A023401,AP011513
A023402,AP014074
A023403,AP035093
A023404,AP021575
A023405,AP036474
A023406,AP010469
A023407,AP036685
A023408,AP037564
A023409,AP045230
A023410,AP018056
A023411,AP038229
A023412,AP047182
A023413,AP028800
A023414,AP048799
A023415,AP047406
A023416,AP032246
A023417,AP017535
A023418,AP034616
A023419,AP025434
A023420,AP047489
A023421,AP042859
A023422,AP043741
A023423,AP026109
A023424,AP003846
A023425,AP033693
A023426,AP042836
A023427,AP009425
A023428,AP000669
A023429,AP002280
A023430,AP014567
A023431,AP013965
A023432,AP016647
A023433,AP007965
A023434,AP017897
A023435,AP011599
A023436,AP028091
A023437,AP035427
A023438,AP025768
A023439,AP016714
A023440,AP039884
A023441,AP004688
A023442,AP025157
A023443,AP008262
A023444,AP014935
A023445,AP019583
A023446,AP006958
A023447,AP015725
A023448,AP014565
A023449,AP041586
A023450,AP021691
A023451,AP018491
A023452,AP046269
A023453,AP018305
A023454,AP040082
A023455,AP009003
A023456,AP048691
A023457,AP004101
A023458,AP008138
A023459,AP009722
A023460,AP001799
A023461,AP034992
A023462,AP016586
A023463,AP034675
A023464,AP025253
A023465,AP033479
A023466,AP022638
A023467,AP009028
A023468,AP008839
A023469,AP029214
A023470,AP005722
A023471,AP035205
A023472,AP021498
A023473,AP027045
A023474,AP042747
A023475,AP042691
A023476,AP049832
A023477,AP049038
A023478,AP002151
A023479,AP028434
A023480,AP033540
A023481,AP014725
A023482,AP013354
A023483,AP010561
A023484,AP042316
A023485,AP038925
A023486,AP020579
A023487,AP022706
A023488,AP009262
A023489,AP033582
A023490,AP035753
A023491,AP020901
A023492,AP027327
A023493,AP048042
A023494,AP009929
A023495,AP000740
A023496,AP045233
A023497,AP038845
A023498,AP048181
A023499,AP001172
A023500,AP011332
A023501,AP013725
A023502,AP032286
A023503,AP016144
A023504,AP024958
A023505,AP046014
A023506,AP010095
A023507,AP017727
A023508,AP014550
A023509,AP029387
A023510,AP044523
A023511,AP022584
A023512,AP032021
A023513,AP042182
A023514,AP007414
A023515,AP040718
A023516,AP032363
A023517,AP006751
A023518,AP022974
A023519,AP022218
A023520,AP039826
A023521,AP001402
A023522,AP002145
A023523,AP020897
A023524,AP010484
A023525,AP040356
A023526,AP013201
A023527,AP022533
A023528,AP041935
A023529,AP012365
A023530,AP036305
A023531,AP006761
A023532,AP044759
A023533,AP043383
A023534,AP022805
A023535,AP010594
A023536,AP015007
A023537,AP047744
A023538,AP001576
A023539,AP041294
A023540,AP008756
A023541,AP005845
A023542,AP028317
A023543,AP029733
A023544,AP022290
A023545,AP005837
A023546,AP030418
A023547,AP018676
A023548,AP045370
A023549,AP032739
A023550,AP017878
A023551,AP047690
A023552,AP011468
A023553,AP024563
A023554,AP037985
A023555,AP022825
A023556,AP034474
A023557,AP017077
A023558,AP034500
A023559,AP000971
A023560,AP003431
A023561,AP047719
A023562,AP037914
A023563,AP047292
A023564,AP010871
A023565,AP047141
A023566,AP020833
A023567,AP034407
A023568,AP027416
A023569,AP046910
A023570,AP003175
A023571,AP008974
A023572,AP034148
A023573,AP034304
A023574,AP005575
A023575,AP040824
A023576,AP025895
A023577,AP042380
A023578,AP029564
A023579,AP026290
A023580,AP030543
A023581,AP025019
A023582,AP040357
A023583,AP040520
A023584,AP016975
A023585,AP023737
A023586,AP024783
A023587,AP012282
A023588,AP014870
A023589,AP042045
A023590,AP035958
A023591,AP028706
A023592,AP047118
A023593,AP011392
A023594,AP033132
A023595,AP011109
A023596,AP006149
A023597,AP020721
A023598,AP002577
A023599,AP037066
A023600,AP005589
A023601,AP000913
A023602,AP018046
A023603,AP004081
A023604,AP028972
A023605,AP000721
A023606,AP032246
A023607,AP025931
A023608,AP021865
A023609,AP025747
A023610,AP015471
A023611,AP028960
A023612,AP040468
A023613,AP015729
A023614,AP032501
A023615,AP016077
A023616,AP016568
A023617,AP015805
A023618,AP005463
A023619,AP016192
A023620,AP018532
A023621,AP047732
A023622,AP000228
A023623,AP043069
A023624,AP027709
A023625,AP009684
A023626,AP005546
A023627,AP012359
A023628,AP030529
A023629,AP046876
A023630,AP000518
A023631,AP012222
A023632,AP042788
A023633,AP017422
A023634,AP004475
A023635,AP038771
A023636,AP045520
A023637,AP032336
A023638,AP035914
A023639,AP043561
A023640,AP007381
A023641,AP020976
A023642,AP047331
A023643,AP034358
A023644,AP000325
A023645,AP046321
A023646,AP019992
A023647,AP036384
A023648,AP034955
A023649,AP018640
A023650,AP002655
A023651,AP009782
A023652,AP026565
A023653,AP033457
A023654,AP035658
A023655,AP034683
A023656,AP035401
A023657,AP029233
A023658,AP037699
A023659,AP016263
A023660,AP046207
A023661,AP018285
A023662,AP026851
A023663,AP048458
A023664,AP009283
A023665,AP048814
A023666,AP006598
A023667,AP042418
A023668,AP027239
A023669,AP041845
A023670,AP015888
A023671,AP003576
A023672,AP043547
A023673,AP024845
A023674,AP027507
A023675,AP043585
A023676,AP020282
A023677,AP015427
A023678,AP013144
A023679,AP036749
A023680,AP021395
A023681,AP047367
A023682,AP042467
A023683,AP004223
A023684,AP042179
A023685,AP041199
A023686,AP008532
A023687,AP007507
A023688,AP013498
A023689,AP009355
A023690,AP024474
A023691,AP007129
A023692,AP045715
A023693,AP024345
A023694,AP047011
A023695,AP045673
A023696,AP030890
A023697,AP006961
A023698,AP015699
A023699,AP001410
A023700,AP016651
A023701,AP049441
A023702,AP038960
A023703,AP006908
A023704,AP032613
A023705,AP040912
A023706,AP029591
A023707,AP035291
A023708,AP014006
A023709,AP037636
A023710,AP045463
A023711,AP011387
A023712,AP034675
A023713,AP023219
A023714,AP042648
A023715,AP004135
A023716,AP021705
A023717,AP023872
A023718,AP008011
A023719,AP019143
A023720,AP002854
A023721,AP026911
A023722,AP047453
A023723,AP045955
A023724,AP031392
A023725,AP038063
A023726,AP000802
A023727,AP006074
A023728,AP019554
A023729,AP041858
A023730,AP016386
A023731,AP019361
A023732,AP009619
A023733,AP038198
A023734,AP023228
A023735,AP010470
A023736,AP022432
A023737,AP017046
A023738,AP038671
A023739,AP019987
A023740,AP036206
A023741,AP008006
A023742,AP013056
A023743,AP024456
A023744,AP044136
A023745,AP034045
A023746,AP007815
A023747,AP027999
A023748,AP047180
A023749,AP016075
A023750,AP024792
A023751,AP016959
A023752,AP044617
A023753,AP047768
A023754,AP038336
A023755,AP022994
A023756,AP043163
A023757,AP035799
A023758,AP019104
A023759,AP037347
A023760,AP000451
A023761,AP033690
A023762,AP042730
A023763,AP035494
A023764,AP028584
A023765,AP046660
A023766,AP032126
A023767,AP029125
A023768,AP035406
A023769,AP014014
A023770,AP013300
A023771,AP046914
A023772,AP024858
A023773,AP028258
A023774,AP012815
A023775,AP041234
A023776,AP006215
A023777,AP007630
A023778,AP041691
A023779,AP009625
A023780,AP005990
A023781,AP041817
A023782,AP015560
A023783,AP013183
A023784,AP000194
A023785,AP032376
A023786,AP009391
A023787,AP035239
A023788,AP001461
A023789,AP000998
A023790,AP026074
A023791,AP029227
A023792,AP044573
A023793,AP026342
A023794,AP026648
A023795,AP008587
A023796,AP044301
A023797,AP004628
A023798,AP019545
A023799,AP022472
A023800,AP028270
A023801,AP003731
A023802,AP020888
A023803,AP022705
A023804,AP015274
A023805,AP011831
A023806,AP003054
A023807,AP039803
A023808,AP040366
A023809,AP008533
A023810,AP021005
A023811,AP039556
A023812,AP008951
A023813,AP045840
A023814,AP007876
A023815,AP044679
A023816,AP021136
A023817,AP043048
A023818,AP000206
A023819,AP038993
A023820,AP003128
A023821,AP015144
A023822,AP011738
A023823,AP026047
A023824,AP025058
A023825,AP006461
A023826,AP007556
A023827,AP035212
A023828,AP040593
A023829,AP020830
A023830,AP041463
A023831,AP016785
A023832,AP037437
A023833,AP005130
A023834,AP010881
A023835,AP003928
A023836,AP012816
A023837,AP043943
A023838,AP047456
A023839,AP021450
A023840,AP007696
A023841,AP045350
A023842,AP035093
A023843,AP048064
A023844,AP019331
A023845,AP024341
A023846,AP033332
A023847,AP047147
A023848,AP012439
A023849,AP033147
A023850,AP024128
A023851,AP007395
A023852,AP039168
A023853,AP046772
A023854,AP032915
A023855,AP049557
A023856,AP037969
A023857,AP044229
A023858,AP040269
A023859,AP022086
A023860,AP015676
A023861,AP019731
A023862,AP034094
A023863,AP038047
A023864,AP040189
A023865,AP002524
A023866,AP042851
A023867,AP023902
A023868,AP031938
A023869,AP035113
A023870,AP021919
A023871,AP014309
A023872,AP007341
A023873,AP026941
A023874,AP041311
A023875,AP031510
A023876,AP007695
A023877,AP036920
A023878,AP025763
A023879,AP024669
A023880,AP012241
A023881,AP008206
A023882,AP042001
A023883,AP022319
A023884,AP001145
A023885,AP040219
A023886,AP039518
A023887,AP049918
A023888,AP045598
A023889,AP014693
A023890,AP032970
A023891,AP003203
A023892,AP045142
A023893,AP025630
A023894,AP034032
A023895,AP016220
A023896,AP011127
A023897,AP003497
A023898,AP042448
A023899,AP029217
A023900,AP028046
A023901,AP004187
A023902,AP006363
A023903,AP030260
A023904,AP011694
A023905,AP037626
A023906,AP003896
A023907,AP001069
A023908,AP046696
A023909,AP043108
A023910,AP010003
A023911,AP006868
A023912,AP022731
A023913,AP006381
A023914,AP021739
A023915,AP011373
A023916,AP029843
A023917,AP029176
A023918,AP016457
A023919,AP037271
A023920,AP002126
A023921,AP041356
A023922,AP025911
A023923,AP022213
A023924,AP037892
A023925,AP040921
A023926,AP034739
A023927,AP022986
A023928,AP006901
A023929,AP012091
A023930,AP036954
A023931,AP030796
A023932,AP047075
A023933,AP049630
A023934,AP014997
A023935,AP029629
A023936,AP000670
A023937,AP010010
A023938,AP011572
A023939,AP004333
A023940,AP000784
A023941,AP022510
A023942,AP018920
A023943,AP042913
A023944,AP011379
A023945,AP022842
A023946,AP012634
A023947,AP011577
A023948,AP038488
A023949,AP002133
A023950,AP008010
A023951,AP009138
A023952,AP034292
A023953,AP035405
A023954,AP042966
A023955,AP045310
A023956,AP046455
A023957,AP013206
A023958,AP027636
A023959,AP049153
A023960,AP017492
A023961,AP025633
A023962,AP012512
A023963,AP020772
A023964,AP034934
A023965,AP007071
A023966,AP043145
A023967,AP006772
A023968,AP031187
A023969,AP014860
A023970,AP044453
A023971,AP042757
A023972,AP039385
A023973,AP038973
A023974,AP037620
A023975,AP004022
A023976,AP000788
A023977,AP019290
A023978,AP046441
A023979,AP017848
A023980,AP023314
A023981,AP020240
A023982,AP016760
A023983,AP043432
A023984,AP032422
A023985,AP036471
A023986,AP040835
A023987,AP008630
A023988,AP015170
A023989,AP013570
A023990,AP031659
A023991,AP028545
A023992,AP004605
A023993,AP011197
A023994,AP009821
A023995,AP009527
A023996,AP025920
A023997,AP041506
A023998,AP026032
A023999,AP045656
A024000,AP044710
A024001,AP012160
A024002,AP001709
A024003,AP047948
A024004,AP024001
A024005,AP016745
A024006,AP005540
A024007,AP013561
A024008,AP023040
A024009,AP008190
A024010,AP024723
A024011,AP034250
A024012,AP006830
A024013,AP039647
A024014,AP006843
A024015,AP031945
A024016,AP020755
A024017,AP034535
A024018,AP004133
A024019,AP048098
A024020,AP009573
A024021,AP038795
A024022,AP047946
A024023,AP026012
A024024,AP030015
A024025,AP010725
A024026,AP034220
A024027,AP007505
A024028,AP017212
A024029,AP003343
A024030,AP012191
A024031,AP041136
A024032,AP016006
A024033,AP013588
A024034,AP033811
A024035,AP020279
A024036,AP048121
A024037,AP034279
A024038,AP047516
A024039,AP028350
A024040,AP019604
A024041,AP003638
A024042,AP024620
A024043,AP029139
A024044,AP037972
A024045,AP043669
A024046,AP021634
A024047,AP027853
A024048,AP009699
A024049,AP047089
A024050,AP040320
A024051,AP000537
A024052,AP025554
A024053,AP040499
A024054,AP035984
A024055,AP007109
A024056,AP006381
A024057,AP023882
A024058,AP017427
A024059,AP017911
A024060,AP009418
A024061,AP030897
A024062,AP020725
A024063,AP026600
A024064,AP007078
A024065,AP046652
A024066,AP039939
A024067,AP049200
A024068,AP021688
A024069,AP042404
A024070,AP010163
A024071,AP043205
A024072,AP011153
A024073,AP038973
A024074,AP044316
A024075,AP040690
A024076,AP025175
A024077,AP044339
A024078,AP010428
A024079,AP044075
A024080,AP047415
A024081,AP018262
A024082,AP005698
A024083,AP031643
A024084,AP044059
A024085,AP009621
A024086,AP014870
A024087,AP027915
A024088,AP047214
A024089,AP001269
A024090,AP028655
A024091,AP049755
A024092,AP014470
A024093,AP003487
A024094,AP026586
A024095,AP041750
A024096,AP041254
A024097,AP038341
A024098,AP027581
A024099,AP040805
A024100,AP041763
A024101,AP038623
A024102,AP028547
A024103,AP019514
A024104,AP031852
A024105,AP003558
A024106,AP023955
A024107,AP044068
A024108,AP038432
A024109,AP046584
A024110,AP024028
A024111,AP047883
A024112,AP047164
A024113,AP012786
A024114,AP018238
A024115,AP044388
A024116,AP023498
A024117,AP034707
A024118,AP043677
A024119,AP024790
A024120,AP033382
A024121,AP002589
A024122,AP018448
A024123,AP001698
A024124,AP021270
A024125,AP012333
A024126,AP047855
A024127,AP026146
A024128,AP030485
A024129,AP002588
A024130,AP019195
A024131,AP029763
A024132,AP030222
A024133,AP017294
A024134,AP019210
A024135,AP033461
A024136,AP008040
A024137,AP043070
A024138,AP015154
A024139,AP029218
A024140,AP018601
A024141,AP040754
A024142,AP025138
A024143,AP009509
A024144,AP035989
A024145,AP017631
A024146,AP022827
A024147,AP040033
A024148,AP034130
A024149,AP004983
A024150,AP034089
A024151,AP024880
A024152,AP030994
A024153,AP047974
A024154,AP011428
A024155,AP041411
A024156,AP025096
A024157,AP047197
A024158,AP000871
A024159,AP030464
A024160,AP042644
A024161,AP015351
A024162,AP016655
A024163,AP009391
A024164,AP034955
A024165,AP010077
A024166,AP023618
A024167,AP010470
A024168,AP022167
A024169,AP035469
A024170,AP030472
A024171,AP019032
A024172,AP025080
A024173,AP028828
A024174,AP005129
A024175,AP032485
A024176,AP040479
A024177,AP003721
A024178,AP033911
A024179,AP039203
A024180,AP008009
A024181,AP002500
A024182,AP003525
A024183,AP005113
A024184,AP049905
A024185,AP021225
A024186,AP036216
A024187,AP020108
A024188,AP009959
A024189,AP029061
A024190,AP037900
A024191,AP016996
A024192,AP035751
A024193,AP017662
A024194,AP004161
A024195,AP015049
A024196,AP002615
A024197,AP038715
A024198,AP021591
A024199,AP025274
A024200,AP002806
A024201,AP003855
A024202,AP010666
A024203,AP036053
A024204,AP036511
A024205,AP044428
A024206,AP034135
A024207,AP040863
A024208,AP044995
A024209,AP016175
A024210,AP031039
A024211,AP017397
A024212,AP030842
A024213,AP041848
A024214,AP018194
A024215,AP014840
A024216,AP017682
A024217,AP001670
A024218,AP012965
A024219,AP021771
A024220,AP022665
A024221,AP012027
A024222,AP008620
A024223,AP004247
A024224,AP044723
A024225,AP011524
A024226,AP023756
A024227,AP019985
A024228,AP008322
A024229,AP016774
A024230,AP034902
A024231,AP041900
A024232,AP015026
A024233,AP007610
A024234,AP034512
A024235,AP020357
A024236,AP047406
A024237,AP021991
A024238,AP038865
A024239,AP002877
A024240,AP018654
A024241,AP004787
A024242,AP015870
A024243,AP038645
A024244,AP008230
A024245,AP037721
A024246,AP007321
A024247,AP036927
A024248,AP034388
A024249,AP043270
A024250,AP009059
A024251,AP047569
A024252,AP044156
A024253,AP012930
A024254,AP045849
A024255,AP048493
A024256,AP025221
A024257,AP009905
A024258,AP003072
A024259,AP042796
A024260,AP011270
A024261,AP009892
A024262,AP015180
A024263,AP033549
A024264,AP040243
A024265,AP030437
A024266,AP043398
A024267,AP002222
A024268,AP000182
A024269,AP012723
A024270,AP046317
A024271,AP045144
A024272,AP041177
A024273,AP032143
A024274,AP004334
A024275,AP013467
A024276,AP018659
A024277,AP029318
A024278,AP016933
A024279,AP026570
A024280,AP047996
A024281,AP004120
A024282,AP044281
A024283,AP044511
A024284,AP016521
A024285,AP011895
A024286,AP029107
A024287,AP014790
A024288,AP034397
A024289,AP008778
A024290,AP042728
A024291,AP025451
A024292,AP015622
A024293,AP030798
A024294,AP039525
A024295,AP009605
A024296,AP012259
A024297,AP039446
A024298,AP006557
A024299,AP048254
A024300,AP031393
A024301,AP021040
A024302,AP029250
A024303,AP039214
A024304,AP042135
A024305,AP030158
A024306,AP000115
A024307,AP033348
A024308,AP029396
A024309,AP042838
A024310,AP040210
A024311,AP018461
A024312,AP042288
A024313,AP017224
A024314,AP012867
A024315,AP020200
A024316,AP035573
A024317,AP033985
A024318,AP033225
A024319,AP021164
A024320,AP034011
A024321,AP001253
A024322,AP019104
A024323,AP010851
A024324,AP033950
A024325,AP006394
A024326,AP034409
A024327,AP002733
A024328,AP000218
A024329,AP034457
A024330,AP020703
A024331,AP001580
A024332,AP037015
A024333,AP026315
A024334,AP006835
A024335,AP008161
A024336,AP048746
A024337,AP009375
A024338,AP017198
A024339,AP019082
A024340,AP000441
A024341,AP044672
A024342,AP040693
A024343,AP020670
A024344,AP007228
A024345,AP022680
A024346,AP023041
A024347,AP012768
A024348,AP032652
A024349,AP027491
A024350,AP020127
A024351,AP017654
A024352,AP005592
A024353,AP020589
A024354,AP025565
A024355,AP036836
A024356,AP040306
A024357,AP025484
A024358,AP030427
A024359,AP017199
A024360,AP038728
A024361,AP031084
A024362,AP045758
A024363,AP009149
A024364,AP013071
A024365,AP003820
A024366,AP028617
A024367,AP032637
A024368,AP049675
A024369,AP033640
A024370,AP049476
A024371,AP004931
A024372,AP025377
A024373,AP005063
A024374,AP044833
A024375,AP024634
A024376,AP048296
A024377,AP046409
A024378,AP041286
A024379,AP014043
A024380,AP030672
A024381,AP010811
A024382,AP047792
A024383,AP036682
A024384,AP002066
A024385,AP041044
A024386,AP001976
A024387,AP008969
A024388,AP043989
A024389,AP044952
A024390,AP045982
A024391,AP024862
A024392,AP016313
A024393,AP000620
A024394,AP020143
A024395,AP019640
A024396,AP036316
A024397,AP013975
A024398,AP027620
A024399,AP033153
A024400,AP040834
A024401,AP019075
A024402,AP007553
A024403,AP018871
A024404,AP019671
A024405,AP033488
A024406,AP003971
A024407,AP027652
A024408,AP030086
A024409,AP014803
A024410,AP038182
A024411,AP009134
A024412,AP023611
A024413,AP020544
A024414,AP009266
A024415,AP012703
A024416,AP017219
A024417,AP007871
A024418,AP031201
A024419,AP022849
A024420,AP039750
A024421,AP043133
A024422,AP034270
A024423,AP044630
A024424,AP025324
A024425,AP016739
A024426,AP048184
A024427,AP036401
A024428,AP041021
A024429,AP037734
A024430,AP042442
A024431,AP045072
A024432,AP014288
A024433,AP025707
A024434,AP027045
A024435,AP041667
A024436,AP037188
A024437,AP023265
A024438,AP008653
A024439,AP006725
A024440,AP048947
A024441,AP001903
A024442,AP020132
A024443,AP038199
A024444,AP036865
A024445,AP045387
A024446,AP025241
A024447,AP007605
A024448,AP005340
A024449,AP027459
A024450,AP012902
A024451,AP028293
A024452,AP040831
A024453,AP020517
A024454,AP040812
A024455,AP046754
A024456,AP013213
A024457,AP033543
A024458,AP044374
A024459,AP034964
A024460,AP031347
A024461,AP033703
A024462,AP021596
A024463,AP048218
A024464,AP013338
A024465,AP038946
A024466,AP027372
A024467,AP016201
A024468,AP040732
A024469,AP028153
A024470,AP033135
A024471,AP007525
A024472,AP007705
A024473,AP010248
A024474,AP027013
A024475,AP031691
A024476,AP027111
A024477,AP049429
A024478,AP033442
A024479,AP005512
A024480,AP017613
A024481,AP001476
A024482,AP005894
A024483,AP019472
A024484,AP023676
A024485,AP002298
A024486,AP018958
A024487,AP047518
A024488,AP023543
A024489,AP007109
A024490,AP045336
A024491,AP034863
A024492,AP012903
A024493,AP039520
A024494,AP017647
A024495,AP029339
A024496,AP019344
A024497,AP037199
A024498,AP017652
A024499,AP012477
A024500,AP018314
A024501,AP005379
A024502,AP046839
A024503,AP012000
A024504,AP044402
A024505,AP032748
A024506,AP004668
A024507,AP049805
A024508,AP007896
A024509,AP016783
A024510,AP006691
A024511,AP035343
A024512,AP003942
A024513,AP002741
A024514,AP036342
A024515,AP012846
A024516,AP042081
A024517,AP024567
A024518,AP013526
A024519,AP037306
A024520,AP012379
A024521,AP016198
A024522,AP036040
A024523,AP042041
A024524,AP018696
A024525,AP049492
A024526,AP030030
A024527,AP049976
A024528,AP049811
A024529,AP032954
A024530,AP030921
A024531,AP012705
A024532,AP032232
A024533,AP013323
A024534,AP031974
A024535,AP014359
A024536,AP002074
A024537,AP010028
A024538,AP045095
A024539,AP014778
A024540,AP037031
A024541,AP049456
A024542,AP042117
A024543,AP006662
A024544,AP048864
A024545,AP038149
A024546,AP033409
A024547,AP043543
A024548,AP013562
A024549,AP020860
A024550,AP022316
A024551,AP035158
A024552,AP016829
A024553,AP026752
A024554,AP025304
A024555,AP006395
A024556,AP012095
A024557,AP027478
A024558,AP032271
A024559,AP000942
A024560,AP033229
A024561,AP019909
A024562,AP022722
A024563,AP039244
A024564,AP046367
A024565,AP045049
A024566,AP033514
A024567,AP028121
A024568,AP020370
A024569,AP027220
A024570,AP026284
A024571,AP008855
A024572,AP028390
A024573,AP015157
A024574,AP045988
A024575,AP016681
A024576,AP040434
A024577,AP011507
A024578,AP026317
A024579,AP048652
A024580,AP020918
A024581,AP028195
A024582,AP042263
A024583,AP009931
A024584,AP028498
A024585,AP009590
A024586,AP048571
A024587,AP037744
A024588,AP023694
A024589,AP002776
A024590,AP046586
A024591,AP042424
A024592,AP019264
A024593,AP016431
A024594,AP039296
A024595,AP024076
A024596,AP044953
A024597,AP027974
A024598,AP000207
A024599,AP005184
A024600,AP041923
A024601,AP041672
A024602,AP040398
A024603,AP022301
A024604,AP004303
A024605,AP036873
A024606,AP035968
A024607,AP016097
A024608,AP026233
A024609,AP008390
A024610,AP044296
A024611,AP039587
A024612,AP015206
A024613,AP038642
A024614,AP017764
A024615,AP011281
A024616,AP013066
A024617,AP035423
A024618,AP012432
A024619,AP013760
A024620,AP009872
A024621,AP006708
A024622,AP018660
A024623,AP032407
A024624,AP019284
A024625,AP015495
A024626,AP030767
A024627,AP026859
A024628,AP012409
A024629,AP013404
A024630,AP029005
A024631,AP034414
A024632,AP022499
A024633,AP013964
A024634,AP032635
A024635,AP037806
A024636,AP043750
A024637,AP024242
A024638,AP008581
A024639,AP043691
A024640,AP047584
A024641,AP040150
A024642,AP014264
A024643,AP048431
A024644,AP039873
A024645,AP013263
A024646,AP035804
A024647,AP023453
A024648,AP040188
A024649,AP025098
A024650,AP026180
A024651,AP034381
A024652,AP033828
A024653,AP000909
A024654,AP025916
A024655,AP045151
A024656,AP038022
A024657,AP018507
A024658,AP045516
A024659,AP000223
A024660,AP037024
A024661,AP002968
A024662,AP017113
A024663,AP039050
A024664,AP046338
A024665,AP045732
A024666,AP037055
A024667,AP027895
A024668,AP022285
A024669,AP032930
A024670,AP044081
A024671,AP028762
A024672,AP019732
A024673,AP015942
A024674,AP033564
A024675,AP027617
A024676,AP027645
A024677,AP012087
A024678,AP045607
A024679,AP031668
A024680,AP006733
A024681,AP014206
A024682,AP001584
A024683,AP013745
A024684,AP006249
A024685,AP024328
A024686,AP023556
A024687,AP012049
A024688,AP007674
A024689,AP039471
A024690,AP018310
A024691,AP035887
A024692,AP029611
A024693,AP000848
A024694,AP024876
A024695,AP004886
A024696,AP009564
A024697,AP038109
A024698,AP014313
A024699,AP008512
A024700,AP007205
A024701,AP035364
A024702,AP005374
A024703,AP021833
A024704,AP000422
A024705,AP047902
A024706,AP007218
A024707,AP046412
A024708,AP013592
A024709,AP026534
A024710,AP005052
A024711,AP037879
A024712,AP039283
A024713,AP004331
A024714,AP045046
A024715,AP024696
A024716,AP011393
A024717,AP009797
A024718,AP049729
A024719,AP015334
A024720,AP000948
A024721,AP017530
A024722,AP034001
A024723,AP043958
A024724,AP028044
A024725,AP016423
A024726,AP004370
A024727,AP006589
A024728,AP010784
A024729,AP011622
A024730,AP031018
A024731,AP038337
A024732,AP048778
A024733,AP047570
A024734,AP001037
A024735,AP026211
A024736,AP017909
A024737,AP040859
A024738,AP003564
A024739,AP046989
A024740,AP043132
A024741,AP028308
A024742,AP043668
A024743,AP035616
A024744,AP024304
A024745,AP009896
A024746,AP029161
A024747,AP020313
A024748,AP036516
A024749,AP041883
A024750,AP030803
A024751,AP023814
A024752,AP034886
A024753,AP012954
A024754,AP009747
A024755,AP027859
A024756,AP026991
A024757,AP023629
A024758,AP029349
A024759,AP005415
A024760,AP018212
A024761,AP002020
A024762,AP010675
A024763,AP039877
A024764,AP006669
A024765,AP033342
A024766,AP041804
A024767,AP028174
A024768,AP001680
A024769,AP040801
A024770,AP011779
A024771,AP026365
A024772,AP012236
A024773,AP010075
A024774,AP020450
A024775,AP034390
A024776,AP024548
A024777,AP040394
A024778,AP030864
A024779,AP000921
A024780,AP044903
A024781,AP040985
A024782,AP034329
A024783,AP020178
A024784,AP014481
A024785,AP047869
A024786,AP042331
A024787,AP024397
A024788,AP016747
A024789,AP025848
A024790,AP034621
A024791,AP002087
A024792,AP037059
A024793,AP025719
A024794,AP014253
A024795,AP010704
A024796,AP013782
A024797,AP032857
A024798,AP044610
A024799,AP011035
A024800,AP019626
A024801,AP019762
A024802,AP024877
A024803,AP005293
A024804,AP007011
A024805,AP027145
A024806,AP028363
A024807,AP002375
A024808,AP023310
A024809,AP025352
A024810,AP000914
A024811,AP015381
A024812,AP022404
A024813,AP020106
A024814,AP000728
A024815,AP027709
A024816,AP047689
A024817,AP034146
A024818,AP046086
A024819,AP023535
A024820,AP032840
A024821,AP008932
A024822,AP034075
A024823,AP011106
A024824,AP014272
A024825,AP001744
A024826,AP049053
A024827,AP037773
A024828,AP032368
A024829,AP022253
A024830,AP028081
A024831,AP027633
A024832,AP047718
A024833,AP000672
A024834,AP033473
A024835,AP036079
A024836,AP028333
A024837,AP045383
A024838,AP002663
A024839,AP039734
A024840,AP021714
A024841,AP043917
A024842,AP038824
A024843,AP025064
A024844,AP041666
A024845,AP012858
A024846,AP010805
A024847,AP034018
A024848,AP025057
A024849,AP009722
A024850,AP028097
A024851,AP038196
A024852,AP026854
A024853,AP005099
A024854,AP028660
A024855,AP004010
A024856,AP036555
A024857,AP002021
A024858,AP002627
A024859,AP024545
A024860,AP004913
A024861,AP032759
A024862,AP035565
A024863,AP002790
A024864,AP049442
A024865,AP016503
A024866,AP006064
A024867,AP006133
A024868,AP010524
A024869,AP007599
A024870,AP009969
A024871,AP048275
A024872,AP046224
A024873,AP005568
A024874,AP041775
A024875,AP031064
A024876,AP048751
A024877,AP022099
A024878,AP049090
A024879,AP005708
A024880,AP037584
A024881,AP047867
A024882,AP027615
A024883,AP008287
A024884,AP030795
A024885,AP043060
A024886,AP043739
A024887,AP028666
A024888,AP039700
A024889,AP049267
A024890,AP003370
A024891,AP014149
A024892,AP001113
A024893,AP022962
A024894,AP037101
A024895,AP022668
A024896,AP040848
A024897,AP029348
A024898,AP005601
A024899,AP046525
A024900,AP008260
A024901,AP031140
A024902,AP020393
A024903,AP024726
A024904,AP048979
A024905,AP044474
A024906,AP003377
A024907,AP049393
A024908,AP005508
A024909,AP018686
A024910,AP008041
A024911,AP040282
A024912,AP046609
A024913,AP015997
A024914,AP043488
A024915,AP030815
A024916,AP012162
A024917,AP021301
A024918,AP034506
A024919,AP039561
A024920,AP025810
A024921,AP008453
A024922,AP013472
A024923,AP018668
A024924,AP047337
A024925,AP008140
A024926,AP038649
A024927,AP035186
A024928,AP037103
A024929,AP013995
A024930,AP020090
A024931,AP031438
A024932,AP022944
A024933,AP028777
A024934,AP009253
A024935,AP002730
A024936,AP011208
A024937,AP033789
A024938,AP016214
A024939,AP010488
A024940,AP001791
A024941,AP010515
A024942,AP019787
A024943,AP003702
A024944,AP028058
A024945,AP006431
A024946,AP043587
A024947,AP037611
A024948,AP019068
