merchant_id,name,industry,risk_profile
M28410,Nova Retailers,Education,Medium
M28411,ABC Traders,Food & Beverage,Low
M28412,NextGen Electronics,Automotive,High
M28413,Fresh Services,Technology,Medium
M28414,Vertex Hub,Electronics,Low
M28415,Elite Retailers,Education,Medium
M28416,Prime Mart,Fashion,Medium
M28417,Nova Hub,Retail,High
M28418,NextGen Retailers,Healthcare,Medium
M28419,Fresh Electronics,Travel,Low
M28420,Global Traders,Retail,Low
M28421,ABC Traders,Electronics,Medium
M28422,Global Services,Finance,High
M28423,Fresh Traders,Travel,Medium
M28424,NextGen Hub,Healthcare,High
M28425,XYZ Mart,Technology,Low
M28426,Elite Hub,Food & Beverage,Medium
M28427,Metro Mart,Retail,Low
M28428,Metro Electronics,Automotive,Medium
M28429,Metro Foods,Education,High
M28430,Global Traders,Fashion,Low
M28431,Vertex Traders,Fashion,Medium
M28432,Global Mart,Education,Medium
M28433,Vertex Hub,Technology,Medium
M28434,Prime Hub,Retail,High
M28435,Metro Electronics,Food & Beverage,High
M28436,NextGen Store,Retail,Low
M28437,Vertex Electronics,Technology,Medium
M28438,Metro Services,Education,Low
M28439,Metro Hub,Healthcare,Low
M28440,Global Solutions,Automotive,High
M28441,Metro Hub,Retail,Low
M28442,ABC Store,Electronics,High
M28443,Nova Hub,Electronics,Low
M28444,Global Services,Fashion,Medium
M28445,XYZ Services,Electronics,Medium
M28446,Fresh Electronics,Education,High
M28447,XYZ Hub,Fashion,High
M28448,XYZ Foods,Finance,High
M28449,Prime Services,Food & Beverage,Medium
M28450,Vertex Retailers,Fashion,Low
M28451,XYZ Solutions,Finance,High
M28452,Vertex Retailers,Technology,Medium
M28453,Global World,Education,Low
M28454,NextGen Services,Travel,Low
M28455,ABC Foods,Healthcare,Low
M28456,Global Traders,Travel,Low
M28457,ABC Solutions,Automotive,Low
M28458,Metro Traders,Healthcare,Low
M28459,ABC Solutions,Food & Beverage,High
M28460,Nova Foods,Education,High
M28461,Elite World,Education,Medium
M28462,Nova Hub,Automotive,High
M28463,ABC Foods,Travel,High
M28464,Fresh Foods,Food & Beverage,Medium
M28465,NextGen Foods,Automotive,High
M28466,XYZ Electronics,Travel,High
M28467,Vertex Electronics,Finance,High
M28468,Metro Retailers,Travel,High
M28469,XYZ Store,Automotive,High
M28470,ABC Retailers,Food & Beverage,High
M28471,Nova Solutions,Healthcare,Low
M28472,XYZ Hub,Travel,Low
M28473,NextGen Solutions,Electronics,High
M28474,NextGen Foods,Finance,High
M28475,Prime Electronics,Retail,High
M28476,Nova Foods,Travel,Medium
M28477,Global Electronics,Finance,Low
M28478,Global Mart,Travel,High
M28479,Elite Traders,Retail,High
M28480,Nova Traders,Automotive,High
M28481,Vertex Solutions,Finance,High
M28482,Prime World,Electronics,High
M28483,Fresh Services,Technology,High
M28484,Prime World,Technology,Medium
M28485,Prime Mart,Fashion,Low
M28486,Metro Electronics,Automotive,High
M28487,Vertex Traders,Electronics,High
M28488,NextGen World,Technology,Medium
M28489,Vertex Traders,Retail,Medium
M28490,Nova Solutions,Retail,Medium
M28491,Elite Retailers,Automotive,High
M28492,Prime Mart,Education,High
M28493,ABC Foods,Travel,Low
M28494,Elite Services,Technology,Low
M28495,Fresh Solutions,Food & Beverage,Low
M28496,Prime Services,Food & Beverage,Low
M28497,ABC Services,Electronics,Low
M28498,NextGen Retailers,Retail,Medium
M28499,Vertex World,Automotive,Low
M28500,ABC Solutions,Finance,Low
M28501,XYZ Foods,Finance,Low
M28502,Global World,Technology,Medium
M28503,Prime Foods,Finance,High
M28504,Nova Solutions,Food & Beverage,Medium
M28505,ABC Solutions,Travel,Medium
M28506,Elite Mart,Travel,Low
M28507,Global World,Food & Beverage,Medium
M28508,NextGen Electronics,Electronics,High
M28509,Elite Traders,Finance,Medium
M28510,NextGen Store,Automotive,Low
M28511,Nova Foods,Fashion,Medium
M28512,ABC Traders,Technology,Medium
M28513,Fresh Traders,Automotive,Low
M28514,ABC Electronics,Healthcare,Medium
M28515,Nova Foods,Education,Medium
M28516,Global World,Retail,High
M28517,Metro Mart,Finance,Low
M28518,Elite Solutions,Food & Beverage,High
M28519,Nova Retailers,Education,High
M28520,Nova Traders,Finance,Medium
M28521,XYZ Services,Automotive,Low
M28522,XYZ Solutions,Automotive,Medium
M28523,Nova Solutions,Healthcare,Low
M28524,XYZ Foods,Automotive,Medium
M28525,Metro Foods,Food & Beverage,Medium
M28526,Global Electronics,Fashion,Medium
M28527,NextGen Electronics,Retail,Low
M28528,Prime World,Electronics,High
M28529,XYZ Traders,Education,Medium
M28530,Nova Mart,Technology,Low
M28531,Nova Hub,Food & Beverage,High
M28532,Prime Store,Technology,High
M28533,Metro Electronics,Finance,High
M28534,Vertex Foods,Healthcare,Medium
M28535,ABC Mart,Retail,High
M28536,Global Traders,Education,Low
M28537,ABC World,Automotive,High
M28538,XYZ Solutions,Education,Low
M28539,Global Hub,Finance,High
M28540,Nova Foods,Automotive,High
M28541,Global Foods,Electronics,Low
M28542,Metro Mart,Electronics,High
M28543,Fresh Foods,Healthcare,Low
M28544,Elite Mart,Education,Low
M28545,NextGen Traders,Food & Beverage,High
M28546,XYZ Hub,Education,Medium
M28547,Vertex Retailers,Finance,Low
M28548,Prime Services,Education,High
M28549,Vertex Store,Automotive,Low
M28550,Prime Foods,Food & Beverage,Low
M28551,Elite Store,Electronics,Low
M28552,XYZ Mart,Travel,Low
M28553,Nova Hub,Fashion,Medium
M28554,NextGen Services,Technology,Low
M28555,Metro Hub,Travel,Medium
M28556,Global Foods,Education,Low
M28557,Nova Foods,Education,Medium
M28558,Fresh Traders,Technology,High
M28559,Metro Mart,Finance,High
M28560,Fresh World,Food & Beverage,High
M28561,Elite Store,Travel,Medium
M28562,NextGen Solutions,Healthcare,High
M28563,Prime Store,Technology,Medium
M28564,Fresh Store,Retail,Low
M28565,NextGen Mart,Retail,High
M28566,Fresh Services,Healthcare,Low
M28567,Metro Traders,Travel,High
M28568,Elite Retailers,Healthcare,High
M28569,Global World,Technology,Medium
M28570,Fresh Retailers,Fashion,High
M28571,Vertex Retailers,Education,Medium
M28572,Vertex Retailers,Technology,Medium
M28573,Fresh Mart,Technology,Low
M28574,Prime Store,Automotive,Low
M28575,Prime Retailers,Technology,Low
M28576,NextGen Solutions,Electronics,Low
M28577,Prime Retailers,Technology,High
M28578,Vertex Services,Education,Low
M28579,Fresh Store,Fashion,Medium
M28580,Nova World,Healthcare,Low
M28581,Global Electronics,Fashion,High
M28582,ABC World,Food & Beverage,High
M28583,NextGen Electronics,Healthcare,Medium
M28584,NextGen Traders,Education,Low
M28585,Fresh Foods,Food & Beverage,Low
M28586,Vertex Solutions,Finance,Medium
M28587,Nova Hub,Automotive,High
M28588,Nova Store,Fashion,Low
M28589,NextGen Solutions,Education,High
M28590,Nova Solutions,Retail,Medium
M28591,Global World,Electronics,Medium
M28592,Global Solutions,Electronics,High
M28593,Global Services,Finance,High
M28594,Elite Hub,Retail,Medium
M28595,XYZ Traders,Retail,Medium
M28596,Fresh Foods,Retail,Low
M28597,Nova Store,Healthcare,Medium
M28598,Vertex Store,Education,Low
M28599,XYZ Services,Automotive,Medium
M28600,ABC Hub,Travel,High
M28601,Elite Store,Education,High
M28602,XYZ Hub,Retail,High
M28603,Global Solutions,Retail,Low
M28604,Metro Mart,Fashion,High
M28605,Metro Traders,Education,High
M28606,Fresh Foods,Food & Beverage,Medium
M28607,XYZ Electronics,Fashion,Medium
M28608,Fresh Electronics,Food & Beverage,Low
M28609,NextGen World,Travel,Medium
M28610,Nova Store,Healthcare,Medium
M28611,Vertex Mart,Electronics,High
M28612,Elite Mart,Finance,High
M28613,Elite World,Retail,Low
M28614,Elite Electronics,Automotive,High
M28615,Global Retailers,Education,Low
M28616,ABC Foods,Finance,Medium
M28617,XYZ Store,Food & Beverage,High
M28618,Metro Store,Automotive,Medium
M28619,NextGen Hub,Retail,High
M28620,Fresh Foods,Fashion,Medium
M28621,Elite Services,Retail,Medium
M28622,Metro Hub,Finance,Medium
M28623,Prime Store,Education,Medium
M28624,ABC Traders,Fashion,High
M28625,Nova Foods,Travel,Medium
M28626,Vertex Solutions,Education,Medium
M28627,Prime Electronics,Retail,High
M28628,ABC Store,Travel,Medium
M28629,Metro Foods,Fashion,High
M28630,Nova World,Food & Beverage,Medium
M28631,Metro World,Fashion,Low
M28632,NextGen World,Technology,Medium
M28633,ABC Hub,Education,Low
M28634,Global World,Education,Low
M28635,NextGen Retailers,Food & Beverage,High
M28636,Metro World,Travel,Low
M28637,Elite Services,Travel,High
M28638,XYZ Mart,Automotive,High
M28639,Elite Traders,Finance,Medium
M28640,Vertex Mart,Healthcare,Medium
M28641,ABC Solutions,Automotive,Low
M28642,Metro Foods,Fashion,Medium
M28643,Nova Retailers,Automotive,High
M28644,Prime Mart,Healthcare,High
M28645,Fresh Store,Technology,Low
M28646,Metro Solutions,Travel,Medium
M28647,NextGen Hub,Education,High
M28648,ABC Foods,Travel,Medium
M28649,Global Retailers,Food & Beverage,Low
M28650,Vertex World,Finance,Low
M28651,XYZ Mart,Technology,Medium
M28652,Global Retailers,Travel,Low
M28653,Elite Store,Healthcare,High
M28654,Vertex Retailers,Education,Low
M28655,Global World,Healthcare,High
M28656,Prime Mart,Electronics,High
M28657,Elite Solutions,Finance,Medium
M28658,Fresh World,Automotive,High
M28659,Vertex Electronics,Food & Beverage,High
M28660,Elite Traders,Technology,Low
M28661,Fresh Services,Technology,High
M28662,XYZ Hub,Technology,High
M28663,XYZ Services,Finance,High
M28664,Fresh World,Fashion,Low
M28665,ABC World,Food & Beverage,Low
M28666,XYZ Solutions,Healthcare,Low
M28667,Global Hub,Technology,High
M28668,Elite Hub,Food & Beverage,Medium
M28669,Nova Hub,Finance,Medium
M28670,Global Mart,Finance,Low
M28671,ABC Retailers,Travel,High
M28672,Global Solutions,Food & Beverage,High
M28673,NextGen Solutions,Finance,Low
M28674,Metro Store,Finance,Medium
M28675,Elite World,Technology,High
M28676,XYZ Mart,Automotive,Low
M28677,XYZ Electronics,Electronics,Medium
M28678,Elite Hub,Finance,High
M28679,Vertex Mart,Food & Beverage,High
M28680,Prime Traders,Travel,Low
M28681,Global Store,Automotive,Medium
M28682,Global Solutions,Technology,High
M28683,Fresh Solutions,Healthcare,High
M28684,XYZ Foods,Food & Beverage,Low
M28685,ABC Retailers,Technology,Low
M28686,Metro Retailers,Education,High
M28687,Metro World,Retail,High
M28688,Nova Mart,Education,High
M28689,XYZ Mart,Electronics,High
M28690,Fresh Traders,Education,Medium
M28691,Prime Mart,Food & Beverage,Low
M28692,Global Electronics,Food & Beverage,Medium
M28693,Fresh Store,Fashion,Medium
M28694,NextGen Services,Fashion,Medium
M28695,ABC Electronics,Food & Beverage,High
M28696,Nova Solutions,Technology,Medium
M28697,XYZ Electronics,Travel,High
M28698,ABC Traders,Food & Beverage,Medium
M28699,Nova Services,Healthcare,Medium
M28700,Global Store,Retail,High
M28701,Vertex Store,Retail,Low
M28702,ABC Solutions,Automotive,High
M28703,Nova Solutions,Retail,High
M28704,Nova Traders,Healthcare,Low
M28705,Nova Hub,Finance,Medium
M28706,NextGen Solutions,Food & Beverage,Medium
M28707,Vertex Store,Travel,High
M28708,Metro Mart,Retail,High
M28709,XYZ Store,Automotive,Low
M28710,Metro Solutions,Education,High
M28711,Prime Store,Retail,High
M28712,Global Services,Retail,Medium
M28713,Elite Store,Electronics,High
M28714,Metro Electronics,Fashion,High
M28715,Elite Foods,Fashion,Medium
M28716,Elite Retailers,Technology,High
M28717,Global World,Electronics,Low
M28718,Fresh Traders,Finance,Medium
M28719,Nova Electronics,Electronics,High
M28720,Nova Retailers,Education,Medium
M28721,Nova Hub,Fashion,High
M28722,Vertex Retailers,Travel,High
M28723,Nova Electronics,Retail,Medium
M28724,Elite Store,Food & Beverage,High
M28725,Metro Store,Automotive,High
M28726,Prime Traders,Healthcare,High
M28727,Nova Mart,Retail,Low
M28728,ABC Traders,Food & Beverage,Low
M28729,Nova World,Electronics,Medium
M28730,Prime Hub,Healthcare,High
M28731,Fresh Mart,Education,High
M28732,ABC World,Finance,Low
M28733,Prime Traders,Electronics,Low
M28734,Global Foods,Finance,Medium
M28735,XYZ Hub,Retail,High
M28736,Prime World,Retail,Low
M28737,Prime Solutions,Automotive,Medium
M28738,XYZ Traders,Food & Beverage,Medium
M28739,Vertex Traders,Retail,Medium
M28740,XYZ Hub,Finance,High
M28741,Global Mart,Education,Low
M28742,Vertex Mart,Retail,Low
M28743,Metro Store,Education,Low
M28744,NextGen Store,Technology,Low
M28745,Prime Mart,Finance,High
M28746,Elite Electronics,Travel,Medium
M28747,Global Solutions,Technology,Medium
M28748,XYZ Foods,Electronics,Low
M28749,Prime World,Travel,High
M28750,XYZ Electronics,Travel,Medium
M28751,Fresh Services,Fashion,Low
M28752,Fresh Services,Technology,Medium
M28753,XYZ Traders,Education,High
M28754,Metro Hub,Healthcare,Low
M28755,Prime World,Healthcare,High
M28756,NextGen Hub,Food & Beverage,Medium
M28757,NextGen Solutions,Education,High
M28758,Elite Solutions,Electronics,Medium
M28759,Elite Retailers,Technology,Low
M28760,Vertex Electronics,Electronics,High
M28761,ABC World,Fashion,Low
M28762,Vertex Electronics,Electronics,Medium
M28763,Prime Services,Food & Beverage,Low
M28764,Nova Mart,Travel,Medium
M28765,Vertex Solutions,Technology,Low
M28766,ABC World,Food & Beverage,Medium
M28767,ABC Store,Education,Low
M28768,Global World,Travel,Medium
M28769,Vertex Services,Electronics,Low
M28770,Metro Solutions,Technology,Low
M28771,ABC Hub,Electronics,Low
M28772,Fresh World,Healthcare,Medium
M28773,Metro Store,Finance,Medium
M28774,Prime Hub,Finance,Low
M28775,Elite Solutions,Fashion,Medium
M28776,ABC Mart,Fashion,High
M28777,Fresh Retailers,Travel,Medium
M28778,Global Foods,Travel,Low
M28779,XYZ Services,Education,Low
M28780,Metro Services,Finance,High
M28781,NextGen Mart,Food & Beverage,Medium
M28782,Metro Store,Technology,Medium
M28783,Metro Hub,Retail,Low
M28784,Elite Electronics,Travel,High
M28785,Metro Traders,Travel,Low
M28786,ABC Store,Food & Beverage,High
M28787,Metro World,Healthcare,Medium
M28788,Fresh Retailers,Fashion,Medium
M28789,Nova Retailers,Electronics,Medium
M28790,Nova Store,Retail,Medium
M28791,ABC Retailers,Electronics,Low
M28792,ABC Mart,Fashion,High
M28793,Vertex Services,Finance,High
M28794,Metro Services,Electronics,High
M28795,Elite Services,Technology,Medium
M28796,Vertex Foods,Retail,Medium
M28797,Nova Mart,Healthcare,High
M28798,ABC Traders,Travel,High
M28799,NextGen Retailers,Technology,Low
M28800,Vertex Retailers,Electronics,High
M28801,Global Electronics,Education,Medium
M28802,XYZ Traders,Food & Beverage,Low
M28803,XYZ Foods,Fashion,High
M28804,Nova Store,Education,High
M28805,Nova Services,Electronics,Low
M28806,Vertex Foods,Automotive,High
M28807,Vertex Services,Retail,High
M28808,Metro Hub,Fashion,Medium
M28809,Vertex Store,Fashion,Medium
M28810,Prime Mart,Automotive,Low
M28811,XYZ Traders,Education,Low
M28812,Fresh Traders,Food & Beverage,Low
M28813,ABC World,Healthcare,Low
M28814,XYZ World,Fashion,High
M28815,Vertex Solutions,Fashion,Low
M28816,Fresh World,Travel,Medium
M28817,Elite Services,Food & Beverage,Medium
M28818,Fresh Services,Education,Medium
M28819,Vertex Foods,Automotive,Medium
M28820,Fresh Traders,Finance,Low
M28821,Metro Foods,Retail,High
M28822,Metro Services,Healthcare,Medium
M28823,Fresh Solutions,Travel,High
M28824,Global Retailers,Automotive,High
M28825,Vertex Electronics,Finance,Low
M28826,Vertex Mart,Travel,Medium
M28827,Vertex Retailers,Electronics,Medium
M28828,XYZ Electronics,Electronics,Medium
M28829,Prime Traders,Food & Beverage,Low
M28830,ABC Mart,Education,High
M28831,Metro Store,Fashion,Medium
M28832,Global Electronics,Education,High
M28833,Vertex Mart,Travel,Medium
M28834,Global Mart,Travel,Medium
M28835,Elite Services,Education,Low
M28836,XYZ Services,Healthcare,Low
M28837,Prime Solutions,Food & Beverage,Low
M28838,Global Foods,Food & Beverage,High
M28839,XYZ Services,Travel,Medium
M28840,XYZ Foods,Electronics,High
M28841,Vertex Store,Healthcare,Low
M28842,Metro Retailers,Retail,High
M28843,XYZ Solutions,Finance,Low
M28844,Prime Solutions,Finance,Low
M28845,NextGen Retailers,Fashion,Medium
M28846,Vertex Mart,Automotive,Low
M28847,Fresh Solutions,Fashion,High
M28848,Elite Hub,Fashion,Low
M28849,Nova Foods,Fashion,Medium
M28850,ABC Traders,Food & Beverage,High
M28851,NextGen Hub,Travel,High
M28852,NextGen Electronics,Healthcare,Medium
M28853,NextGen Retailers,Healthcare,High
M28854,ABC Services,Retail,Low
M28855,Nova Store,Finance,High
M28856,ABC Store,Education,High
M28857,Elite Hub,Electronics,High
M28858,Vertex Traders,Technology,High
M28859,Vertex Solutions,Retail,High
M28860,ABC Mart,Electronics,Low
M28861,Prime Traders,Automotive,Medium
M28862,NextGen Mart,Retail,Medium
M28863,Prime Traders,Fashion,High
M28864,Vertex Electronics,Electronics,Low
M28865,Prime Solutions,Retail,Medium
M28866,Vertex Mart,Education,Medium
M28867,Global Electronics,Healthcare,Low
M28868,Global Traders,Fashion,Low
M28869,Prime World,Electronics,Medium
M28870,Metro Solutions,Healthcare,Medium
M28871,NextGen Services,Healthcare,High
M28872,Vertex Hub,Food & Beverage,High
M28873,Vertex Hub,Automotive,Low
M28874,Metro Store,Automotive,Medium
M28875,Metro Solutions,Retail,Low
M28876,Nova Electronics,Finance,High
M28877,Prime Services,Electronics,High
M28878,XYZ Foods,Food & Beverage,Low
M28879,Elite Foods,Automotive,High
M28880,Global Solutions,Healthcare,High
M28881,Fresh Mart,Retail,Medium
M28882,Vertex Hub,Travel,High
M28883,Vertex Electronics,Education,High
M28884,Nova World,Healthcare,Low
M28885,Nova Services,Automotive,High
M28886,Elite Store,Fashion,Medium
M28887,NextGen Electronics,Electronics,High
M28888,XYZ Services,Retail,High
M28889,Vertex Hub,Automotive,High
M28890,Vertex Mart,Automotive,Medium
M28891,Prime Electronics,Electronics,High
M28892,Global Store,Travel,High
M28893,Nova Traders,Finance,High
M28894,Nova Retailers,Fashion,High
M28895,Vertex Electronics,Healthcare,Medium
M28896,Elite Electronics,Food & Beverage,Medium
M28897,Fresh Traders,Travel,Medium
M28898,Nova World,Fashion,Low
M28899,XYZ Traders,Electronics,High
M28900,XYZ Hub,Automotive,High
M28901,NextGen Retailers,Technology,Medium
M28902,Elite World,Healthcare,High
M28903,XYZ Mart,Food & Beverage,High
M28904,Metro Store,Finance,Low
M28905,Metro Traders,Travel,Low
M28906,Elite Electronics,Education,Low
M28907,Fresh Hub,Retail,High
M28908,Nova Services,Electronics,Low
M28909,XYZ Services,Retail,High
M28910,Metro World,Retail,High
M28911,Global Mart,Retail,Medium
M28912,Metro Mart,Travel,Medium
M28913,Nova Foods,Healthcare,Low
M28914,Vertex Solutions,Food & Beverage,Medium
M28915,ABC Electronics,Technology,High
M28916,Fresh World,Food & Beverage,Low
M28917,NextGen Electronics,Fashion,Medium
M28918,Prime Retailers,Education,High
M28919,Metro Solutions,Technology,High
M28920,NextGen Traders,Retail,High
M28921,Vertex Mart,Food & Beverage,Medium
M28922,NextGen Solutions,Technology,Low
M28923,Prime Retailers,Fashion,Low
M28924,Global Electronics,Fashion,High
M28925,Prime Traders,Electronics,Low
M28926,Metro Store,Education,High
M28927,Fresh Foods,Technology,Medium
M28928,NextGen Solutions,Technology,Medium
M28929,Prime Electronics,Retail,Low
M28930,Prime Services,Technology,Low
M28931,Nova Retailers,Technology,Low
M28932,XYZ Mart,Retail,Low
M28933,Global Electronics,Automotive,Medium
M28934,NextGen Traders,Retail,Medium
M28935,XYZ Mart,Electronics,Medium
M28936,ABC Electronics,Electronics,High
M28937,Prime Retailers,Retail,Low
M28938,Prime Retailers,Automotive,Low
M28939,Prime Electronics,Automotive,Medium
M28940,Fresh Solutions,Electronics,High
M28941,XYZ Electronics,Retail,Medium
M28942,Vertex Retailers,Education,Low
M28943,Global Store,Food & Beverage,Low
M28944,Metro Traders,Technology,High
M28945,Nova Solutions,Education,High
M28946,Global Mart,Fashion,High
M28947,Fresh Retailers,Retail,Medium
M28948,XYZ Hub,Travel,Low
M28949,Prime Foods,Finance,Low
M28950,Nova Traders,Healthcare,Medium
M28951,NextGen Solutions,Healthcare,Medium
M28952,Nova Foods,Education,Low
M28953,Fresh Store,Fashion,Low
M28954,ABC Foods,Automotive,Low
M28955,Nova Store,Healthcare,Low
M28956,Fresh Traders,Electronics,High
M28957,NextGen Foods,Education,Medium
M28958,Metro Solutions,Electronics,Low
M28959,Fresh Store,Healthcare,High
M28960,NextGen Store,Healthcare,High
M28961,Prime Store,Finance,Low
M28962,Prime Retailers,Education,Medium
M28963,ABC Foods,Technology,High
M28964,Vertex Services,Retail,Medium
M28965,Elite Traders,Education,Medium
M28966,NextGen Retailers,Healthcare,Low
M28967,Fresh Retailers,Technology,Medium
M28968,NextGen Services,Retail,Medium
M28969,Prime World,Retail,High
M28970,Metro Foods,Food & Beverage,Low
M28971,NextGen Hub,Automotive,Low
M28972,Fresh Mart,Education,High
M28973,Prime Store,Education,High
M28974,Global Hub,Travel,High
M28975,Elite Mart,Finance,Low
M28976,Prime Retailers,Education,High
M28977,XYZ Traders,Technology,Medium
M28978,Vertex Store,Travel,Low
M28979,NextGen Traders,Electronics,Medium
M28980,NextGen World,Automotive,Medium
M28981,Prime Electronics,Fashion,High
M28982,XYZ Foods,Healthcare,High
M28983,Metro Electronics,Education,Low
M28984,Vertex World,Retail,Medium
M28985,Metro Traders,Fashion,High
M28986,Fresh Foods,Finance,Medium
M28987,Global Hub,Automotive,Low
M28988,Metro Retailers,Travel,Medium
M28989,Fresh Solutions,Healthcare,Medium
M28990,Prime Services,Healthcare,High
M28991,Metro Foods,Healthcare,High
M28992,NextGen Services,Fashion,High
M28993,Elite Solutions,Food & Beverage,Medium
M28994,NextGen Solutions,Food & Beverage,Low
M28995,ABC Hub,Healthcare,High
M28996,Global Services,Automotive,Medium
M28997,Prime World,Fashion,Low
M28998,Nova Store,Travel,Low
M28999,XYZ Traders,Automotive,Low
M29000,Elite Foods,Finance,Low
M29001,Vertex Solutions,Fashion,High
M29002,Fresh Mart,Education,Low
M29003,Global Traders,Technology,Medium
M29004,ABC Solutions,Technology,Medium
M29005,Vertex Electronics,Electronics,Medium
M29006,Fresh World,Healthcare,High
M29007,ABC Solutions,Technology,High
M29008,NextGen Traders,Fashion,Low
M29009,Fresh Electronics,Finance,High
M29010,Prime Store,Retail,High
M29011,Elite Mart,Automotive,Medium
M29012,Nova Foods,Food & Beverage,Medium
M29013,Nova Traders,Food & Beverage,Medium
M29014,Metro Mart,Technology,High
M29015,Vertex Services,Fashion,Low
M29016,XYZ Mart,Finance,Medium
M29017,Vertex World,Education,High
M29018,Fresh Store,Electronics,Medium
M29019,Global World,Electronics,Low
M29020,Prime Foods,Fashion,Low
M29021,Nova Store,Travel,Low
M29022,Metro Foods,Automotive,Low
M29023,Global Electronics,Electronics,Medium
M29024,Global World,Education,High
M29025,ABC Traders,Retail,Low
M29026,Fresh Store,Travel,High
M29027,Fresh Solutions,Healthcare,Low
M29028,Prime Mart,Fashion,High
M29029,XYZ Retailers,Healthcare,High
M29030,ABC Store,Electronics,High
M29031,Vertex Electronics,Automotive,High
M29032,Metro Traders,Electronics,Medium
M29033,ABC Solutions,Automotive,Low
M29034,Global Traders,Technology,Low
M29035,ABC World,Food & Beverage,Low
M29036,Global Traders,Technology,Low
M29037,Vertex Retailers,Food & Beverage,Medium
M29038,NextGen Traders,Electronics,Medium
M29039,NextGen World,Healthcare,High
M29040,Vertex Electronics,Healthcare,Medium
M29041,Nova Mart,Food & Beverage,Low
M29042,NextGen Hub,Education,High
M29043,Global Hub,Finance,High
M29044,Elite Electronics,Education,Low
M29045,ABC Electronics,Travel,Low
M29046,Global Retailers,Healthcare,High
M29047,Global Mart,Finance,Medium
M29048,Elite Foods,Finance,High
M29049,Prime World,Finance,Low
M29050,Nova World,Food & Beverage,High
M29051,NextGen Traders,Education,Low
M29052,Nova Foods,Travel,Low
M29053,Nova Retailers,Food & Beverage,High
M29054,Metro Foods,Education,Low
M29055,Global Services,Electronics,High
M29056,NextGen Electronics,Technology,Low
M29057,Elite Mart,Electronics,High
M29058,Metro Foods,Fashion,Low
M29059,Prime World,Finance,Medium
M29060,XYZ Electronics,Fashion,Low
M29061,NextGen Solutions,Fashion,Low
M29062,Global Mart,Education,Low
M29063,Metro Services,Electronics,Low
M29064,Nova Electronics,Education,Low
M29065,NextGen Retailers,Electronics,Low
M29066,NextGen Solutions,Automotive,Low
M29067,Vertex Hub,Automotive,Medium
M29068,Nova Solutions,Finance,High
M29069,Vertex Hub,Healthcare,Low
M29070,Nova Store,Fashion,Medium
M29071,Nova Electronics,Travel,Low
M29072,Vertex Electronics,Food & Beverage,High
M29073,Fresh World,Healthcare,Low
M29074,Metro Foods,Technology,Medium
M29075,Nova Store,Food & Beverage,Medium
M29076,Global Services,Finance,Medium
M29077,XYZ Foods,Healthcare,Medium
M29078,Fresh Store,Finance,Medium
M29079,Prime Store,Education,Medium
M29080,NextGen Solutions,Retail,Low
M29081,Elite Solutions,Travel,Medium
M29082,Metro Electronics,Healthcare,Medium
M29083,Elite Retailers,Education,High
M29084,Elite Hub,Food & Beverage,High
M29085,Nova Solutions,Automotive,High
M29086,NextGen Hub,Finance,Medium
M29087,Prime Foods,Education,High
M29088,ABC Traders,Automotive,High
M29089,Metro Retailers,Retail,High
M29090,Global Foods,Retail,High
M29091,Fresh Electronics,Technology,Low
M29092,Global Foods,Travel,Low
M29093,Vertex Solutions,Education,Low
M29094,Metro World,Retail,Medium
M29095,Nova Solutions,Automotive,Medium
M29096,ABC World,Retail,Low
M29097,Metro Traders,Food & Beverage,High
M29098,Global Hub,Automotive,High
M29099,Prime Solutions,Automotive,Low
M29100,Nova Store,Travel,Medium
M29101,Global Services,Education,Medium
M29102,Global World,Healthcare,Low
M29103,Vertex Electronics,Travel,High
M29104,Metro Traders,Fashion,High
M29105,Elite Electronics,Fashion,Medium
M29106,Fresh World,Fashion,Low
M29107,NextGen Solutions,Education,Low
M29108,XYZ World,Finance,Low
M29109,Metro Solutions,Food & Beverage,High
M29110,Elite Foods,Healthcare,Low
M29111,ABC Electronics,Food & Beverage,Medium
M29112,Global World,Electronics,High
M29113,Vertex Services,Education,Low
M29114,Elite Electronics,Fashion,Low
M29115,Nova World,Education,High
M29116,Elite Solutions,Healthcare,Low
M29117,XYZ Traders,Food & Beverage,High
M29118,NextGen Traders,Food & Beverage,Medium
M29119,Nova Mart,Food & Beverage,Low
M29120,NextGen Services,Education,Low
M29121,NextGen World,Finance,Medium
M29122,Global Retailers,Automotive,Low
M29123,NextGen Foods,Electronics,Medium
M29124,Nova Solutions,Electronics,Low
M29125,ABC Hub,Food & Beverage,Medium
M29126,Vertex Electronics,Finance,Low
M29127,ABC World,Finance,Low
M29128,NextGen Services,Technology,High
M29129,Vertex Retailers,Technology,Low
M29130,Elite Foods,Finance,Medium
M29131,Fresh Hub,Technology,High
M29132,ABC Store,Technology,High
M29133,XYZ Electronics,Finance,High
M29134,XYZ Mart,Education,Low
M29135,Metro Services,Education,High
M29136,Global Traders,Fashion,High
M29137,NextGen Solutions,Education,Medium
M29138,Nova Services,Education,High
M29139,Prime Electronics,Retail,Low
M29140,Nova Services,Food & Beverage,High
M29141,Metro Retailers,Automotive,Medium
M29142,Metro Store,Automotive,Medium
M29143,Global Traders,Healthcare,Low
M29144,Metro Solutions,Electronics,Medium
M29145,Prime Electronics,Travel,High
M29146,Vertex Mart,Education,High
